Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Patrick Mahomes,KC,BAL,1,5,1.3,0.5
2,Dak Prescott,DAL,MIA,1,4,2.4,0.9
3,Lamar Jackson,BAL,KC,1,4,2.5,0.6
4,Tom Brady,NE,NYJ,3,10,4.6,0.9
5,Deshaun Watson,HOU,LAC,3,7,4.6,0.5
6,Josh Allen,BUF,CIN,3,10,6.8,1.2
7,Matt Ryan,ATL,IND,1,9,7.0,1.1
8,Russell Wilson,SEA,NO,5,14,8.3,1.3
9,Aaron Rodgers,GB,DEN,5,12,9.3,1.3
10,Kyler Murray,ARI,CAR,6,16,9.6,1.7
11,Carson Wentz,PHI,DET,6,14,11.2,1.2
12,Jameis Winston,TB,NYG,7,16,11.5,1.4
13,Jared Goff,LAR,CLE,8,17,14.1,1.3
14,Baker Mayfield,CLE,LAR,11,20,14.2,1.6
15,Philip Rivers,LAC,HOU,12,16,14.5,1.2
16,Jimmy Garoppolo,SF,PIT,10,18,15.3,1.8
17,Matthew Stafford,DET,PHI,8,19,16.6,1.2
18,Kirk Cousins,MIN,OAK,15,20,18.2,1.2
19,Jacoby Brissett,IND,ATL,16,22,18.7,0.9
20,Mitch Trubisky,CHI,WAS,19,25,20.6,1.3
21,Daniel Jones,NYG,TB,19,28,22.0,1.7
22,Mason Rudolph,PIT,SF,20,26,22.3,1.1
23,Andy Dalton,CIN,BUF,19,26,22.5,2.0
24,Marcus Mariota,TEN,JAC,22,27,24.6,0.9
25,Kyle Allen,CAR,ARI,18,30,25.0,3.1
26,Gardner Minshew,JAC,TEN,23,30,26.0,1.7
27,Derek Carr,OAK,MIN,22,29,26.8,1.4
28,Joe Flacco,DEN,GB,23,30,27.6,1.6
29,Teddy Bridgewater,NO,SEA,23,31,28.0,1.8
30,Case Keenum,WAS,CHI,23,31,29.0,1.6
31,Josh Rosen,MIA,DAL,30,33,31.6,0.8
32,Luke Falk,NYJ,NE,30,33,31.6,0.7
33,Taysom Hill,NO,SEA,30,33,32.8,0.5
34,Ryan Fitzpatrick,MIA,DAL,32,35,34.3,0.5
35,Eli Manning,NYG,TB,33,35,34.7,0.5
36,Cooper Rush,DAL,MIA,34,47,38.0,4.2
37,Ryan Griffin,TB,NYG,36,45,38.4,3.4
38,Will Grier,CAR,ARI,36,37,36.3,0.5
