Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Travis Kelce,KC,BAL,1,2,1.0,0.2
2,Zach Ertz,PHI,DET,1,4,2.3,0.4
3,George Kittle,SF,PIT,1,6,3.0,1.0
4,Evan Engram,NYG,TB,3,6,4.2,0.6
5,Mark Andrews,BAL,KC,3,6,5.1,1.0
6,Darren Waller,OAK,MIN,4,13,6.0,1.4
7,Greg Olsen,CAR,ARI,4,11,7.4,1.2
8,Austin Hooper,ATL,IND,4,12,8.7,1.0
9,O.J. Howard,TB,NYG,6,19,9.0,2.1
10,Delanie Walker,TEN,JAC,7,13,9.6,1.2
11,Vance McDonald,PIT,SF,7,14,9.8,1.0
12,T.J. Hockenson,DET,PHI,11,15,11.8,0.4
13,Eric Ebron,IND,ATL,10,17,13.9,1.1
14,Jared Cook,NO,SEA,8,35,14.2,1.5
15,Jimmy Graham,GB,DEN,12,32,16.0,3.2
16,Jason Witten,DAL,MIA,11,22,16.7,2.3
17,Kyle Rudolph,MIN,OAK,13,26,16.9,1.3
18,Will Dissly,SEA,NO,14,21,17.6,1.7
19,Trey Burton,CHI,WAS,14,24,19.0,2.6
20,Tyler Eifert,CIN,BUF,15,26,20.4,1.9
21,Jack Doyle,IND,ATL,16,26,21.2,1.4
22,Vernon Davis,WAS,CHI,15,26,21.4,2.5
23,Noah Fant,DEN,GB,17,32,22.4,2.1
24,Mike Gesicki,MIA,DAL,21,27,24.8,1.6
25,Gerald Everett,LAR,CLE,16,27,23.3,2.3
26,Cameron Brate,TB,NYG,19,32,28.0,1.7
27,Blake Jarwin,DAL,MIA,24,33,28.5,2.5
28,C.J. Uzomah,CIN,BUF,25,39,30.1,3.0
29,Geoff Swaim,JAC,TEN,25,36,30.4,2.7
30,Hayden Hurst,BAL,KC,18,35,31.4,2.2
31,Ryan Griffin,NYJ,NE,29,37,31.9,2.1
32,Demetrius Harris,CLE,LAR,18,33,27.4,4.0
33,James O'Shaughnessy,JAC,TEN,23,37,30.2,3.4
34,Dallas Goedert,PHI,DET,27,38,32.7,2.6
35,Virgil Green,LAC,HOU,30,36,34.0,1.2
36,Jordan Akins,HOU,LAC,25,42,36.7,2.4
37,Matt LaCosse,NE,NYJ,30,43,36.0,4.1
38,Dawson Knox,BUF,CIN,33,48,38.4,3.5
39,Irv Smith Jr.,MIN,OAK,36,53,42.8,4.4
40,Jesse James,DET,PHI,37,44,40.2,1.5
41,Nick Vannett,SEA,NO,38,48,42.2,2.4
42,Charles Clay,ARI,CAR,39,53,43.9,3.9
43,Jeff Heuerman,DEN,GB,40,47,43.9,1.4
44,Nick Boyle,BAL,KC,37,45,39.4,2.2
45,Jonnu Smith,TEN,JAC,34,51,48.1,1.4
46,Maxx Williams,ARI,CAR,28,57,45.4,5.8
47,Tommy Sweeney,BUF,CIN,41,54,48.3,3.6
48,Adam Shaheen,CHI,WAS,33,51,48.3,2.4
49,Ian Thomas,CAR,ARI,46,58,52.3,3.9
50,Darren Fells,HOU,LAC,43,56,52.6,2.4
51,Foster Moreau,OAK,MIN,46,57,52.9,2.3
52,Rhett Ellison,NYG,TB,50,57,53.0,2.1
53,Robert Tonyan,GB,DEN,22,66,56.8,7.3
54,Josh Hill,NO,SEA,44,63,55.3,6.0
55,Sean Culkin,LAC,HOU,43,62,56.3,5.5
56,Jeremy Sprinkle,WAS,CHI,45,63,54.8,5.7
57,Blake Bell,KC,BAL,44,60,55.2,4.0
58,Ryan Izzo,NE,NYJ,49,64,59.4,4.5
59,Marcedes Lewis,GB,DEN,49,57,56.0,0.6
60,Derek Carrier,OAK,MIN,48,67,58.3,5.5
61,Xavier Grimble,PIT,SF,52,65,62.3,2.1
62,Mo Alie-Cox,IND,ATL,58,64,60.3,1.9
63,Nick O'Leary,MIA,DAL,53,66,62.3,2.1
64,Luke Stocker,ATL,IND,59,67,63.7,2.2
65,Ben Braunecker,CHI,WAS,38,75,60.8,8.2
66,Ross Dwelley,SF,PIT,60,70,66.4,3.4
67,Logan Thomas,DET,PHI,63,69,67.2,2.2
68,Drew Sample,CIN,BUF,65,71,68.6,1.6
69,Ricky Seals-Jones,CLE,LAR,33,80,61.0,20.2
70,Levine Toilolo,SF,PIT,46,74,63.0,12.2
71,Anthony Firkser,TEN,JAC,66,75,70.2,3.3
72,Logan Paulsen,HOU,LAC,57,73,63.7,6.8
73,Chris Manhertz,CAR,ARI,63,78,71.4,5.1
74,Trevon Wesco,NYJ,NE,68,75,71.4,2.9
75,Durham Smythe,MIA,DAL,61,68,65.3,3.1
76,Antony Auclair,TB,NYG,71,74,72.0,1.4
77,Tyler Conklin,NE,NYJ,66,70,68.0,2.0
78,Lee Smith,BUF,CIN,72,76,73.3,1.9
79,Troy Fumagalli,DEN,GB,70,79,74.0,3.7
80,MyCole Pruitt,TEN,JAC,65,77,71.0,6.0
81,Daniel Brown,NYJ,NE,75,76,75.5,0.5
82,Dalton Schultz,DAL,MIA,78,80,79.0,1.0
