Date,Year,Week,Team,Opp,Total_Score,Win_Prob,Expected_Points,OwnPer_RB,Expected_Points_RB,OwnPer_QB,Expected_Points_QB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_DST,Expected_Points_DST
2019-09-23,2019,3,CHI,WAS,41.0,0.709219858156028,23.0,,,,,,,,,,
2019-09-23,2019,3,WAS,CHI,41.0,0.33333333333333304,18.0,,,,,,,,,,
2019-09-22,2019,3,ARI,CAR,45.5,0.595238095238095,24.0,0.1135,21.399999999999995,0.09225,18.6,0.34675,52.36000000000001,0.0055,6.1,0.014666667,6.3
2019-09-22,2019,3,ATL,IND,48.0,0.48780487804878103,23.25,0.0315,21.3,0.04675,19.2,0.2025,50.8,0.063,12.299999999999995,0.013666667,6.0
2019-09-22,2019,3,BAL,KC,52.0,0.338983050847458,23.5,0.0495,23.1,0.121,20.899999999999995,0.1275,34.44,0.159,23.125,0.010333333,6.2
2019-09-22,2019,3,BUF,CIN,43.5,0.7407407407407409,24.75,0.039,17.699999999999996,0.09125,19.200000000000006,0.112,39.05,0.007750000000000001,8.879999999999999,0.065,7.8
2019-09-22,2019,3,CAR,ARI,45.5,0.444444444444444,21.5,0.28075,25.9,0.0665,13.500000000000002,0.16225,32.700320000000005,0.061250000000000006,14.200000000000001,0.021,6.8
2019-09-22,2019,3,CIN,BUF,43.5,0.303030303030303,18.75,0.02525,19.7,0.009000000000000001,13.699999999999998,0.0965,38.474999999999994,0.01,14.65,0.005333333000000001,5.8
2019-09-22,2019,3,CLE,LAR,48.0,0.3571428571428571,22.0,,,,,,,,,,
2019-09-22,2019,3,DAL,MIA,46.5,0.980392156862745,34.0,0.34975,31.8,0.11349999999999999,23.0,0.1975,37.89999999999999,0.01625,10.55,0.196666667,12.3
2019-09-22,2019,3,DEN,GB,41.5,0.25641025641025605,17.25,0.038000000000000006,24.099999999999998,0.0045,12.400000000000004,0.08900000000000001,29.9,0.0105,11.0,0.012,6.2
2019-09-22,2019,3,DET,PHI,45.0,0.3571428571428571,20.5,0.04,20.800000000000004,0.02025,16.3,0.10875,37.099999999999994,0.033,13.899999999999997,0.041333333,6.3
2019-09-22,2019,3,GB,DEN,41.5,0.7874015748031491,24.25,0.10450000000000001,23.099999999999998,0.02175,19.0,0.11925000000000001,38.24429999999999,0.022000000000000002,10.060000000000002,0.039,7.7
2019-09-22,2019,3,HOU,LAC,49.0,0.4166666666666671,23.0,0.0265,20.200000000000003,0.044,19.300000000000004,0.11375000000000002,47.93,0.004,8.399999999999999,0.024,6.8
2019-09-22,2019,3,IND,ATL,48.0,0.555555555555556,24.75,0.076,23.7,0.014,15.699999999999998,0.05625000000000001,34.769999999999996,0.02075,16.099999999999998,0.013666667,5.9
2019-09-22,2019,3,KC,BAL,52.0,0.7042253521126759,28.5,0.04375,23.754999999999995,0.13175,23.4,0.27249999999999996,43.800000000000004,0.12875,20.0,0.008,6.1
2019-09-22,2019,3,LAC,HOU,49.0,0.6172839506172839,26.0,0.19825,28.200000000000003,0.0155,16.399999999999995,0.25225,46.95,0.007,8.000000000000004,0.046,6.9
2019-09-22,2019,3,LAR,CLE,48.0,0.6896551724137929,26.0,,,,,,,,,,
2019-09-22,2019,3,MIA,DAL,46.5,0.0625,12.5,0.01425,14.1,0.0025,10.399999999999999,0.01625,23.824999999999996,0.006750000000000001,9.680000000000001,0.005,4.5
2019-09-22,2019,3,MIN,OAK,43.5,0.819672131147541,26.25,0.26875,28.800000000000004,0.00925,15.699999999999998,0.1275,36.72,0.019,10.9,0.08,8.0
2019-09-22,2019,3,NE,NYJ,43.0,0.9708737864077671,32.0,0.07250000000000001,28.510000000000005,0.04225,20.0,0.13724999999999998,39.325,0.003,5.760370000000003,0.263,11.4
2019-09-22,2019,3,NO,SEA,44.0,0.327868852459016,19.5,0.07300000000000001,26.6,0.004,14.7,0.044750000000000005,40.33,0.017750000000000002,9.9,0.018666667,6.5
2019-09-22,2019,3,NYG,TB,48.0,0.327868852459016,21.5,0.11075,24.200000000000006,0.019,15.6,0.015,33.125,0.07175000000000001,16.5,0.005333333000000001,5.3
2019-09-22,2019,3,NYJ,NE,43.0,0.064516129032258,11.0,0.07,20.9,0.002,8.700000000000003,0.018000000000000002,27.400000000000002,0.005750000000000001,7.240000000000001,0.005,5.1
2019-09-22,2019,3,OAK,MIN,43.5,0.222222222222222,17.25,0.024249999999999997,20.299999999999997,0.00425,12.8,0.043750000000000004,31.240809,0.08025,16.0,0.013333333,5.2
2019-09-22,2019,3,PHI,DET,45.0,0.6896551724137929,24.5,0.07750000000000001,22.9,0.04475,18.200000000000006,0.37675,30.675420000000003,0.16525,23.849999999999994,0.018000000000000002,7.0
2019-09-22,2019,3,PIT,SF,44.5,0.294117647058824,19.25,0.03725,23.900000000000002,0.01075,13.900000000000002,0.0845,44.900000000000006,0.022000000000000002,10.899999999999999,0.018333333,5.5
2019-09-22,2019,3,SEA,NO,44.0,0.7142857142857142,24.5,0.15425,28.66,0.02,19.1,0.10475000000000001,44.41,0.0245,10.600000000000001,0.014,7.4
2019-09-22,2019,3,SF,PIT,44.5,0.75187969924812,25.25,0.06125,29.099999999999998,0.02125,16.300000000000004,0.03025,35.195,0.1195,18.0,0.057,7.7
2019-09-22,2019,3,TB,NYG,48.0,0.7142857142857142,26.5,0.03225,20.9,0.0685,18.099999999999994,0.21975,45.3,0.04125,15.26,0.034666667000000005,7.3
2019-09-19,2019,3,JAX,TEN,38.0,0.47619047619047605,18.0,,,,,,,,,,
2019-09-19,2019,3,TEN,JAX,38.0,0.568181818181818,20.0,,,,,,,,,,
