Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Dallas (DAL)DAL DST,DAL,MIA,1,4,1.4,0.5
2,New England (NE)NE DST,NE,NYJ,1,3,1.6,0.5
3,Chicago (CHI)CHI DST,CHI,WAS,1,8,3.4,0.9
4,Minnesota (MIN)MIN DST,MIN,OAK,3,7,4.1,0.6
5,Buffalo (BUF)BUF DST,BUF,CIN,3,11,5.8,1.7
6,Green Bay (GB)GB DST,GB,DEN,4,9,6.1,0.9
7,San Francisco (SF)SF DST,SF,PIT,3,14,6.9,1.6
8,Tennessee (TEN)TEN DST,TEN,JAC,3,13,8.1,1.6
9,Seattle (SEA)SEA DST,SEA,NO,5,15,9.9,1.9
10,Jacksonville (JAC)JAC DST,JAC,TEN,5,17,10.0,2.0
11,Los Angeles (LAR)LAR DST,LAR,CLE,7,18,11.4,1.7
12,Tampa Bay (TB)TB DST,TB,NYG,9,25,12.2,2.8
13,Philadelphia (PHI)PHI DST,PHI,DET,8,17,12.8,1.3
14,Los Angeles (LAC)LAC DST,LAC,HOU,7,22,13.6,1.7
15,Carolina (CAR)CAR DST,CAR,ARI,9,20,16.0,2.0
16,Houston (HOU)HOU DST,HOU,LAC,9,25,16.8,2.7
17,Cleveland (CLE)CLE DST,CLE,LAR,8,27,17.1,3.3
18,New Orleans (NO)NO DST,NO,SEA,15,29,19.0,2.8
19,Washington (WAS)WAS DST,WAS,CHI,14,23,19.5,2.1
20,Detroit (DET)DET DST,DET,PHI,15,28,21.1,2.6
21,Arizona (ARI)ARI DST,ARI,CAR,8,24,20.3,3.2
22,Denver (DEN)DEN DST,DEN,GB,17,28,21.8,2.7
23,Baltimore (BAL)BAL DST,BAL,KC,17,30,23.8,3.4
24,Kansas City (KC)KC DST,KC,BAL,13,28,23.6,2.6
25,Atlanta (ATL)ATL DST,ATL,IND,13,28,24.0,2.0
26,Indianapolis (IND)IND DST,IND,ATL,16,29,25.1,3.1
27,Cincinnati (CIN)CIN DST,CIN,BUF,20,29,25.4,2.1
28,Pittsburgh (PIT)PIT DST,PIT,SF,12,29,26.0,3.4
29,New York (NYG)NYG DST,NYG,TB,19,30,27.0,2.8
30,Oakland (OAK)OAK DST,OAK,MIN,29,31,30.0,0.5
31,New York (NYJ)NYJ DST,NYJ,NE,30,32,31.2,0.5
32,Miami (MIA)MIA DST,MIA,DAL,31,32,31.8,0.4
