Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Christian McCaffrey,CAR,CLE,1,5,1.3,0.7
2,Todd Gurley,LAR,CHI,1,5,2.5,1.0
3,Alvin Kamara,NO,TB,1,5,3.2,0.8
4,Ezekiel Elliott,DAL,PHI,1,7,3.8,1.2
5,Saquon Barkley,NYG,WAS,2,7,4.5,1.1
6,Phillip Lindsay,DEN,SF,4,13,6.0,0.9
7,Aaron Jones,GB,ATL,4,10,7.1,0.7
8,Nick Chubb,CLE,CAR,7,14,8.7,1.3
9,David Johnson,ARI,DET,6,17,9.7,1.1
10,James White,NE,MIA,8,22,11.5,2.8
11,Tarik Cohen,CHI,LAR,8,23,12.2,3.6
12,Leonard Fournette,JAC,TEN,6,18,12.9,2.4
13,Sony Michel,NE,MIA,10,26,13.2,2.9
14,Joe Mixon,CIN,LAC,10,31,14.6,2.0
15,Lamar Miller,HOU,IND,12,21,15.2,1.8
16,Austin Ekeler,LAC,CIN,6,22,16.0,4.4
17,Mark Ingram,NO,TB,12,24,17.0,2.8
18,Dalvin Cook,MIN,SEA,11,21,17.1,1.7
19,Jaylen Samuels,PIT,OAK,7,22,17.8,2.9
20,Gus Edwards,BAL,KC,12,36,19.3,3.5
21,Spencer Ware,KC,BAL,13,31,21.2,1.8
22,LeSean McCoy,BUF,NYJ,12,33,22.0,2.9
23,Justin Jackson,LAC,CIN,15,32,23.2,2.4
24,Chris Carson,SEA,MIN,14,29,24.8,1.9
25,Adrian Peterson,WAS,NYG,22,38,27.0,2.6
26,Theo Riddick,DET,ARI,22,45,27.7,3.2
27,Marlon Mack,IND,HOU,23,34,28.5,2.6
28,Jeff Wilson,SF,DEN,12,39,28.5,6.7
29,Kenyan Drake,MIA,NE,22,34,28.6,2.6
30,Tevin Coleman,ATL,GB,24,35,28.6,2.3
31,Jalen Richard,OAK,PIT,25,44,30.2,3.1
32,Dion Lewis,TEN,JAC,22,47,30.7,2.8
33,Chris Thompson,WAS,NYG,24,40,31.9,2.8
34,Josh Adams,PHI,DAL,19,36,32.2,2.7
35,Jordan Howard,CHI,LAR,34,46,37.6,2.2
36,Isaiah Crowell,NYJ,BUF,18,45,37.9,2.3
37,LeGarrette Blount,DET,ARI,25,53,37.9,4.2
38,Doug Martin,OAK,PIT,32,51,38.2,2.7
39,Duke Johnson,CLE,CAR,32,55,38.3,4.1
40,Nyheim Hines,IND,HOU,28,49,38.5,2.4
41,Peyton Barber,TB,NO,29,42,39.6,1.8
42,Frank Gore,MIA,NE,39,51,42.2,1.7
43,Ty Montgomery,BAL,KC,33,56,45.2,4.3
44,Ito Smith,ATL,GB,40,55,46.0,2.7
45,Derrick Henry,TEN,JAC,24,51,46.4,3.8
46,Elijah McGuire,NYJ,BUF,38,53,47.1,3.3
47,T.J. Yeldon,JAC,TEN,41,68,47.3,3.0
48,Stevan Ridley,PIT,OAK,33,65,47.4,5.0
49,Royce Freeman,DEN,SF,41,53,48.5,2.3
50,Rashaad Penny,SEA,MIN,34,64,46.8,4.3
51,Kenneth Dixon,BAL,KC,43,68,51.6,3.3
52,Giovani Bernard,CIN,LAC,41,55,51.4,2.4
53,Rex Burkhead,NE,MIA,32,65,50.4,4.5
54,Darren Sproles,PHI,DAL,48,75,54.1,2.9
55,Latavius Murray,MIN,SEA,40,66,57.2,3.4
56,Corey Clement,PHI,DAL,51,64,59.1,2.6
57,Chase Edmonds,ARI,DET,45,61,56.8,1.7
58,Mike Davis,SEA,MIN,50,68,58.1,2.7
59,Damien Williams,KC,BAL,46,75,58.6,4.3
60,Alfred Blue,HOU,IND,51,64,59.2,3.3
61,Kyle Juszczyk,SF,DEN,49,63,57.9,2.5
62,Jacquizz Rodgers,TB,NO,59,70,62.3,2.7
63,Carlos Hyde,JAC,TEN,27,84,66.0,4.6
64,Wayne Gallman,NYG,WAS,57,71,63.9,3.2
65,Chris Ivory,BUF,NYJ,59,74,65.6,2.5
66,Jamaal Williams,GB,ATL,57,68,65.7,1.7
67,DeAndre Washington,OAK,PIT,58,74,66.5,2.3
68,Jordan Wilkins,IND,HOU,63,88,70.0,3.0
69,Devontae Booker,DEN,SF,63,75,69.8,1.8
70,Ronald Jones II,TB,NO,66,79,71.5,2.5
71,Rod Smith,DAL,PHI,68,79,74.0,1.6
72,John Kelly,LAR,CHI,69,113,75.6,2.9
73,Wendell Smallwood,PHI,DAL,61,116,73.2,5.3
74,Zach Zenner,DET,ARI,63,83,74.8,3.7
75,Trenton Cannon,NYJ,BUF,71,85,76.1,1.8
76,Alfred Morris,SF,DEN,64,89,76.3,7.3
77,Marcus Murphy,BUF,NYJ,76,92,79.6,2.2
78,Javorius Allen,BAL,KC,72,95,77.3,2.3
79,Taquan Mizzell,CHI,LAR,76,93,82.2,2.8
80,Kalen Ballage,MIA,NE,78,88,82.7,1.8
81,Charcandrick West,KC,BAL,44,100,59.9,8.4
82,James Develin,NE,MIA,54,84,77.4,2.9
83,Cameron Artis-Payne,CAR,CLE,78,105,86.0,3.8
84,Alex Armah,CAR,CLE,76,112,81.6,3.1
85,Kapri Bibbs,WAS,NYG,58,77,65.7,4.4
86,Trey Edmunds,PIT,OAK,79,114,87.7,4.6
87,Darrel Williams,KC,BAL,73,117,89.5,5.5
88,J.D. McKissic,SEA,MIN,74,90,83.4,3.1
89,Matthew Dayes,SF,DEN,30,88,66.2,7.6
90,CJ Ham,MIN,SEA,85,93,86.6,0.9
91,Anthony Sherman,KC,BAL,74,92,84.9,2.3
92,Elijhaa Penny,NYG,WAS,82,104,92.4,3.3
93,Tommy Bohanon,JAC,TEN,78,98,88.2,4.8
94,Mark Walton,CIN,LAC,83,108,92.2,3.5
95,Andy Janovich,DEN,SF,67,95,89.4,4.0
96,Rhett Ellison,NYG,WAS,59,78,68.0,8.2
97,Cordarrelle Patterson,NE,MIA,60,90,77.2,11.1
98,Detrez Newsome,LAC,CIN,74,97,87.6,6.4
