Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Patrick Mahomes,KC,BAL,1,7,1.8,1.0
2,Drew Brees,NO,TB,1,4,2.0,0.9
3,Ben Roethlisberger,PIT,OAK,1,5,2.7,0.8
4,Philip Rivers,LAC,CIN,1,9,5.0,1.9
5,Aaron Rodgers,GB,ATL,3,9,5.7,1.4
6,Cam Newton,CAR,CLE,2,11,6.0,1.8
7,Jameis Winston,TB,NO,3,14,6.1,1.4
8,Deshaun Watson,HOU,IND,5,9,7.3,0.9
9,Andrew Luck,IND,HOU,5,16,9.2,1.8
10,Jared Goff,LAR,CHI,9,17,11.5,1.7
11,Lamar Jackson,BAL,KC,6,19,12.1,2.1
12,Matt Ryan,ATL,GB,10,16,12.3,1.3
13,Mitch Trubisky,CHI,LAR,9,18,12.6,2.2
14,Tom Brady,NE,MIA,8,18,13.4,2.0
15,Russell Wilson,SEA,MIN,9,19,14.3,2.0
16,Dak Prescott,DAL,PHI,9,20,15.4,1.4
17,Baker Mayfield,CLE,CAR,10,21,16.5,2.0
18,Kirk Cousins,MIN,SEA,13,20,18.2,0.8
19,Josh Allen,BUF,NYJ,10,23,18.9,2.2
20,Carson Wentz,PHI,DAL,17,22,19.5,1.0
21,Marcus Mariota,TEN,JAC,17,23,20.9,1.1
22,Ryan Tannehill,MIA,NE,19,27,22.1,1.2
23,Matthew Stafford,DET,ARI,21,26,23.5,0.8
24,Case Keenum,DEN,SF,20,27,24.0,1.4
25,Derek Carr,OAK,PIT,21,29,24.9,1.3
26,Eli Manning,NYG,WAS,23,28,26.2,1.1
27,Nick Mullens,SF,DEN,24,29,26.5,1.1
28,Josh Rosen,ARI,DET,26,31,28.5,0.8
29,Jeff Driskel,CIN,LAC,25,32,28.8,1.2
30,Cody Kessler,JAC,TEN,24,32,30.0,1.1
31,Mark Sanchez,WAS,NYG,29,32,30.5,0.9
32,Sam Darnold,NYJ,BUF,29,33,31.8,0.5
33,Taysom Hill,NO,TB,32,34,33.0,0.0
34,Josh McCown,NYJ,BUF,34,35,34.3,0.5
35,Ryan Fitzpatrick,TB,NO,33,37,34.7,0.7
36,Blake Bortles,JAC,TEN,21,40,33.8,7.5
37,Chase Daniel,CHI,LAR,35,36,35.7,0.5
38,C.J. Beathard,SF,DEN,35,57,41.3,9.2
39,Robert Griffin,BAL,KC,34,34,34.0,0.0
40,Kyle Lauletta,NYG,WAS,37,59,45.0,9.9
