Patrick Mahomes II,0.1345
Lamar Jackson,0.1752
Kyler Murray,0.0438
Justin Herbert,0.0645
Dak Prescott,0.037
Matthew Stafford,0.0668
Aaron Rodgers,0.0185
Joe Burrow,0.0825
Taylor Heinicke,0.1058
Sam Darnold,0.025
Kirk Cousins,0.0165
Carson Wentz,0.0602
Teddy Bridgewater,0.037
Derek Carr,0.014
Daniel Jones,0.0668
Jared Goff,0.031
Justin Fields,0.0205
Baker Mayfield,0.0128
Mac Jones,0.0375
Davis Mills,0.004
Mike Glennon,0
Drew Lock,0
Brett Hundley,0
Jeff Driskel,0
Colt McCoy,0
Davante Adams,0.1985
Tyreek Hill,0.1618
Cooper Kupp,0.2172
Justin Jefferson,0.0602
D.J. Moore,0.081
Terry McLaurin,0.166
Ja'Marr Chase,0.1568
DeAndre Hopkins,0.0448
Keenan Allen,0.1292
Mike Williams,0.0595
CeeDee Lamb,0.0985
Courtland Sutton,0.0918
Robert Woods,0.1445
Amari Cooper,0.094
Marquise Brown,0.1122
Brandin Cooks,0.1378
Michael Pittman Jr.,0.139
Tee Higgins,0.1788
Tyler Boyd,0.0932
Adam Thielen,0.0525
Jakobi Meyers,0.1322
Allen Robinson II,0.0282
Kadarius Toney,0.0942
Odell Beckham Jr.,0.0258
Tim Patrick,0.0822
Hunter Renfrow,0.0518
Darnell Mooney,0.1003
Rondale Moore,0.0495
Robby Anderson,0.0332
Henry Ruggs III,0.0148
Christian Kirk,0.0122
A.J. Green,0.0148
Amon-Ra St. Brown,0.0775
Mecole Hardman,0.1122
Van Jefferson,0.0275
Sterling Shepard,0.0882
Zach Pascal,0.006
Randall Cobb,0.015
Nelson Agholor,0.0162
Kendrick Bourne,0.004
K.J. Osborn,0.0105
Kalif Raymond,0.004
Adam Humphries,0.0277
Terrace Marshall Jr.,0.011
Bryan Edwards,0.004
Chris Conley,0.0052
Parris Campbell,0.0015
Cedrick Wilson Jr.,0.004
DeSean Jackson,0.004
Rashard Higgins,0.004
Allen Lazard,0.0052
John Ross,0.0202
Donovan Peoples-Jones,0.0015
Rashod Bateman,0.0405
DeAndre Carter,0.0015
Devin Duvernay,0.0055
Byron Pringle,0.0015
Jalen Guyton,0.0015
Demarcus Robinson,0.0015
Darius Slayton,0.005
KhaDarel Hodge,0.0057
Trinity Benson,0.0015
Chris Moore,0.0055
Marquise Goodwin,0.004
Josh Gordon,0.0015
Collin Johnson,0.0003
Kendall Hinton,0.0003
Anthony Schwartz,0.0015
N'Keal Harry,0.0015
Auden Tate,0.0015
Joshua Palmer,0
C.J. Board,0.0015
James Proche II,0.0015
Dede Westbrook,0.0015
T.Y. Hilton,0.0048
Brandon Zylstra,0.0015
Noah Brown,0.0015
Damiere Byrd,0.0015
Zay Jones,0.0015
Dax Milne,0.001
Alex Erickson,0.0015
Willie Snead IV,0.0015
Jakeem Grant Sr.,0.001
Jarvis Landry,0.005
Ashton Dulin,0.0003
Diontae Spencer,0.0003
Jody Fortson,0.0017
Equanimeous St. Brown,0.0003
K.J. Hill Jr.,0.001
Andre Roberts,0.0015
Nico Collins,0
David Moore,0.0003
Amari Rodgers,0.0015
Miles Boykin,0.0003
Mike Strachan,0.001
Antonio Gandy-Golden,0
Davion Davis,0.005
Trenton Irwin,0
Dyami Brown,0.023
Danny Amendola,0.003
Tom Kennedy,0.001
Mike Thomas,0.001
Austin Ekeler,0.1165
Ezekiel Elliott,0.0668
Jonathan Taylor,0.178
D'Andre Swift,0.1705
Aaron Jones,0.0835
Kareem Hunt,0.4228
Antonio Gibson,0.087
Darrell Henderson Jr.,0.2308
Joe Mixon,0.1178
Darrel Williams,0.1485
Josh Jacobs,0.038
Alexander Mattison,0.004
Chase Edmonds,0.0285
Javonte Williams,0.031
Devontae Booker,0.1182
Khalil Herbert,0.264
Melvin Gordon III,0.0292
Damien Harris,0.014
Jamaal Williams,0.015
Tony Pollard,0.0125
Chuba Hubbard,0.1518
J.D. McKissic,0.0255
Latavius Murray,0.0128
Nyheim Hines,0.0102
James Conner,0.0078
AJ Dillon,0.0077
David Johnson,0.007
Jerick McKinnon,0.007
Mark Ingram II,0.0058
Brandon Bolden,0.004
Sony Michel,0.006
Ty'Son Williams,0.004
Kenyan Drake,0.0015
Chris Evans,0.0015
Rhamondre Stevenson,0.004
Phillip Lindsay,0.0015
Demetric Felton,0.0003
Marlon Mack,0.004
Devonta Freeman,0.0015
Larry Rountree III,0.0012
Samaje Perine,0
Royce Freeman,0.0015
Gary Brightwell,0.0015
Joshua Kelley,0.003
Peyton Barber,0.0015
Le'Veon Bell,0
Ameer Abdullah,0.0003
Jaret Patterson,0.0015
Kylin Hill,0.0015
Damien Williams,0
Justin Jackson,0.0003
Alec Ingold,0.0015
Patrick Ricard,0.0012
Ryan Nall,0.0015
D'Ernest Johnson,0.0015
Jalen Richard,0
C.J. Ham,0.0017
J.J. Taylor,0
Elijhaa Penny,0.003
Cullen Gillaspia,0
Jake Funk,0.001
Michael Burton,0.0015
Gabe Nabers,0
Mike Boone,0
Jakob Johnson,0
Dalvin Cook,0.088
Rex Burkhead,0
Travis Kelce,0.2338
Darren Waller,0.0558
Mark Andrews,0.1478
T.J. Hockenson,0.0552
Noah Fant,0.0668
Dalton Schultz,0.036
Zach Ertz,0
Hunter Henry,0.0615
Tyler Higbee,0.0282
Ricky Seals-Jones,0.2082
Jared Cook,0.0748
Tyler Conklin,0.0253
Evan Engram,0.0288
Robert Tonyan,0.0075
Jonnu Smith,0.0217
David Njoku,0.0095
Mo Alie-Cox,0.0102
Cole Kmet,0.026
Austin Hooper,0.0102
C.J. Uzomah,0.008
Jack Doyle,0.002
Blake Jarwin,0.004
Ian Thomas,0.004
Tommy Tremble,0.0015
Donald Parham Jr.,0.0015
Jordan Akins,0.0058
Pharaoh Brown,0.0015
Harrison Bryant,0.0015
Kyle Rudolph,0.002
Demetrius Harris,0.0015
Kylen Granson,0.0015
Eric Saubert,0.0015
Jimmy Graham,0.0015
Marcedes Lewis,0.0015
Darrell Daniels,0.0003
Josh Oliver,0.0015
Foster Moreau,0.0015
Stephen Anderson,0.0015
Darren Fells,0.0015
Drew Sample,0.0015
Kaden Smith,0.0015
Antony Auclair,0.0015
Chris Herndon IV,0.0003
Jesper Horsted,0.0015
Josiah Deguara,0.0003
John Bates,0.0015
Noah Gray,0.003
Johnny Mundt,0.0003
Tre' McKitty,0
Ross Travis,0.0003
Eric Tomlinson,0.001
Sammis Reyes,0.001
Jacob Harris,0.001
Mitchell Wilcox,0.001
Colin Thompson,0.001
Jesse James,0
Los Angeles Rams,0.013
Indianapolis Colts,0.1342
Denver Broncos,0.0258
Dallas Cowboys,0.0405
Cincinnati Bengals,0.0122
Minnesota Vikings,0.0945
Arizona Cardinals,0.0608
Green Bay Packers,0.0405
Carolina Panthers,0.0352
Cleveland Browns,0.1112
New England Patriots,0.0048
Los Angeles Chargers,0.0202
Baltimore Ravens,0.1165
Las Vegas Raiders,0.0158
Chicago Bears,0.0052
Kansas City Chiefs,0.0518
Houston Texans,0.063
Detroit Lions,0.1392
Washington Football Team,0.0115
New York Giants,0.007
