Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Antonio Brown,PIT,0.1,0.4,0.0,6.8,91.7,0.4,0.1,18.5
DeAndre Hopkins,HOU,0.0,0.0,0.0,6.4,79.7,0.7,0.0,18.2
Julio Jones,ATL,0.0,0.0,0.0,6.1,88.9,0.5,0.0,18.0
Michael Thomas,NO,0.0,0.1,0.0,5.9,76.2,0.5,0.0,16.6
Mike Evans,TB,0.0,0.1,0.0,5.6,73.0,0.5,0.0,15.8
Keenan Allen,LAC,0.0,0.0,0.0,5.8,75.6,0.4,0.1,15.4
Jordy Nelson,GB,0.0,0.0,0.0,5.1,69.5,0.5,0.0,15.1
Jarvis Landry,MIA,0.2,0.8,0.0,6.5,66.3,0.3,0.1,14.9
Golden Tate,DET,0.5,1.8,0.0,5.8,65.0,0.4,0.0,14.7
T.Y. Hilton,IND,0.0,0.0,0.0,4.9,75.4,0.4,0.0,14.7
Michael Crabtree,OAK,0.0,0.0,0.0,4.9,62.3,0.5,0.0,14.4
Adam Thielen,MIN,0.1,0.5,0.0,5.3,67.9,0.4,0.1,14.2
Larry Fitzgerald,ARI,0.0,0.0,0.0,5.8,65.1,0.3,0.1,14.2
Pierre Garcon,SF,0.0,0.0,0.0,5.4,68.1,0.3,0.0,13.8
Tyreek Hill,KC,0.9,6.2,0.0,5.1,59.7,0.3,0.1,13.7
Chris Hogan,NE,0.4,1.7,0.0,4.4,61.0,0.5,0.0,13.7
Alshon Jeffery,PHI,0.0,0.0,0.0,5.0,64.6,0.4,0.0,13.6
Brandin Cooks,NE,0.4,1.6,0.0,4.2,65.0,0.4,0.0,13.4
Emmanuel Sanders,DEN,0.0,0.0,0.0,5.0,62.0,0.3,0.0,13.0
Demaryius Thomas,DEN,0.0,0.0,0.0,4.8,62.9,0.3,0.0,12.9
Davante Adams,GB,0.0,0.0,0.0,4.4,57.3,0.5,0.0,12.9
Randall Cobb,GB,0.4,1.5,0.0,4.9,54.1,0.3,0.0,12.4
Devin Funchess,CAR,0.0,0.0,0.0,4.1,56.3,0.4,0.0,12.2
Rishard Matthews,TEN,0.0,0.1,0.0,4.0,59.2,0.4,0.0,12.2
Kelvin Benjamin,CAR,0.0,0.0,0.0,3.9,59.4,0.4,0.0,12.1
Amari Cooper,OAK,0.0,-0.1,0.0,4.1,54.6,0.4,0.0,11.9
Terrelle Pryor,WAS,0.1,0.4,0.0,3.9,57.4,0.4,0.0,11.8
DeSean Jackson,TB,0.0,0.0,0.0,3.7,58.9,0.3,0.0,11.4
Jeremy Maclin,BAL,0.0,0.0,0.0,4.1,48.8,0.3,0.0,11.0
Danny Amendola,NE,0.0,0.2,0.0,4.2,49.2,0.3,0.0,11.0
Jermaine Kearse,NYJ,0.0,0.0,0.0,4.0,50.0,0.3,0.0,10.8
Will Fuller,HOU,0.3,2.0,0.0,3.3,46.6,0.4,0.0,10.6
Marvin Jones,DET,0.0,0.0,0.0,3.5,51.3,0.3,0.0,10.6
Tyrell Williams,LAC,0.0,0.0,0.0,3.5,50.2,0.3,0.0,10.3
John Brown,ARI,0.2,0.7,0.0,3.5,49.7,0.3,0.0,10.2
Willie Snead,NO,0.0,0.0,0.0,3.8,49.0,0.2,0.0,10.1
Allen Hurns,JAC,0.0,0.0,0.0,3.5,44.0,0.3,0.0,10.0
Taylor Gabriel,ATL,0.2,1.1,0.0,3.4,46.0,0.3,0.0,9.8
Robby Anderson,NYJ,0.1,0.6,0.0,3.1,47.7,0.3,0.0,9.5
Marqise Lee,JAC,0.3,1.2,0.0,3.5,44.7,0.2,0.0,9.5
Martavis Bryant,PIT,0.3,1.6,0.0,3.1,44.3,0.3,0.0,9.4
Sammy Watkins,LAR,0.0,0.0,0.0,3.3,43.6,0.3,0.0,9.4
Roger Lewis,NYG,0.0,0.0,0.0,3.5,42.3,0.3,0.0,9.3
Eric Decker,TEN,0.0,0.0,0.0,3.2,41.2,0.3,0.0,9.3
Donte Moncrief,IND,0.1,0.4,0.0,3.1,40.5,0.3,0.0,9.1
Jamison Crowder,WAS,0.1,0.3,0.0,3.4,42.0,0.2,0.1,8.9
Kenny Stills,MIA,0.0,0.0,0.0,3.0,43.5,0.3,0.0,8.9
Cooper Kupp,LAR,0.0,0.0,0.0,3.3,39.7,0.3,0.0,8.9
Jaron Brown,ARI,0.1,0.3,0.0,3.1,42.3,0.2,0.0,8.8
Mike Wallace,BAL,0.1,0.5,0.0,3.0,41.8,0.3,0.0,8.7
Ted Ginn,NO,0.3,1.3,0.0,2.9,40.9,0.3,0.0,8.7
Kendall Wright,CHI,0.1,0.4,0.0,3.4,40.8,0.2,0.0,8.5
Ricardo Louis,CLE,0.0,0.0,0.0,3.2,40.0,0.2,0.0,8.3
Nelson Agholor,PHI,0.0,0.4,0.0,3.0,36.5,0.2,0.0,8.2
Jeremy Kerley,NYJ,0.0,0.0,0.0,3.6,36.9,0.2,0.0,8.2
J.J. Nelson,ARI,0.0,0.9,0.0,2.6,41.6,0.2,0.1,8.1
Robert Woods,LAR,0.1,0.2,0.0,3.1,38.0,0.2,0.0,8.0
Adam Humphries,TB,0.1,0.5,0.0,3.3,35.3,0.2,0.0,7.9
Marquise Goodwin,SF,0.1,0.2,0.0,2.7,40.9,0.2,0.0,7.8
JuJu Smith-Schuster,PIT,0.0,0.1,0.0,2.7,35.5,0.2,0.0,7.7
Albert Wilson,KC,0.3,1.6,0.0,3.0,32.9,0.2,0.0,7.6
Torrey Smith,PHI,0.1,0.5,0.0,2.7,36.5,0.2,0.0,7.6
Travis Benjamin,LAC,0.1,0.6,0.0,2.5,36.6,0.2,0.1,7.4
Tavarres King,NYG,0.0,0.0,0.0,2.6,30.9,0.2,0.0,6.8
Michael Floyd,MIN,0.0,0.0,0.0,2.2,31.2,0.2,0.0,6.6
Bennie Fowler,DEN,0.0,0.0,0.0,2.2,28.0,0.2,0.0,6.1
Trent Taylor,SF,0.0,0.2,0.0,2.4,26.9,0.2,0.0,6.1
Travis Rudolph,NYG,0.0,0.2,0.0,2.4,27.2,0.2,0.0,6.0
Seth Roberts,OAK,0.0,0.0,0.0,2.1,26.3,0.2,0.0,6.0
Rashard Higgins,CLE,0.1,0.4,0.0,2.4,27.3,0.1,0.0,5.9
Justin Hardy,ATL,0.0,0.0,0.0,2.1,26.1,0.2,0.0,5.9
Brandon Coleman,NO,0.0,0.0,0.0,1.8,25.5,0.2,0.0,5.8
Kenny Britt,CLE,0.0,0.0,0.0,2.1,28.3,0.1,0.0,5.7
Bruce Ellington,HOU,0.1,0.6,0.0,2.0,26.5,0.2,0.0,5.7
Devante Parker,MIA,0.0,0.0,0.0,2.0,26.8,0.2,0.0,5.5
Ryan Grant,WAS,0.0,0.0,0.0,1.9,23.7,0.2,0.0,5.4
TJ Jones,DET,0.0,0.0,0.0,1.9,26.8,0.1,0.0,5.4
Josh Doctson,WAS,0.0,0.0,0.0,1.6,25.0,0.2,0.0,5.3
Laquon Treadwell,MIN,0.0,0.0,0.0,2.0,24.0,0.1,0.0,5.3
Kenny Golladay,DET,0.0,0.0,0.0,1.7,23.8,0.2,0.0,5.2
Taywan Taylor,TEN,0.4,3.1,0.0,1.5,20.9,0.1,0.0,4.8
Mike Williams,LAC,0.0,0.0,0.0,1.7,23.5,0.1,0.1,4.8
Kamar Aiken,IND,0.0,0.0,0.0,1.9,22.2,0.1,0.0,4.8
Tavon Austin,LAR,2.5,14.5,0.1,1.3,11.7,0.1,0.1,4.7
Breshad Perriman,BAL,0.0,0.0,0.0,1.7,21.4,0.1,0.0,4.7
Keelan Cole,JAC,0.0,0.0,0.0,1.7,20.4,0.1,0.0,4.5
Stefon Diggs,MIN,0.2,0.8,0.0,1.5,20.2,0.1,0.0,4.4
Jakeem Grant,MIA,0.0,0.0,0.0,1.7,20.3,0.1,0.1,4.2
Curtis Samuel,CAR,0.3,1.0,0.0,1.5,19.5,0.1,0.0,4.2
Russell Shepard,CAR,0.0,0.0,0.0,1.4,19.8,0.1,0.0,4.2
Cordarrelle Patterson,OAK,1.2,8.6,0.0,1.3,12.6,0.1,0.0,4.0
Josh Bellamy,CHI,0.0,0.1,0.0,1.5,18.3,0.1,0.0,3.9
Tre McBride,CHI,0.0,0.0,0.0,1.6,18.6,0.1,0.0,3.9
Bryce Treggs,CLE,0.0,0.2,0.0,1.5,18.8,0.1,0.0,3.9
Kasen Williams,CLE,0.0,0.0,0.0,1.6,18.6,0.1,0.0,3.9
Jarius Wright,MIN,0.0,0.0,0.0,1.6,18.4,0.1,0.1,3.9
Aldrick Robinson,SF,0.1,0.4,0.0,1.1,15.3,0.1,0.0,3.2
Chris Godwin,TB,0.0,0.0,0.0,1.2,15.7,0.1,0.0,3.1
Tanner Gentry,CHI,0.0,0.1,0.0,1.2,13.8,0.1,0.0,3.0
Chester Rogers,IND,0.0,0.0,0.0,1.1,14.8,0.1,0.0,3.0
Eli Rogers,PIT,0.0,0.0,0.0,1.3,14.5,0.0,0.1,2.8
Michael Campanaro,BAL,0.4,1.9,0.0,1.1,10.8,0.1,0.0,2.7
Demarcus Robinson,KC,0.0,0.0,0.0,1.0,12.1,0.1,0.0,2.7
Leonte Carroo,MIA,0.0,0.0,0.0,1.1,13.0,0.1,0.0,2.7
Tommylee Lewis,NO,0.1,0.6,0.0,1.0,12.6,0.1,0.0,2.6
Ed Eagan,NYG,0.0,0.0,0.0,1.3,13.1,0.0,0.0,2.6
Geronimo Allison,GB,0.0,0.0,0.0,0.9,12.5,0.0,0.0,2.4
De'Anthony Thomas,KC,0.1,0.6,0.0,1.0,9.9,0.1,0.0,2.4
Mohamed Sanu,ATL,0.0,0.2,0.0,0.9,10.2,0.1,0.0,2.2
Jehu Chesson,KC,0.0,0.3,0.0,0.8,8.7,0.1,0.0,2.0
Dontrelle Inman,LAC,0.0,0.0,0.0,0.7,9.3,0.0,0.0,1.9
ArDarius Stewart,NYJ,0.0,0.0,0.0,0.7,9.5,0.0,0.0,1.9
Jalin Marshall,NYJ,0.0,0.0,0.0,0.6,8.1,0.1,0.0,1.8
Braxton Miller,HOU,0.0,0.0,0.0,0.8,8.6,0.0,0.0,1.7
Jared Abbrederis,DET,0.0,0.0,0.0,0.6,8.4,0.0,0.0,1.6
Brian Quick,WAS,0.0,0.0,0.0,0.5,7.4,0.1,0.0,1.6
Sammie Coates,CLE,0.0,0.0,0.0,0.6,8.2,0.0,0.0,1.5
Jaelen Strong,JAC,0.0,0.0,0.0,0.5,5.5,0.1,0.0,1.5
Justin Hunter,PIT,0.0,0.0,0.0,0.6,7.6,0.0,0.0,1.5
Mack Hollins,PHI,0.0,0.0,0.0,0.6,6.6,0.0,0.0,1.2
Pharoh Cooper,LAR,0.0,0.0,0.0,0.6,6.7,0.0,0.1,1.2
Isaiah McKenzie,DEN,0.0,0.0,0.0,0.4,5.2,0.0,0.0,1.1
Justin Hardee,NO,0.0,0.0,0.0,0.4,5.4,0.0,0.0,1.1
Phillip Dorsett,NE,0.0,0.3,0.0,0.3,5.5,0.0,0.0,1.0
Chris Thompson,HOU,0.0,0.0,0.0,0.3,4.2,0.1,0.0,1.0
Arrelious Benn,JAC,0.0,0.0,0.0,0.4,5.5,0.0,0.0,1.0
Johnny Holton,OAK,0.0,0.1,0.0,0.2,4.4,0.1,0.0,1.0
Eric Weems,TEN,0.0,0.0,0.0,0.3,4.5,0.0,0.0,1.0
Andre Roberts,ATL,0.0,0.0,0.0,0.4,5.2,0.0,0.0,0.9
Austin Carr,NO,0.0,0.0,0.0,0.4,4.9,0.0,0.0,0.9
Max McCaffrey,JAC,0.0,0.0,0.0,0.4,4.1,0.0,0.0,0.9
Victor Bolden Jr.,SF,0.0,0.0,0.0,0.3,3.9,0.0,0.0,0.8
Josh Reynolds,LAR,0.0,0.0,0.0,0.3,3.6,0.0,0.0,0.7
Trevor Davis,GB,0.0,0.0,0.0,0.3,3.9,0.0,0.0,0.7
Chad Williams,ARI,0.0,0.0,0.0,0.3,3.3,0.0,0.0,0.7
Quan Bray,IND,0.0,0.0,0.0,0.3,3.6,0.0,0.0,0.7
Jordan Taylor,DEN,0.0,0.0,0.0,0.3,3.6,0.0,0.0,0.7
Chad Hansen,NYJ,0.0,0.0,0.0,0.2,3.2,0.0,0.0,0.6
Jeff Janis,GB,0.0,0.1,0.0,0.3,3.1,0.0,0.0,0.6
Reggie Davis,ATL,0.0,0.0,0.0,0.3,3.3,0.0,0.0,0.6
Shelton Gibson,PHI,0.0,0.0,0.0,0.3,3.3,0.0,0.0,0.6
Marcus Johnson,PHI,0.0,0.0,0.0,0.3,3.1,0.0,0.0,0.6
Darrius Heyward-Bey,PIT,0.0,0.1,0.0,0.2,3.4,0.0,0.0,0.6
Chris Matthews,BAL,0.0,0.0,0.0,0.2,3.0,0.0,0.0,0.6
Darius Jennings,TEN,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.6
Bernard Reedy,TB,0.0,0.0,0.0,0.3,2.6,0.0,0.0,0.6
Vince Mayle,BAL,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.5
Brittan Golden,ARI,0.0,0.0,0.0,0.2,2.9,0.0,0.0,0.5
Matt Slater,NE,0.0,0.0,0.0,0.2,1.8,0.0,0.0,0.5
Geremy Davis,LAC,0.0,0.0,0.0,0.2,2.4,0.0,0.0,0.4
Matt Hazel,IND,0.0,0.0,0.0,0.2,1.6,0.0,0.0,0.3
Chris Moore,BAL,0.0,0.1,0.0,0.1,1.2,0.0,0.0,0.3
Stacy Coley,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashad Greene,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Davis,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalif Raymond,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Jones,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Adams,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Coleman,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashawn Scott,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Leslie,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dom Williams,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krishawn Hogan,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damore'ea Stringfellow,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
