team,rank,day,mult
ARI,1,Sun,1
ATL,1,Sun,1
BAL,3,Sun,1
CHI,1,Sun,1
CIN,1,Sun,1
DET,1,Sun,1
HOU,1,Sun,1
IND,1,Sun,1
JAC,2,Sun,1
LAC,1,Sun,1
LAR,2,Sun,1
LV,2,Sun,1
MIA,1,Sun,1
MIN,1,Sun,1
NYG,1,Sun,1
NYJ,1,Sun,1
PHI,1,Sun,1
PIT,3,Sun,1
SEA,3,Sun,1
SF,3,Sun,1
TB,1,Sun,1
WAS,2,Sun,1
