Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Darren Waller,OAK,6.6,68.4,0.4,0.1,12.6
George Kittle,SF,5.4,63.4,0.4,0.1,11.6
Evan Engram,NYG,5.1,63.5,0.4,0.0,11.5
Hunter Henry,LAC,5.3,61.4,0.5,0.1,11.5
Austin Hooper,ATL,5.7,57.3,0.5,0.1,11.3
Travis Kelce,KC,5.1,62.7,0.4,0.0,11.2
Zach Ertz,PHI,5.3,55.7,0.2,0.1,9.2
Jimmy Graham,GB,3.4,40.2,0.4,0.0,8.3
Greg Olsen,CAR,3.8,45.1,0.2,0.0,7.3
Gerald Everett,LAR,3.3,39.9,0.2,0.0,6.6
T.J. Hockenson,DET,3.4,38.0,0.2,0.0,6.5
Eric Ebron,IND,3.1,36.0,0.2,0.0,6.1
Cameron Brate,TB,3.2,34.7,0.2,0.0,6.1
Josh Hill,NO,3.5,34.3,0.2,0.1,6.1
Jonnu Smith,TEN,3.0,36.6,0.1,0.0,5.9
Vance McDonald,PIT,3.0,32.3,0.2,0.0,5.9
Benjamin Watson,NE,2.8,31.0,0.1,0.0,5.4
Dallas Goedert,PHI,3.1,31.9,0.1,0.1,5.3
Kyle Rudolph,MIN,2.8,27.9,0.2,0.0,5.2
Dawson Knox,BUF,2.7,30.4,0.1,0.0,5.1
Darren Fells,HOU,2.5,27.7,0.2,0.0,5.1
Mike Gesicki,MIA,2.9,33.2,0.1,0.0,5.1
Jack Doyle,IND,3.2,28.4,0.1,0.1,5.0
Noah Fant,DEN,2.8,30.9,0.1,0.0,4.9
Irv Smith Jr.,MIN,2.5,26.9,0.1,0.0,4.7
Jordan Akins,HOU,2.1,27.8,0.1,0.0,4.5
Trey Burton,CHI,2.8,25.9,0.1,0.0,4.4
Ricky Seals-Jones,CLE,1.9,27.0,0.1,0.0,4.4
Jeremy Sprinkle,WAS,2.5,23.5,0.1,0.0,4.0
Foster Moreau,OAK,2.2,22.8,0.1,0.0,3.9
Tyler Eifert,CIN,2.1,22.4,0.1,0.0,3.9
Dan Arnold,NO,1.9,22.2,0.1,0.0,3.8
Jacob Hollister,SEA,1.8,19.4,0.1,0.0,3.7
Tyler Higbee,LAR,1.9,20.4,0.1,0.0,3.5
Luke Willson,SEA,1.9,19.9,0.1,0.0,3.4
Marcedes Lewis,GB,1.6,18.5,0.1,0.0,3.3
Josh Oliver,JAC,1.9,18.4,0.1,0.0,3.1
Charles Clay,ARI,1.7,17.6,0.1,0.0,3.0
C.J. Uzomah,CIN,1.7,18.1,0.0,0.0,2.9
Ryan Griffin,NYJ,1.7,16.9,0.1,0.0,2.9
Jesse James,DET,1.5,15.8,0.1,0.0,2.8
Jeff Heuerman,DEN,1.6,15.8,0.1,0.0,2.8
Tyler Kroft,BUF,1.4,14.7,0.1,0.0,2.6
Seth DeValve,JAC,1.4,17.1,0.0,0.0,2.6
Maxx Williams,ARI,1.4,14.0,0.1,0.0,2.5
Nick Vannett,PIT,1.4,13.3,0.1,0.0,2.4
Adam Shaheen,CHI,1.3,13.1,0.1,0.0,2.4
Anthony Firkser,TEN,1.2,14.2,0.1,0.0,2.3
Rhett Ellison,NYG,1.3,13.6,0.0,0.0,2.3
Demetrius Harris,CLE,1.2,11.7,0.1,0.0,2.1
Tommy Sweeney,BUF,1.0,10.4,0.1,0.0,1.8
Zach Gentry,PIT,0.8,8.0,0.1,0.0,1.8
Jace Sternberger,GB,0.7,8.4,0.1,0.0,1.8
MyCole Pruitt,TEN,0.8,8.4,0.1,0.0,1.6
Geoff Swaim,JAC,0.8,8.2,0.1,0.0,1.6
Mo Alie-Cox,IND,0.9,9.5,0.0,0.0,1.6
Derek Carrier,OAK,1.0,9.5,0.0,0.0,1.5
Logan Thomas,DET,1.0,8.7,0.0,0.0,1.5
Antony Auclair,TB,0.9,9.3,0.0,0.0,1.4
Virgil Green,LAC,0.9,9.1,0.0,0.0,1.4
Luke Stocker,ATL,0.9,7.6,0.0,0.0,1.4
Andrew Beck,DEN,0.8,8.8,0.0,0.0,1.4
Nick O'Leary,MIA,0.7,9.2,0.0,0.0,1.3
Tanner Hudson,TB,0.6,6.6,0.1,0.0,1.3
Ross Dwelley,SF,0.7,6.7,0.0,0.0,1.2
Drew Sample,CIN,0.8,8.0,0.0,0.0,1.2
Lee Smith,BUF,0.8,6.1,0.0,0.0,1.2
Pharaoh Brown,CLE,0.7,8.0,0.0,0.0,1.2
Robert Tonyan,GB,0.6,6.9,0.0,0.0,1.1
Levine Toilolo,SF,0.5,5.8,0.0,0.0,1.0
Durham Smythe,MIA,0.6,7.0,0.0,0.0,1.0
Ben Koyack,JAC,0.7,6.2,0.0,0.0,1.0
Blake Bell,KC,0.6,6.1,0.0,0.0,1.0
Hale Hentges,WAS,0.7,6.0,0.0,0.0,1.0
Deon Yelder,KC,0.4,5.1,0.0,0.0,0.9
Lance Kendricks,LAC,0.5,5.3,0.0,0.0,0.8
Ian Thomas,CAR,0.4,4.7,0.0,0.0,0.8
Ben Braunecker,CHI,0.5,5.4,0.0,0.0,0.8
Eric Tomlinson,NE,0.5,5.2,0.0,0.0,0.8
J.P. Holtz,CHI,0.4,4.4,0.0,0.0,0.7
Jaeden Graham,ATL,0.4,3.8,0.0,0.0,0.6
Tyler Conklin,MIN,0.4,3.9,0.0,0.0,0.6
Daniel Brown,NYJ,0.3,3.7,0.0,0.0,0.6
Troy Fumagalli,DEN,0.4,3.7,0.0,0.0,0.6
Chris Manhertz,CAR,0.3,3.4,0.0,0.0,0.5
Jerome Cunningham,WAS,0.3,2.5,0.0,0.0,0.5
Trevon Wesco,NYJ,0.3,3.1,0.0,0.0,0.5
Cethan Carter,CIN,0.2,1.6,0.0,0.0,0.3
Garrett Celek,SF,0.1,1.4,0.0,0.0,0.3
Johnny Mundt,LAR,0.1,0.9,0.0,0.0,0.2
Evan Baylis,GB,0.1,1.0,0.0,0.0,0.2
Darrell Daniels,ARI,0.1,0.9,0.0,0.0,0.1
Kaden Smith,NYG,0.0,0.0,0.0,0.0,0.0
