Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Pittsburgh Steelers,PIT,3.3,1.3,0.7,1.3,0.2,0.1,14.8,304.9,9.6
Los Angeles Rams,LAR,3.3,1.1,0.7,1.3,0.2,0.0,17.7,299.6,9.0
New England Patriots,NE,2.7,1.3,0.7,1.3,0.2,0.1,15.2,326.1,9.0
Jacksonville Jaguars,JAC,3.0,1.2,0.6,1.0,0.2,0.0,16.4,273.1,8.8
Tennessee Titans,TEN,3.3,1.1,0.6,0.7,0.2,0.0,19.8,344.8,8.8
New Orleans Saints,NO,3.4,0.9,0.7,1.1,0.2,0.0,18.7,327.6,8.6
San Francisco 49ers,SF,3.1,0.9,0.7,1.5,0.2,0.1,17.4,319.3,8.5
Indianapolis Colts,IND,2.9,0.8,0.6,1.1,0.1,0.0,18.7,322.8,7.8
Detroit Lions,DET,2.9,1.0,0.8,1.5,0.2,0.0,20.3,363.2,7.7
Minnesota Vikings,MIN,2.6,0.9,0.6,0.8,0.2,0.0,13.4,268.0,7.7
Chicago Bears,CHI,2.6,0.8,0.7,1.1,0.2,0.0,17.2,314.3,7.5
Buffalo Bills,BUF,2.3,0.9,0.7,1.3,0.2,0.0,18.1,309.9,7.5
Green Bay Packers,GB,2.8,1.1,0.6,0.9,0.2,0.0,21.6,343.5,7.2
Philadelphia Eagles,PHI,2.7,1.0,0.6,0.9,0.2,0.0,21.2,331.3,7.0
Tampa Bay Buccaneers,TB,3.2,0.8,0.6,0.9,0.1,0.1,24.1,313.2,6.9
Carolina Panthers,CAR,2.7,0.8,0.8,1.4,0.1,0.0,23.8,354.6,6.7
Seattle Seahawks,SEA,2.5,0.9,0.7,1.2,0.1,0.0,20.4,345.6,6.5
Houston Texans,HOU,2.5,0.7,0.8,1.2,0.1,0.0,21.1,340.3,6.3
Oakland Raiders,OAK,2.4,0.8,0.6,0.8,0.1,0.0,26.9,395.7,5.9
Los Angeles Chargers,LAC,2.4,0.8,0.6,0.7,0.1,0.0,20.4,331.8,5.9
New York Giants,NYG,2.5,0.8,0.5,0.7,0.1,0.0,26.2,358.0,5.9
New York Jets,NYJ,2.4,0.6,0.6,1.1,0.1,0.0,22.7,341.5,5.6
Kansas City Chiefs,KC,2.5,0.5,0.6,1.0,0.1,0.0,25.3,376.5,5.5
Atlanta Falcons,ATL,2.5,0.6,0.6,0.8,0.1,0.0,27.0,392.8,5.4
Washington Redskins,WAS,2.2,0.6,0.6,1.0,0.1,0.1,27.5,368.5,5.3
Cincinnati Bengals,CIN,2.0,0.7,0.5,0.8,0.1,0.0,27.8,411.3,5.2
Denver Broncos,DEN,2.1,0.6,0.5,0.8,0.1,0.1,23.0,323.5,5.2
Arizona Cardinals,ARI,2.2,0.6,0.6,0.9,0.1,0.0,28.5,366.2,5.1
Cleveland Browns,CLE,2.0,0.6,0.5,0.9,0.1,0.0,26.4,371.2,4.9
Miami Dolphins,MIA,1.5,0.8,0.5,0.6,0.1,0.0,28.2,367.8,4.7
