Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Ezekiel Elliott,DAL,ATL,1,5,1.7,0.8,22.1,0.6400000000000001
2,Derrick Henry,TEN,JAC,1,10,2.4,1.4,20.7,1.9599999999999997
3,Christian McCaffrey,CAR,TB,1,13,2.9,1.8,19.8,3.24
4,Alvin Kamara,NO,LV,1,12,3.9,1.2,17.2,1.44
5,Dalvin Cook,MIN,IND,3,17,5.6,2.1,17.1,1.47
6,Saquon Barkley,NYG,CHI,1,13,6.6,1.8,16.5,3.24
7,Clyde Edwards-Helaire,KC,LAC,1,15,6.8,1.9,15.9,3.61
8,Josh Jacobs,LV,NO,4,16,8.6,1.9,15.8,0.9025
9,Aaron Jones,GB,DET,4,15,9.2,1.9,14.7,0.9025
10,Jonathan Taylor,IND,MIN,4,21,10.2,2.5,14.7,1.5625
11,Joe Mixon,CIN,CLE,6,24,11.3,2.4,13.8,0.96
12,Austin Ekeler,LAC,KC,6,23,12.5,2.5,13.7,1.0416666666666667
13,Nick Chubb,CLE,CIN,8,20,13.0,2.4,13.7,0.72
14,Kenyan Drake,ARI,WAS,6,28,13.5,2.9,13.3,1.4016666666666666
15,Todd Gurley II,ATL,DAL,8,32,16.4,2.0,13.2,0.5
16,Chris Carson,SEA,NE,8,28,16.4,2.6,12.5,0.8450000000000001
17,Raheem Mostert,SF,NYJ,5,28,16.6,2.9,12.6,1.682
18,Miles Sanders,PHI,LAR,8,44,18.9,6.1,12.5,4.651249999999999
19,David Johnson,HOU,BAL,6,28,19.2,2.9,12.3,1.4016666666666666
20,Ronald Jones II,TB,CAR,6,38,20.2,3.7,11.9,2.2816666666666667
21,Kareem Hunt,CLE,CIN,12,39,20.7,3.2,11.9,0.8533333333333335
22,Melvin Gordon III,DEN,PIT,12,36,22.5,3.2,11.8,0.8533333333333335
23,Mark Ingram II,BAL,HOU,16,34,24.1,3.4,11.5,0.7224999999999999
24,David Montgomery,CHI,NYG,13,35,24.3,3.2,11.4,0.7876923076923078
25,Nyheim Hines,IND,MIN,18,45,25.3,3.0,11.0,0.5
26,Devin Singletary,BUF,MIA,19,43,26.7,3.0,10.5,0.47368421052631576
27,J.K. Dobbins,BAL,HOU,18,49,27.5,4.1,10.2,0.9338888888888888
28,Malcolm Brown,LAR,PHI,16,43,28.2,4.0,10.1,1.0
29,Zack Moss,BUF,MIA,16,42,28.6,3.7,10.1,0.8556250000000001
30,James Robinson,JAC,TEN,19,39,30.5,3.6,10.0,0.6821052631578948
31,James White,NE,SEA,23,48,32.0,4.2,9.3,0.7669565217391304
32,Antonio Gibson,WAS,ARI,22,42,32.4,3.2,9.3,0.46545454545454557
33,James Conner,PIT,DEN,18,71,31.9,7.7,8.5,3.293888888888889
34,Tarik Cohen,CHI,NYG,24,48,34.9,3.2,8.3,0.42666666666666675
35,Benny Snell Jr.,PIT,DEN,20,50,36.5,5.6,8.3,1.5679999999999998
