Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Davante Adams,GB,DET,1,4,1.1,0.3,19.3,0.09
2,Julio Jones,ATL,DAL,1,4,2.2,0.5,17.7,0.25
3,DeAndre Hopkins,ARI,WAS,1,7,3.1,0.9,17.0,0.81
4,Tyreek Hill,KC,LAC,1,18,4.5,2.0,15.6,4.0
5,Adam Thielen,MIN,IND,2,18,6.2,1.8,14.5,1.62
6,Allen Robinson II,CHI,NYG,3,25,6.7,3.3,14.5,3.6299999999999994
7,Calvin Ridley,ATL,DAL,4,22,8.1,2.1,14.3,1.1025
8,Amari Cooper,DAL,ATL,3,19,8.5,2.6,13.7,2.2533333333333334
9,JuJu Smith-Schuster,PIT,DEN,4,24,10.0,2.7,13.4,1.8225000000000002
10,Mike Evans,TB,CAR,3,35,10.2,3.9,13.0,5.069999999999999
11,Robert Woods,LAR,PHI,4,26,10.9,3.1,12.6,2.4025000000000003
12,D.J. Moore,CAR,TB,6,28,12.6,3.5,12.6,2.0416666666666665
13,Terry McLaurin,WAS,ARI,7,36,14.9,3.5,12.5,1.75
14,D.J. Chark Jr.,JAC,TEN,9,37,16.3,3.8,12.4,1.6044444444444443
15,Cooper Kupp,LAR,PHI,8,49,16.3,4.3,12.4,2.31125
16,Tyler Lockett,SEA,NE,9,37,16.8,3.5,12.4,1.3611111111111112
17,T.Y. Hilton,IND,MIN,7,32,17.3,4.3,12.4,2.641428571428571
18,Marquise Brown,BAL,HOU,3,40,18.0,4.6,12.4,7.053333333333332
19,Michael Gallup,DAL,ATL,7,36,19.6,4.2,12.3,2.52
20,D.K. Metcalf,SEA,NE,5,36,20.5,3.9,11.9,3.042
21,Odell Beckham Jr.,CLE,CIN,6,35,20.9,4.8,11.9,3.84
22,Stefon Diggs,BUF,MIA,6,41,22.4,4.2,11.9,2.94
23,Will Fuller V,HOU,BAL,6,41,22.9,4.8,11.6,3.84
24,Keenan Allen,LAC,KC,8,44,23.2,4.4,11.6,2.4200000000000004
25,Marvin Jones Jr.,DET,GB,13,43,26.1,4.8,11.5,1.7723076923076921
26,A.J. Green,CIN,CLE,10,38,26.1,4.4,11.2,1.9360000000000004
27,Emmanuel Sanders,NO,LV,7,46,26.4,5.2,11.3,3.8628571428571434
28,Julian Edelman,NE,SEA,11,57,30.1,5.6,11.2,2.8509090909090906
29,Diontae Johnson,PIT,DEN,13,43,30.3,4.4,11.0,1.4892307692307694
30,CeeDee Lamb,DAL,ATL,14,47,31.2,5.1,10.9,1.8578571428571427
31,Tyler Boyd,CIN,CLE,21,51,31.7,4.0,10.8,0.7619047619047619
32,Jarvis Landry,CLE,CIN,23,56,32.2,4.4,10.7,0.8417391304347828
33,Parris Campbell,IND,MIN,14,60,34.1,5.4,10.3,2.082857142857143
34,Darius Slayton,NYG,CHI,15,48,34.2,4.8,10.2,1.536
35,John Brown,BUF,MIA,20,52,35.3,4.6,10.2,1.0579999999999998
36,Anthony Miller,CHI,NYG,21,63,37.7,5.7,10.0,1.5471428571428572
37,Courtland Sutton,DEN,PIT,19,128,38.4,13.7,10.0,9.878421052631577
38,Corey Davis,TEN,JAC,18,69,41.0,11.0,9.9,6.722222222222222
39,DeSean Jackson,PHI,LAR,15,69,41.6,5.9,9.9,2.320666666666667
40,Mike Williams,LAC,KC,15,89,42.8,8.5,9.3,4.816666666666666
41,Jerry Jeudy,DEN,PIT,20,64,43.1,5.1,9.6,1.3005
42,Robby Anderson,CAR,TB,25,59,43.5,5.3,9.1,1.1236
43,Preston Williams,MIA,BUF,26,65,44.0,5.5,9.0,1.1634615384615385
44,Sterling Shepard,NYG,CHI,30,72,44.6,4.1,8.9,0.5603333333333332
45,Henry Ruggs III,LV,NO,18,86,44.2,8.6,8.8,4.108888888888888
46,Allen Lazard,GB,DET,21,66,46.3,5.8,8.5,1.601904761904762
47,Sammy Watkins,KC,LAC,30,84,46.7,4.7,8.4,0.7363333333333334
48,Christian Kirk,ARI,WAS,24,86,48.6,7.0,8.4,2.0416666666666665
49,Scotty Miller,TB,CAR,14,101,49.3,14.0,8.3,14.0
50,Laviska Shenault Jr.,JAC,TEN,39,68,51.6,4.6,7.9,0.5425641025641025
51,Brandin Cooks,HOU,BAL,35,75,54.1,6.4,7.9,1.1702857142857146
52,Marquez Valdes-Scantling,GB,DET,22,84,55.5,7.0,7.9,2.227272727272727
53,Russell Gage,ATL,DAL,29,76,55.6,7.4,7.8,1.8882758620689657
54,DeVante Parker,MIA,BUF,27,129,52.3,14.0,7.8,7.2592592592592595
55,Curtis Samuel,CAR,TB,39,78,54.6,5.3,7.7,0.7202564102564103
56,Breshad Perriman,NYJ,SF,10,71,53.9,8.8,7.6,7.7440000000000015
57,Tre'Quan Smith,NO,LV,32,102,58.5,11.3,7.6,3.9903125000000004
58,N'Keal Harry,NE,SEA,31,83,58.6,6.7,7.6,1.4480645161290322
59,Jalen Reagor,PHI,LAR,37,81,57.0,6.5,7.6,1.1418918918918919
60,Larry Fitzgerald,ARI,WAS,42,80,59.2,5.4,7.4,0.6942857142857144
61,Kendrick Bourne,SF,NYJ,43,92,61.8,6.1,7.4,0.8653488372093022
62,Steven Sims,WAS,ARI,31,97,63.2,6.8,7.4,1.4916129032258063
63,Mecole Hardman,KC,LAC,44,95,63.8,11.1,7.4,2.800227272727273
64,Randall Cobb,HOU,BAL,50,87,64.2,6.7,7.3,0.8978
65,Brandon Aiyuk,SF,NYJ,32,104,60.7,9.6,7.0,2.88
66,Danny Amendola,DET,GB,45,93,66.2,7.7,6.8,1.3175555555555556
67,Bryan Edwards,LV,NO,49,86,64.4,6.9,7.3,0.9716326530612246
68,James Washington,PIT,DEN,35,84,67.4,5.8,6.6,0.9611428571428572
69,Cole Beasley,BUF,MIA,35,80,69.3,4.7,6.3,0.6311428571428572
70,Justin Jefferson,MIN,IND,48,88,70.3,4.9,6.2,0.5002083333333335
71,Hunter Renfrow,LV,NO,42,92,71.0,6.0,6.1,0.8571428571428571
72,Adam Humphries,TEN,JAC,45,89,70.9,9.8,6.0,2.1342222222222227
73,Olabisi Johnson,MIN,IND,54,99,76.7,5.8,6.0,0.6229629629629629
74,John Ross,CIN,CLE,46,91,74.0,7.3,5.9,1.1584782608695652
75,Quintez Cephus,DET,GB,39,106,74.4,16.4,5.6,6.896410256410256
76,Demarcus Robinson,KC,LAC,61,96,77.5,5.2,5.6,0.4432786885245902
77,Miles Boykin,BAL,HOU,41,97,77.6,6.1,5.4,0.9075609756097559
78,Van Jefferson,LAR,PHI,49,317,79.0,23.5,5.5,11.270408163265307
79,Golden Tate,NYG,CHI,36,104,67.8,9.6,5.4,2.56
80,Chase Claypool,PIT,DEN,67,109,83.8,5.5,5.3,0.45149253731343286
81,Chris Conley,JAC,TEN,58,122,83.2,8.6,5.3,1.2751724137931033
82,Greg Ward,PHI,LAR,59,106,82.7,6.8,5.0,0.783728813559322
83,Willie Snead IV,BAL,HOU,52,109,84.0,6.8,5.0,0.8892307692307692
84,Kenny Stills,HOU,BAL,63,99,84.4,6.0,4.9,0.5714285714285714
85,Michael Pittman Jr.,IND,MIN,55,156,77.5,13.0,4.8,3.0727272727272728
86,Keelan Cole,JAC,TEN,42,107,83.5,12.9,4.8,3.962142857142857
87,Cordarrelle Patterson,CHI,NYG,75,107,89.3,6.0,4.6,0.48
88,Josh Reynolds,LAR,PHI,70,101,88.4,4.2,4.4,0.252
89,Zach Pascal,IND,MIN,74,104,89.7,5.6,4.1,0.42378378378378373
90,Dontrelle Inman,WAS,ARI,61,102,88.2,5.1,4.0,0.4263934426229508
91,Nelson Agholor,LV,NO,66,107,94.3,5.6,3.7,0.4751515151515151
92,JJ Arcega-Whiteside,PHI,LAR,77,123,94.2,10.9,3.6,1.542987012987013
93,Isaiah Ford,MIA,BUF,56,108,92.2,6.6,3.5,0.7778571428571428
94,Devin Duvernay,BAL,HOU,74,127,95.9,9.3,3.3,1.168783783783784
95,Damiere Byrd,NE,SEA,59,106,92.2,5.9,0,0.5900000000000001
96,Jakeem Grant,MIA,BUF,72,118,94.2,9.0,0,1.125
97,KJ Hamler,DEN,PIT,66,131,97.8,8.7,0,1.1468181818181815
