Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Christian McCaffrey,CAR,17.3,69.5,0.6,6.3,52.4,0.2,0.1,20.1
Derrick Henry,TEN,22.2,110.2,0.9,1.8,15.8,0.1,0.1,19.2
Ezekiel Elliott,DAL,20.5,89.6,0.7,3.7,30.9,0.2,0.1,19.1
Alvin Kamara,NO,12.4,55.0,0.6,5.9,47.5,0.2,0.1,17.8
Saquon Barkley,NYG,17.4,74.1,0.5,4.2,33.4,0.1,0.1,16.6
Dalvin Cook,MIN,16.7,72.4,0.6,3.7,31.0,0.1,0.1,16.1
Josh Jacobs,LV,18.0,81.0,0.6,2.7,22.2,0.0,0.1,15.4
Aaron Jones,GB,14.1,63.5,0.7,3.0,24.7,0.1,0.1,15.3
Clyde Edwards-Helaire,KC,16.1,77.2,0.6,2.6,22.0,0.1,0.1,15.3
Jonathan Taylor,IND,14.8,68.0,0.6,2.8,25.8,0.1,0.1,14.7
Kenyan Drake,ARI,14.4,65.4,0.6,3.2,23.9,0.1,0.1,14.5
Joe Mixon,CIN,17.4,76.4,0.6,2.5,19.1,0.1,0.1,14.4
Raheem Mostert,SF,14.2,67.1,0.6,2.1,19.9,0.2,0.1,13.7
Nick Chubb,CLE,16.0,76.3,0.6,1.8,14.1,0.1,0.1,13.6
Austin Ekeler,LAC,11.9,55.1,0.3,3.9,35.6,0.2,0.1,13.5
David Johnson,HOU,14.2,55.1,0.4,3.4,30.7,0.1,0.1,13.4
Melvin Gordon III,DEN,14.9,60.4,0.5,3.1,22.7,0.1,0.1,13.2
Chris Carson,SEA,13.7,61.3,0.5,2.8,20.3,0.2,0.1,13.0
Todd Gurley II,ATL,14.3,58.0,0.6,2.7,20.0,0.1,0.1,13.0
Miles Sanders,PHI,13.7,63.2,0.3,2.9,26.0,0.1,0.1,12.7
Ronald Jones II,TB,14.7,61.0,0.6,2.2,17.5,0.1,0.1,12.5
Kareem Hunt,CLE,9.3,41.2,0.2,3.6,30.9,0.2,0.1,11.6
Mark Ingram II,BAL,11.1,52.1,0.5,1.8,14.3,0.1,0.1,10.7
Malcolm Brown,LAR,11.6,49.5,0.5,1.7,12.9,0.0,0.1,10.5
David Montgomery,CHI,14.2,57.0,0.4,1.8,13.6,0.1,0.1,10.4
Devin Singletary,BUF,11.4,55.3,0.2,2.6,19.7,0.1,0.1,10.3
James Conner,PIT,10.8,44.1,0.3,2.9,21.0,0.1,0.1,10.1
James Robinson,JAC,14.6,59.1,0.3,1.8,14.3,0.1,0.1,9.9
James White,NE,4.4,16.8,0.1,4.4,38.4,0.3,0.1,9.8
Nyheim Hines,IND,6.6,26.3,0.2,3.9,30.9,0.1,0.1,9.7
Antonio Gibson,WAS,8.8,41.3,0.2,2.7,22.3,0.1,0.1,9.2
Adrian Peterson,DET,11.5,49.4,0.2,1.6,11.1,0.0,0.1,8.3
Benny Snell Jr.,PIT,11.2,45.4,0.3,1.3,9.7,0.0,0.1,8.1
Tarik Cohen,CHI,5.7,21.1,0.1,3.7,27.6,0.1,0.1,7.9
Zack Moss,BUF,10.3,40.9,0.2,1.7,13.7,0.1,0.1,7.9
Frank Gore,NYJ,11.7,44.4,0.1,1.7,12.2,0.0,0.1,7.4
J.K. Dobbins,BAL,9.8,40.7,0.2,1.3,10.0,0.1,0.1,7.3
Latavius Murray,NO,9.9,38.6,0.2,1.6,10.8,0.0,0.1,7.1
D'Andre Swift,DET,6.3,24.3,0.1,2.6,21.3,0.1,0.1,6.9
Leonard Fournette,TB,9.2,35.2,0.2,1.6,11.2,0.0,0.1,6.7
Sony Michel,NE,10.0,42.3,0.2,0.9,6.2,0.0,0.1,6.6
Cam Akers,LAR,9.0,32.6,0.2,1.6,12.4,0.1,0.1,6.3
Peyton Barber,WAS,11.6,39.9,0.2,0.8,4.9,0.0,0.1,6.2
Chase Edmonds,ARI,6.0,24.0,0.1,1.9,14.2,0.1,0.0,6.1
Alexander Mattison,MIN,7.5,31.7,0.1,1.8,13.3,0.0,0.1,6.1
Boston Scott,PHI,6.8,24.3,0.2,2.0,14.0,0.0,0.1,6.0
Jerick McKinnon,SF,6.6,23.9,0.1,2.1,16.2,0.1,0.1,6.0
Joshua Kelley,LAC,9.1,36.5,0.2,1.0,6.9,0.0,0.1,6.0
Tevin Coleman,SF,7.8,30.5,0.2,1.4,10.7,0.0,0.0,5.9
Jamaal Williams,GB,5.8,21.0,0.1,2.2,16.0,0.1,0.0,5.9
Myles Gaskin,MIA,6.7,27.7,0.1,2.1,14.6,0.0,0.1,5.9
Darrel Williams,KC,6.5,22.1,0.1,2.0,13.3,0.1,0.1,5.7
Jordan Howard,MIA,8.9,35.8,0.2,0.8,5.3,0.0,0.0,5.6
Carlos Hyde,SEA,8.8,36.7,0.2,0.8,4.8,0.0,0.1,5.5
