Player Name,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
Davante Adams,GB,7.6,98.5,0.8,0.0,0.0,0.0,0.1,18.5
Julio Jones,ATL,7.1,102.0,0.5,0.1,0.3,0.0,0.1,16.7
DeAndre Hopkins,ARI,6.9,87.2,0.6,0.1,0.5,0.0,0.1,15.9
Tyreek Hill,KC,5.4,77.1,0.6,0.7,5.0,0.0,0.0,14.7
Amari Cooper,DAL,5.9,80.9,0.6,0.1,0.6,0.0,0.1,14.6
Calvin Ridley,ATL,5.8,75.7,0.6,0.3,1.5,0.0,0.1,14.4
Adam Thielen,MIN,5.7,78.8,0.6,0.2,1.2,0.0,0.1,14.4
Mike Evans,TB,5.1,76.0,0.6,0.0,0.2,0.0,0.0,13.9
Allen Robinson II,CHI,6.0,75.0,0.5,0.2,0.6,0.0,0.1,13.7
Robert Woods,LAR,5.9,76.7,0.4,0.9,5.3,0.0,0.1,13.6
Tyler Lockett,SEA,5.3,72.5,0.5,0.4,1.8,0.0,0.0,13.2
D.J. Moore,CAR,5.7,76.0,0.4,0.5,3.5,0.0,0.1,13.0
Cooper Kupp,LAR,5.3,68.9,0.6,0.1,0.5,0.0,0.0,12.9
Terry McLaurin,WAS,4.8,72.5,0.5,0.1,0.2,0.0,0.0,12.6
Stefon Diggs,BUF,5.2,69.3,0.5,0.4,2.8,0.0,0.0,12.6
JuJu Smith-Schuster,PIT,5.2,68.6,0.5,0.0,0.1,0.0,0.0,12.6
T.Y. Hilton,IND,5.0,71.7,0.5,0.1,0.2,0.0,0.0,12.5
Michael Gallup,DAL,4.5,71.7,0.5,0.1,0.2,0.0,0.0,12.4
Will Fuller V,HOU,5.1,70.4,0.5,0.2,0.9,0.0,0.0,12.3
Marquise Brown,BAL,4.6,64.9,0.6,0.5,2.6,0.0,0.0,12.3
D.K. Metcalf,SEA,4.2,65.3,0.6,0.1,0.6,0.0,0.1,12.0
Keenan Allen,LAC,5.7,65.3,0.4,0.3,1.9,0.0,0.0,11.9
A.J. Green,CIN,5.0,68.3,0.4,0.0,0.1,0.0,0.0,11.9
Julian Edelman,NE,5.3,64.4,0.4,0.5,3.8,0.0,0.1,11.6
