Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Jacksonville (JAC)JAC DST,JAC,BUF,1,6,1.9,0.9
2,Baltimore (BAL)BAL DST,BAL,OAK,1,6,2.1,1.1
3,Los Angeles (LAC)LAC DST,LAC,ARI,1,9,3.4,1.5
4,Chicago (CHI)CHI DST,CHI,DET,1,7,3.6,1.0
5,Houston (HOU)HOU DST,HOU,TEN,1,10,5.1,0.8
6,Dallas (DAL)DAL DST,DAL,WAS,2,10,5.6,1.4
7,New England (NE)NE DST,NE,NYJ,4,8,6.8,0.8
8,Pittsburgh (PIT)PIT DST,PIT,DEN,7,10,8.3,0.7
9,Buffalo (BUF)BUF DST,BUF,JAC,3,13,9.0,1.6
10,Philadelphia (PHI)PHI DST,PHI,NYG,9,15,10.5,1.2
11,Indianapolis (IND)IND DST,IND,MIA,7,15,11.7,1.5
12,Tennessee (TEN)TEN DST,TEN,HOU,8,20,12.3,2.1
13,Minnesota (MIN)MIN DST,MIN,GB,9,17,13.0,1.2
14,Carolina (CAR)CAR DST,CAR,SEA,6,18,13.7,1.6
15,Washington (WAS)WAS DST,WAS,DAL,9,22,16.1,2.1
16,Cleveland (CLE)CLE DST,CLE,CIN,12,22,16.8,1.9
17,Denver (DEN)DEN DST,DEN,PIT,15,23,17.6,1.8
18,Detroit (DET)DET DST,DET,CHI,12,26,17.9,2.4
19,Cincinnati (CIN)CIN DST,CIN,CLE,10,24,17.2,2.5
20,Seattle (SEA)SEA DST,SEA,CAR,15,23,19.8,1.7
21,Green Bay (GB)GB DST,GB,MIN,11,24,20.8,2.4
22,Tampa Bay (TB)TB DST,TB,SF,18,27,21.0,1.7
23,San Francisco (SF)SF DST,SF,TB,16,24,22.0,1.7
24,New Orleans (NO)NO DST,NO,ATL,13,26,22.6,3.1
25,Arizona (ARI)ARI DST,ARI,LAC,23,28,25.0,1.1
26,New York (NYG)NYG DST,NYG,PHI,19,30,25.8,0.9
27,New York (NYJ)NYJ DST,NYJ,NE,21,29,27.2,0.7
28,Miami (MIA)MIA DST,MIA,IND,25,29,27.9,0.6
29,Oakland (OAK)OAK DST,OAK,BAL,26,29,28.1,1.0
30,Atlanta (ATL)ATL DST,ATL,NO,27,30,30.0,0.0
