Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Zach Ertz,PHI,NYG,1,3,1.2,0.5
2,George Kittle,SF,TB,1,3,1.9,0.6
3,Jack Doyle,IND,MIA,2,15,3.9,1.9
4,Greg Olsen,CAR,SEA,3,7,3.9,0.9
5,Rob Gronkowski,NE,NYJ,3,8,4.9,0.6
6,Cameron Brate,TB,SF,4,22,7.4,3.0
7,David Njoku,CLE,CIN,5,15,7.7,1.4
8,Jordan Reed,WAS,DAL,2,15,8.8,2.4
9,Jared Cook,OAK,BAL,5,14,9.9,1.9
10,Trey Burton,CHI,DET,5,15,9.9,1.9
11,Austin Hooper,ATL,NO,4,19,10.2,2.1
12,Vance McDonald,PIT,DEN,6,16,11.1,2.3
13,Eric Ebron,IND,MIA,4,16,12.1,2.4
14,C.J. Uzomah,CIN,CLE,11,22,13.5,2.0
15,Evan Engram,NYG,PHI,11,18,14.8,1.2
16,Kyle Rudolph,MIN,GB,9,20,16.3,1.7
17,Chris Herndon IV,NYJ,NE,13,21,17.2,1.4
18,Jeff Heuerman,DEN,PIT,10,20,17.8,1.4
19,Benjamin Watson,NO,ATL,12,33,18.8,2.0
20,Jonnu Smith,TEN,HOU,14,25,20.3,2.0
21,Nick Vannett,SEA,CAR,15,33,21.5,1.9
22,Ricky Seals-Jones,ARI,LAC,18,28,22.7,1.8
23,Antonio Gates,LAC,ARI,21,29,24.3,2.0
24,Dallas Goedert,PHI,NYG,21,44,27.4,3.3
25,Jesse James,PIT,DEN,22,36,25.4,1.9
26,James O'Shaughnessy,JAC,BUF,20,35,25.9,2.0
27,Mark Andrews,BAL,OAK,23,40,28.9,4.2
28,Ed Dickson,SEA,CAR,24,40,29.5,2.7
29,Mike Gesicki,MIA,IND,27,43,30.5,1.9
30,Lance Kendricks,GB,MIN,27,39,31.8,2.9
31,Jimmy Graham,GB,MIN,15,34,21.7,3.3
32,Virgil Green,LAC,ARI,26,41,33.4,2.7
33,Vernon Davis,WAS,DAL,27,36,32.2,2.2
34,Hayden Hurst,BAL,OAK,21,52,34.2,6.1
35,Josh Hill,NO,ATL,23,37,30.7,3.3
36,Ryan Griffin,HOU,TEN,29,42,37.5,2.1
37,Luke Willson,DET,CHI,27,47,35.9,3.8
38,Jordan Thomas,HOU,TEN,22,43,36.5,2.8
39,Nick Boyle,BAL,OAK,22,43,35.9,4.7
40,Logan Thomas,BUF,JAC,32,47,39.4,3.2
41,Jordan Akins,HOU,TEN,37,48,42.5,1.9
42,Luke Stocker,TEN,HOU,33,51,40.4,3.4
43,Jason Croom,BUF,JAC,38,60,47.9,4.0
44,Jermaine Gresham,ARI,LAC,27,46,41.3,3.2
45,Nick O'Leary,MIA,IND,42,57,47.3,3.0
46,A.J. Derby,MIA,IND,26,60,45.8,5.0
47,Michael Roberts,DET,CHI,32,60,39.9,4.9
48,Jordan Leggett,NYJ,NE,43,62,49.5,4.0
49,Dalton Schultz,DAL,WAS,28,66,41.2,8.3
50,Levine Toilolo,DET,CHI,41,65,47.8,3.4
51,Rico Gathers,DAL,WAS,29,62,48.7,6.3
52,Matt LaCosse,DEN,PIT,44,60,53.3,4.1
53,Blake Jarwin,DAL,WAS,37,64,51.1,6.1
54,Logan Paulsen,ATL,NO,49,60,53.0,2.9
55,Eric Tomlinson,NYJ,NE,45,59,53.3,3.7
56,Rhett Ellison,NYG,PHI,35,59,51.9,3.1
57,Darren Fells,CLE,CIN,48,63,56.8,3.0
58,Blake Bell,JAC,BUF,45,72,62.4,6.0
59,Marcedes Lewis,GB,MIN,40,75,57.3,1.8
60,Robert Tonyan,GB,MIN,45,68,60.3,5.5
61,Garrett Celek,SF,TB,48,77,59.6,6.2
62,Jacob Hollister,NE,NYJ,47,67,60.4,4.8
63,Geoff Swaim,DAL,WAS,28,33,29.8,1.7
64,Seth DeValve,CLE,CIN,46,69,62.5,5.0
65,Mo Alie-Cox,IND,MIA,44,66,49.2,2.9
66,Antony Auclair,TB,SF,46,62,52.0,4.5
67,Xavier Grimble,PIT,DEN,52,76,63.9,5.7
68,Jaylen Samuels,PIT,DEN,34,60,52.6,6.3
69,Derek Carrier,OAK,BAL,52,61,58.5,2.6
70,Lee Smith,OAK,BAL,54,71,62.4,0.8
71,Darrell Daniels,FA,,51,84,63.4,4.5
72,Ian Thomas,CAR,SEA,60,82,66.8,2.6
73,Ben Braunecker,CHI,DET,58,72,65.5,5.4
74,Maxx Williams,BAL,OAK,59,82,66.8,9.0
75,Eric Saubert,ATL,NO,65,70,67.3,1.9
76,Orson Charles,CLE,CIN,64,79,72.8,5.1
77,Ben Koyack,JAC,BUF,65,75,70.5,3.8
78,Anthony Firkser,TEN,HOU,67,78,73.6,5.0
79,Matt Lengel,CIN,CLE,66,76,74.0,1.7
80,Richard Rodgers,PHI,NYG,57,83,68.3,10.9
81,Jordan Franks,CIN,CLE,67,88,74.4,4.3
82,Jeremy Sprinkle,WAS,DAL,58,70,64.0,6.0
83,MyCole Pruitt,TEN,HOU,64,81,75.6,4.1
84,Tyler Conklin,NE,NYJ,61,73,67.0,6.0
85,Ross Dwelley,SF,TB,67,85,74.7,7.6
86,Chris Manhertz,CAR,SEA,63,77,70.0,7.0
87,Daniel Brown,CHI,DET,73,80,75.7,3.1
