Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Los Angeles Chargers,LAC,2.9,1.3,0.6,0.9,0.2,0.0,14.8,294.0,9.1
Jacksonville Jaguars,JAC,2.8,1.1,0.6,0.8,0.2,0.0,16.7,281.3,8.8
New England Patriots,NE,2.5,1.0,0.6,1.0,0.2,0.0,18.1,330.4,8.3
Baltimore Ravens,BAL,2.8,0.9,0.7,0.9,0.2,0.0,16.7,306.8,8.3
Dallas Cowboys,DAL,2.8,0.8,0.7,1.0,0.2,0.0,17.5,313.8,8.0
Houston Texans,HOU,2.9,1.0,0.7,1.0,0.2,0.0,20.7,311.5,7.9
Chicago Bears,CHI,3.0,0.9,0.8,1.2,0.2,0.0,20.0,319.0,7.7
Buffalo Bills,BUF,2.0,0.9,0.7,1.2,0.2,0.0,19.8,322.6,7.6
Tennessee Titans,TEN,3.1,0.9,0.7,1.0,0.2,0.0,24.6,357.3,7.6
Indianapolis Colts,IND,2.7,1.0,0.7,1.0,0.2,0.0,22.8,347.1,7.5
San Francisco 49ers,SF,2.3,1.3,0.6,0.9,0.2,0.0,27.0,387.4,7.5
Pittsburgh Steelers,PIT,3.0,0.9,0.5,0.9,0.2,0.0,21.9,354.6,7.3
Cincinnati Bengals,CIN,2.7,1.0,0.6,0.7,0.2,0.1,22.9,369.9,7.3
Carolina Panthers,CAR,3.2,0.8,0.7,0.9,0.2,0.0,25.3,373.6,7.3
Philadelphia Eagles,PHI,2.8,0.8,0.7,0.9,0.2,0.0,21.4,365.4,7.1
Tampa Bay Buccaneers,TB,2.4,0.9,0.7,1.1,0.2,0.0,25.7,382.8,7.0
Washington Redskins,WAS,2.7,0.9,0.7,1.2,0.2,0.0,22.7,335.6,6.9
Minnesota Vikings,MIN,3.1,0.7,0.7,1.0,0.2,0.0,22.4,365.7,6.9
Cleveland Browns,CLE,2.2,1.0,0.6,1.0,0.2,0.0,22.7,324.8,6.9
Detroit Lions,DET,2.7,0.8,0.8,1.0,0.2,0.0,25.4,395.2,6.8
Denver Broncos,DEN,2.0,1.1,0.6,0.8,0.2,0.1,25.9,395.7,6.8
New Orleans Saints,NO,2.5,0.8,0.7,0.8,0.2,0.0,25.6,415.4,6.7
Seattle Seahawks,SEA,2.3,0.9,0.6,1.0,0.2,0.0,24.6,353.0,6.6
Green Bay Packers,GB,2.6,0.8,0.6,1.0,0.2,0.0,23.6,353.0,6.5
New York Giants,NYG,2.0,1.0,0.6,1.0,0.2,0.0,25.9,363.8,6.2
Miami Dolphins,MIA,1.6,1.0,0.6,0.8,0.2,0.0,31.3,416.8,5.9
Arizona Cardinals,ARI,2.1,0.7,0.6,0.9,0.1,0.0,28.9,391.2,5.4
Oakland Raiders,OAK,1.8,0.8,0.5,0.7,0.1,0.0,28.3,391.0,5.4
New York Jets,NYJ,1.6,0.6,0.6,1.0,0.2,0.0,28.2,394.2,5.2
Atlanta Falcons,ATL,1.3,0.5,0.7,1.0,0.1,0.0,36.3,447.2,4.5
