Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,7.0,87.3,0.8,0.1,20.2
Darren Waller,LV,6.7,77.6,0.6,0.0,17.7
Mark Andrews,BAL,5.4,69.5,0.6,0.1,15.9
Kyle Pitts,ATL,4.8,59.0,0.5,0.0,13.4
Mike Gesicki,MIA,4.9,56.0,0.5,0.0,13.1
T.J. Hockenson,DET,4.9,52.2,0.4,0.0,12.3
Dallas Goedert,PHI,4.3,49.1,0.5,0.0,12.3
Noah Fant,DEN,4.5,48.3,0.3,0.0,11.2
Tyler Higbee,LAR,3.9,45.9,0.5,0.0,11.2
Hunter Henry,NE,3.8,43.1,0.4,0.0,10.8
Ricky Seals-Jones,WAS,3.6,41.9,0.4,0.0,10.0
Zach Ertz,ARI,3.4,37.7,0.3,0.0,9.1
Robert Tonyan,GB,2.9,32.4,0.2,0.0,7.6
O.J. Howard,TB,2.7,34.4,0.2,0.0,7.3
Evan Engram,NYG,3.1,33.5,0.1,0.0,7.2
Cole Kmet,CHI,3.2,30.8,0.1,0.0,7.0
C.J. Uzomah,CIN,2.7,28.0,0.2,0.0,6.6
Jonnu Smith,NE,2.5,25.8,0.2,0.0,6.2
Cameron Brate,TB,2.4,25.1,0.2,0.0,6.1
Austin Hooper,CLE,2.7,25.8,0.1,0.0,6.0
Anthony Firkser,TEN,2.3,27.1,0.1,0.0,5.8
Gerald Everett,SEA,2.5,26.2,0.1,0.0,5.7
Mo Alie-Cox,IND,2.2,26.8,0.1,0.0,5.7
Ross Dwelley,SF,2.3,24.9,0.1,0.0,5.6
Hayden Hurst,ATL,2.3,23.5,0.1,0.0,5.2
David Njoku,CLE,2.1,24.9,0.1,0.0,5.2
Devin Asiasi,NE,1.9,19.5,0.2,0.0,5.1
Adam Trautman,NO,1.9,22.1,0.1,0.0,4.8
Ian Thomas,CAR,2.0,20.0,0.1,0.0,4.6
Jordan Akins,HOU,2.1,21.1,0.1,0.0,4.5
Durham Smythe,MIA,2.0,19.0,0.1,0.0,4.5
Tommy Tremble,CAR,1.8,18.4,0.1,0.0,4.3
Juwan Johnson,NO,1.6,18.2,0.1,0.0,4.1
Foster Moreau,LV,1.4,15.7,0.2,0.0,3.9
Will Dissly,SEA,1.6,16.6,0.1,0.0,3.8
Pharaoh Brown,HOU,1.6,17.4,0.1,0.0,3.7
Geoff Swaim,TEN,1.6,17.0,0.1,0.0,3.7
Ryan Griffin,NYJ,1.7,16.8,0.1,0.0,3.7
Jack Doyle,IND,1.6,15.6,0.1,0.0,3.6
Nick Boyle,BAL,1.4,15.3,0.1,0.0,3.5
Marcedes Lewis,GB,1.2,13.7,0.1,0.0,3.1
Kyle Rudolph,NYG,1.4,13.7,0.1,0.0,3.1
Brevin Jordan,HOU,1.0,10.3,0.1,0.0,2.6
MyCole Pruitt,TEN,1.0,10.7,0.1,0.0,2.6
Harrison Bryant,CLE,1.2,12.4,0.0,0.0,2.6
Noah Gray,KC,1.1,11.8,0.0,0.0,2.4
Jason Croom,PHI,0.9,10.3,0.1,0.0,2.4
John Bates,WAS,1.0,10.0,0.0,0.0,2.3
Charlie Woerner,SF,0.9,9.5,0.0,0.0,2.1
Eric Saubert,DEN,1.0,8.5,0.0,0.0,2.0
Richard Rodgers,PHI,0.8,8.9,0.1,0.0,2.0
Josh Oliver,BAL,0.9,9.4,0.0,0.0,2.0
Adam Shaheen,MIA,0.9,8.5,0.0,0.0,1.9
Lee Smith,ATL,0.9,8.1,0.0,0.0,1.9
Darren Fells,DET,0.9,9.3,0.0,0.0,1.9
Tyler Kroft,NYJ,1.0,9.0,0.0,0.0,1.9
Jack Stoll,PHI,0.9,9.3,0.0,0.0,1.9
Drew Sample,CIN,0.9,7.4,0.0,0.0,1.7
Brycen Hopkins,LAR,0.6,7.9,0.1,0.0,1.7
Blake Bell,KC,0.8,7.0,0.0,0.0,1.7
Kylen Granson,IND,0.8,8.3,0.0,0.0,1.6
Josiah Deguara,GB,0.7,8.1,0.0,0.0,1.5
Antony Auclair,HOU,0.6,6.7,0.0,0.0,1.5
Demetrius Harris,ARI,0.7,8.0,0.0,0.0,1.5
Hunter Long,MIA,0.6,6.2,0.0,0.0,1.5
Colby Parkinson,SEA,0.8,7.1,0.0,0.0,1.5
Jacob Harris,LAR,0.6,6.7,0.0,0.0,1.4
Kaden Smith,NYG,0.8,6.4,0.0,0.0,1.4
Garrett Griffin,NO,0.6,6.9,0.0,0.0,1.2
Colin Thompson,CAR,0.5,4.7,0.0,0.0,1.1
Jesper Horsted,CHI,0.5,4.4,0.0,0.0,1.1
Trevon Wesco,NYJ,0.5,5.6,0.0,0.0,1.1
J.P. Holtz,CHI,0.5,5.1,0.0,0.0,1.0
Ross Travis,ARI,0.4,4.7,0.0,0.0,1.0
Jesse James,CHI,0.5,4.4,0.0,0.0,0.9
Andrew Beck,DEN,0.3,3.1,0.1,0.0,0.9
Tanner Hudson,SF,0.4,5.0,0.0,0.0,0.9
Jace Sternberger,WAS,0.5,3.8,0.0,0.0,0.9
Deon Yelder,TB,0.4,4.6,0.0,0.0,0.9
Noah Togiai,PHI,0.4,4.5,0.0,0.0,0.8
Eric Tomlinson,BAL,0.4,4.5,0.0,0.0,0.8
Daniel Brown,NYJ,0.4,4.2,0.0,0.0,0.8
Cethan Carter,MIA,0.4,4.2,0.0,0.0,0.8
Darrell Daniels,ARI,0.4,4.0,0.0,0.0,0.8
Sammis Reyes,WAS,0.4,3.7,0.0,0.0,0.7
Kenny Yeboah,NYJ,0.3,3.0,0.0,0.0,0.6
Mitchell Wilcox,CIN,0.2,2.9,0.0,0.0,0.5
