Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Alvin Kamara,NO,NYG,1,2,1.0,0.0
2,Todd Gurley,LAR,MIN,2,5,2.7,0.8
3,Ezekiel Elliott,DAL,DET,1,6,3.5,1.2
4,Melvin Gordon,LAC,SF,2,6,3.5,0.9
5,Saquon Barkley,NYG,NO,2,10,4.6,1.0
6,Giovani Bernard,CIN,ATL,3,11,6.8,1.5
7,James Conner,PIT,BAL,6,16,8.3,2.0
8,Jordan Howard,CHI,TB,6,15,9.2,2.5
9,David Johnson,ARI,SEA,5,13,9.3,1.4
10,Kareem Hunt,KC,DEN,5,17,9.4,2.1
11,Tevin Coleman,ATL,CIN,5,13,9.8,1.7
12,Carlos Hyde,CLE,OAK,6,20,12.2,2.2
13,Leonard Fournette,JAC,NYJ,7,25,13.9,2.4
14,Lamar Miller,HOU,IND,11,27,15.0,2.5
15,James White,NE,MIA,8,27,15.3,3.1
16,Marshawn Lynch,OAK,CLE,12,27,17.5,2.0
17,Kenyan Drake,MIA,NE,10,27,17.7,3.3
18,Sony Michel,NE,MIA,10,26,18.3,3.7
19,Chris Carson,SEA,ARI,12,26,19.7,3.0
20,Phillip Lindsay,DEN,KC,8,36,20.3,3.6
21,Matt Breida,SF,LAC,8,40,20.8,3.3
22,Alex Collins,BAL,PIT,16,35,21.5,3.2
23,Kerryon Johnson,DET,DAL,15,34,23.1,3.5
24,Dalvin Cook,MIN,LAR,14,41,23.2,4.7
25,Dion Lewis,TEN,PHI,19,35,24.8,2.4
26,Austin Ekeler,LAC,SF,20,35,26.5,2.9
27,Javorius Allen,BAL,PIT,19,43,28.3,3.9
28,Royce Freeman,DEN,KC,18,38,29.0,3.4
29,Isaiah Crowell,NYJ,JAC,24,44,30.3,2.7
30,LeSean McCoy,BUF,GB,19,43,28.6,5.0
31,Aaron Jones,GB,BUF,21,47,32.7,4.7
32,Bilal Powell,NYJ,JAC,27,41,32.8,3.2
33,Tarik Cohen,CHI,TB,25,49,32.2,3.2
34,Jay Ajayi,PHI,TEN,22,53,32.7,5.6
35,Duke Johnson,CLE,OAK,26,49,36.9,3.8
36,Jamaal Williams,GB,BUF,27,51,38.9,4.2
37,T.J. Yeldon,JAC,NYJ,21,51,39.3,4.7
38,Derrick Henry,TEN,PHI,24,51,40.1,5.3
39,Ty Montgomery,GB,BUF,30,52,39.2,4.0
40,Peyton Barber,TB,CHI,32,49,41.4,4.1
41,Jordan Wilkins,IND,HOU,23,48,40.9,3.6
42,Nyheim Hines,IND,HOU,28,56,39.3,4.4
43,Theo Riddick,DET,DAL,29,50,39.5,3.9
44,Latavius Murray,MIN,LAR,28,61,43.3,5.1
45,Alfred Morris,SF,LAC,33,50,45.1,3.3
46,Ito Smith,ATL,CIN,33,54,46.6,4.0
47,Jalen Richard,OAK,CLE,36,56,47.6,4.7
48,Kyle Juszczyk,SF,LAC,17,55,43.7,7.0
49,Wendell Smallwood,PHI,TEN,31,71,50.4,6.1
50,Frank Gore,MIA,NE,16,59,49.7,2.2
51,Chris Ivory,BUF,GB,39,59,49.8,4.0
52,Rashaad Penny,SEA,ARI,43,58,52.5,3.1
53,LeGarrette Blount,DET,DAL,47,66,54.0,3.2
54,Chase Edmonds,ARI,SEA,43,68,55.0,3.7
55,Jacquizz Rodgers,TB,CHI,49,66,57.6,2.4
56,Marcus Murphy,BUF,GB,51,68,58.5,2.9
57,Doug Martin,OAK,CLE,50,67,59.3,3.0
58,Corey Grant,JAC,NYJ,47,77,60.6,6.3
59,Alfred Blue,HOU,IND,49,71,60.9,3.5
60,Devontae Booker,DEN,KC,45,63,57.2,3.3
61,Wayne Gallman,NYG,NO,51,67,59.5,3.1
62,Spencer Ware,KC,DEN,52,69,63.1,2.9
63,Malcolm Brown,LAR,MIN,38,74,66.8,4.5
64,Mike Gillislee,NO,NYG,55,71,65.8,2.4
65,Nick Chubb,CLE,OAK,58,76,69.5,3.2
66,Mark Walton,CIN,ATL,55,79,69.3,3.1
67,Rod Smith,DAL,DET,58,83,70.4,4.4
68,Stevan Ridley,PIT,BAL,64,82,72.7,2.0
69,Damien Williams,KC,DEN,64,82,69.6,3.1
70,Ronald Jones II,TB,CHI,47,100,72.5,12.8
71,Mike Boone,MIN,LAR,39,91,77.6,9.6
72,Mike Davis,SEA,ARI,64,82,72.9,3.6
73,Anthony Sherman,KC,DEN,62,95,72.1,5.6
74,James Develin,NE,MIA,54,84,68.9,7.7
75,Shaun Wilson,TB,CHI,70,94,77.3,5.1
76,CJ Ham,MIN,LAR,65,87,77.4,6.4
77,Josh Adams,PHI,TEN,57,98,81.0,5.3
78,Tre Madden,SEA,ARI,71,92,80.0,3.9
79,Tyler Ervin,HOU,IND,65,94,80.8,4.5
80,Thomas Rawls,CIN,ATL,72,107,83.4,7.1
81,Zach Line,NO,NYG,68,90,79.3,5.1
82,Roc Thomas,MIN,LAR,40,101,85.0,6.3
83,C.J. Prosise,SEA,ARI,64,95,67.3,3.9
84,Kenjon Barner,NE,MIA,55,91,71.4,12.0
85,Ameer Abdullah,DET,DAL,76,98,82.8,5.0
86,Andy Janovich,DEN,KC,72,94,83.8,4.9
87,Tommy Bohanon,JAC,NYJ,74,95,84.3,6.0
88,DeAndre Washington,OAK,CLE,68,100,79.8,5.7
89,Ryan Hewitt,IND,HOU,53,83,66.5,9.3
90,Kalen Ballage,MIA,NE,80,103,88.7,4.3
91,Patrick DiMarco,BUF,GB,68,90,82.4,4.2
92,Trenton Cannon,NYJ,JAC,77,97,89.3,5.5
93,Keith Smith,OAK,CLE,59,92,76.6,10.9
94,Justin Jackson,LAC,SF,85,99,90.6,2.9
95,Paul Perkins,NYG,NO,72,93,83.8,4.0
96,Benny Cunningham,CHI,TB,64,94,84.6,7.0
97,Jeremy McNichols,IND,HOU,63,98,87.0,6.9
98,Adrian Peterson,CHI,TB,72,79,76.3,3.1
99,Roosevelt Nix,PIT,BAL,71,97,89.6,9.7
100,Trey Edmunds,PIT,BAL,83,99,90.0,3.7
101,Derek Watt,LAC,SF,85,100,90.0,3.8
102,Raheem Mostert,SF,LAC,79,101,92.8,8.5
103,Derrick Coleman,ARI,SEA,84,99,92.3,6.4
104,Gregory Howell,HOU,IND,89,100,96.2,4.0
105,Michael Burton,CHI,TB,89,102,96.3,4.9
106,Christine Michael,FA,,82,94,88.0,6.0
107,Detrez Newsome,LAC,SF,88,89,88.5,0.5
108,Ricky Ortiz,ATL,CIN,88,104,97.8,6.4
109,Dwayne Washington,NO,NYG,90,103,99.0,5.2
110,Bo Scarbrough,DAL,DET,87,97,92.0,5.0
111,Jamize Olawale,DAL,DET,89,95,92.0,3.0
112,T.J. Logan,ARI,SEA,88,97,92.5,4.5
113,Brian Hill,ATL,CIN,97,101,99.0,2.0
114,Brandon Wilds,JAC,NYJ,102,106,104.3,1.7
