Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Michael Thomas,NO,NYG,1,3,1.1,0.3
2,Odell Beckham Jr.,NYG,NO,1,5,2.4,0.7
3,Antonio Brown,PIT,BAL,1,10,2.9,1.3
4,Julio Jones,ATL,CIN,2,8,4.9,1.1
5,DeAndre Hopkins,HOU,IND,3,13,5.0,1.7
6,Tyreek Hill,KC,DEN,3,11,6.4,1.5
7,Keenan Allen,LAC,SF,4,19,8.2,2.6
8,A.J. Green,CIN,ATL,4,18,9.5,2.4
9,JuJu Smith-Schuster,PIT,BAL,4,15,10.2,2.3
10,Adam Thielen,MIN,LAR,4,15,10.2,2.5
11,Mike Evans,TB,CHI,5,17,10.9,2.3
12,Davante Adams,GB,BUF,5,20,11.1,3.0
13,Jarvis Landry,CLE,OAK,4,17,11.5,2.3
14,Emmanuel Sanders,DEN,KC,7,17,12.9,2.3
15,Stefon Diggs,MIN,LAR,9,19,14.5,2.2
16,T.Y. Hilton,IND,HOU,9,28,16.9,2.7
17,Golden Tate,DET,DAL,15,39,18.4,4.6
18,Will Fuller,HOU,IND,12,26,19.2,2.5
19,Allen Robinson,CHI,TB,11,26,19.5,2.7
20,Demaryius Thomas,DEN,KC,15,29,20.4,2.6
21,Brandin Cooks,LAR,MIN,15,32,22.4,3.3
22,Sterling Shepard,NYG,NO,13,36,22.7,4.5
23,Robert Woods,LAR,MIN,13,32,23.0,2.7
24,Kenny Golladay,DET,DAL,18,30,23.3,2.1
25,John Brown,BAL,PIT,19,34,24.2,2.6
26,Cooper Kupp,LAR,MIN,18,33,27.1,2.1
27,Sammy Watkins,KC,DEN,23,41,29.7,4.4
28,Nelson Agholor,PHI,TEN,21,43,30.4,3.9
29,Amari Cooper,OAK,CLE,18,45,31.3,6.2
30,Calvin Ridley,ATL,CIN,16,43,31.8,4.4
31,Tyler Boyd,CIN,ATL,17,41,31.9,4.6
32,Marvin Jones,DET,DAL,23,42,32.6,4.3
33,Mike Williams,LAC,SF,18,47,33.2,5.8
34,Kenny Stills,MIA,NE,23,45,34.6,4.1
35,Tyler Lockett,SEA,ARI,22,48,35.4,4.6
36,Michael Crabtree,BAL,PIT,21,43,34.1,3.7
37,Larry Fitzgerald,ARI,SEA,17,49,35.5,3.7
38,Keelan Cole,JAC,NYJ,28,49,38.4,4.4
39,Geronimo Allison,GB,BUF,20,50,39.0,5.9
40,Corey Davis,TEN,PHI,30,48,39.3,3.8
41,Quincy Enunwa,NYJ,JAC,23,52,43.3,4.4
42,Chris Hogan,NE,MIA,20,51,40.7,5.7
43,Chris Godwin,TB,CHI,33,56,43.9,3.9
44,Antonio Callaway,CLE,OAK,28,63,42.7,4.6
45,Jordy Nelson,OAK,CLE,31,51,45.4,2.2
46,DeSean Jackson,TB,CHI,33,66,44.9,3.6
47,Doug Baldwin,SEA,ARI,20,94,43.9,12.5
48,Ted Ginn,NO,NYG,40,68,50.4,3.4
49,Josh Gordon,NE,MIA,41,77,52.4,7.1
50,Alshon Jeffery,PHI,TEN,34,77,55.9,7.5
51,Christian Kirk,ARI,SEA,35,71,53.9,5.8
52,Taylor Gabriel,CHI,TB,27,72,57.3,7.8
53,Courtland Sutton,DEN,KC,33,69,53.1,5.6
54,Marquise Goodwin,SF,LAC,48,63,54.1,2.9
55,Dede Westbrook,JAC,NYJ,48,73,54.5,4.7
56,Danny Amendola,MIA,NE,42,69,60.1,5.6
57,Mohamed Sanu,ATL,CIN,45,73,58.6,4.6
58,Kelvin Benjamin,BUF,GB,47,81,57.8,6.4
59,Brandon Marshall,SEA,ARI,46,73,57.4,7.4
60,Willie Snead,BAL,PIT,47,67,58.1,4.5
61,Tyrell Williams,LAC,SF,44,77,60.7,7.6
62,Pierre Garcon,SF,LAC,52,70,61.0,6.0
63,Ryan Grant,IND,HOU,54,74,61.2,4.6
64,Cole Beasley,DAL,DET,46,68,61.5,4.2
65,Albert Wilson,MIA,NE,53,80,64.1,3.6
66,Robby Anderson,NYJ,JAC,52,78,63.6,5.2
67,Taywan Taylor,TEN,PHI,52,82,66.1,7.4
68,Donte Moncrief,JAC,NYJ,52,73,65.3,4.7
69,Phillip Dorsett,NE,MIA,52,95,70.6,4.7
70,Rashard Higgins,CLE,OAK,57,84,71.5,4.0
71,James Washington,PIT,BAL,66,88,76.0,4.3
72,John Ross,CIN,ATL,67,94,74.9,4.2
73,Jakeem Grant,MIA,NE,40,88,75.4,7.4
74,Allen Hurns,DAL,DET,63,87,73.9,3.2
75,Zay Jones,BUF,GB,71,94,74.9,4.4
76,Martavis Bryant,OAK,CLE,62,87,79.7,4.2
77,Cameron Meredith,NO,NYG,61,94,79.8,7.7
78,Jaron Brown,SEA,ARI,63,103,80.4,7.2
79,Dante Pettis,SF,LAC,69,101,83.2,7.6
80,Terrelle Pryor,NYJ,JAC,70,90,79.0,4.2
81,Laquon Treadwell,MIN,LAR,32,93,80.5,10.4
82,Tavon Austin,DAL,DET,75,126,85.7,4.6
83,Deonte Thompson,DAL,DET,69,87,77.0,2.8
84,Chester Rogers,IND,HOU,69,91,82.8,3.7
85,Chris Conley,KC,DEN,76,91,84.7,2.9
86,Michael Gallup,DAL,DET,74,99,86.2,4.0
87,Jermaine Kearse,NYJ,JAC,79,101,89.7,5.2
88,Andre Holmes,BUF,GB,79,98,86.1,4.7
89,Jordan Matthews,PHI,TEN,59,105,91.0,5.2
90,Adam Humphries,TB,CHI,73,94,89.9,4.6
91,Tre'Quan Smith,NO,NYG,73,110,93.7,8.3
92,Trent Taylor,SF,LAC,89,105,91.6,1.5
93,Chad Williams,ARI,SEA,73,102,93.6,4.9
94,Tajae Sharpe,TEN,PHI,83,110,97.1,5.6
95,Cordarrelle Patterson,NE,MIA,90,106,98.0,3.4
96,Seth Roberts,OAK,CLE,84,128,99.4,8.1
97,Travis Benjamin,LAC,SF,86,105,98.1,4.3
98,Ryan Switzer,PIT,BAL,88,125,101.7,3.9
99,Marquez Valdes-Scantling,GB,BUF,58,124,98.2,15.0
100,Austin Carr,NO,NYG,95,122,100.1,4.0
101,Kamar Aiken,PHI,TEN,57,100,93.7,4.2
102,Chris Moore,BAL,PIT,97,115,104.1,4.5
103,TJ Jones,DET,DAL,96,118,106.7,4.5
104,Brandon LaFell,OAK,CLE,73,134,103.3,7.6
105,Demarcus Robinson,KC,DEN,99,113,104.9,3.0
106,Russell Shepard,NYG,NO,93,113,102.0,4.2
107,Robert Foster,BUF,GB,105,127,114.1,5.7
108,Vyncint Smith,HOU,IND,90,136,113.5,8.7
109,Josh Bellamy,CHI,TB,84,118,102.8,8.7
110,J.,ARI,SEA,94,118,110.2,4.6
111,D.J. Chark,JAC,NYJ,102,116,108.8,4.4
112,Keke Coutee,HOU,IND,72,124,97.4,7.9
113,Kevin White,CHI,TB,103,117,108.9,3.2
114,De'Anthony Thomas,KC,DEN,105,123,111.8,3.8
115,Josh Malone,CIN,ATL,101,121,114.0,3.3
116,Marvin Hall,ATL,CIN,100,120,110.3,4.0
117,Marcell Ateman,OAK,CLE,99,105,101.5,2.6
118,Zach Pascal,IND,HOU,106,123,115.0,2.6
119,Darius Jennings,TEN,PHI,110,120,114.8,4.5
120,Kendrick Bourne,SF,LAC,92,131,118.8,6.0
121,Brice Butler,DAL,DET,82,123,110.5,16.7
122,DaeSean Hamilton,DEN,KC,109,131,115.8,5.5
123,Josh Reynolds,LAR,MIN,115,126,118.2,3.1
124,Aldrick Robinson,MIN,LAR,104,127,113.8,8.3
125,Stacy Coley,NYG,NO,112,125,119.8,4.6
126,Ray-Ray McCloud,BUF,GB,99,130,120.6,11.8
127,Justin Hardy,ATL,CIN,111,128,120.6,5.5
128,David Moore,SEA,ARI,106,130,119.3,9.1
129,Justin Hunter,PIT,BAL,103,137,119.0,14.0
130,Darrius Heyward-Bey,PIT,BAL,112,134,124.5,8.0
131,Sammie Coates,HOU,IND,116,132,124.5,6.7
132,Shelton Gibson,PHI,TEN,116,129,122.3,5.3
133,Tim Patrick,DEN,KC,114,135,128.4,8.3
134,J'Mon Moore,GB,BUF,114,128,121.0,7.0
135,Alex Erickson,CIN,ATL,132,133,132.5,0.5
