Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Jacksonville (JAC)JAC DST,JAC,NYJ,1,3,1.1,0.3
2,Chicago (CHI)CHI DST,CHI,TB,1,10,3.3,1.6
3,Green Bay (GB)GB DST,GB,BUF,2,7,3.8,1.3
4,Los Angeles (LAC)LAC DST,LAC,SF,1,30,3.6,1.7
5,Philadelphia (PHI)PHI DST,PHI,TEN,1,10,4.5,1.3
6,Seattle (SEA)SEA DST,SEA,ARI,2,13,5.7,1.4
7,Los Angeles (LAR)LAR DST,LAR,MIN,4,12,7.2,0.9
8,Cleveland (CLE)CLE DST,CLE,OAK,4,20,9.0,3.1
9,New England (NE)NE DST,NE,MIA,7,19,10.6,1.6
10,Houston (HOU)HOU DST,HOU,IND,6,22,10.4,1.8
11,Dallas (DAL)DAL DST,DAL,DET,3,18,10.4,2.5
12,Arizona (ARI)ARI DST,ARI,SEA,6,19,12.3,2.3
13,Minnesota (MIN)MIN DST,MIN,LAR,4,25,13.3,3.4
14,Pittsburgh (PIT)PIT DST,PIT,BAL,9,24,14.4,2.2
15,Indianapolis (IND)IND DST,IND,HOU,8,22,15.6,2.8
16,Baltimore (BAL)BAL DST,BAL,PIT,9,23,16.7,2.7
17,New Orleans (NO)NO DST,NO,NYG,11,25,17.0,2.4
18,Tennessee (TEN)TEN DST,TEN,PHI,11,26,18.6,2.5
19,Tampa Bay (TB)TB DST,TB,CHI,11,26,18.3,2.6
20,Oakland (OAK)OAK DST,OAK,CLE,6,23,18.0,3.5
21,Detroit (DET)DET DST,DET,DAL,5,25,19.4,3.1
22,New York (NYJ)NYJ DST,NYJ,JAC,10,23,19.5,2.4
23,Atlanta (ATL)ATL DST,ATL,CIN,13,27,23.1,1.1
24,Cincinnati (CIN)CIN DST,CIN,ATL,13,30,25.0,2.2
25,Miami (MIA)MIA DST,MIA,NE,13,29,24.9,2.6
26,Kansas City (KC)KC DST,KC,DEN,9,29,25.0,1.9
27,Denver (DEN)DEN DST,DEN,KC,16,30,26.2,2.6
28,Buffalo (BUF)BUF DST,BUF,GB,18,30,26.3,3.2
29,New York (NYG)NYG DST,NYG,NO,20,30,28.3,1.8
30,San Francisco (SF)SF DST,SF,LAC,23,30,28.4,1.4
