Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Travis Kelce,KC,DEN,1,3,1.4,0.5
2,Zach Ertz,PHI,TEN,1,3,2.3,0.5
3,Rob Gronkowski,NE,MIA,1,5,2.8,1.4
4,Jimmy Graham,GB,BUF,3,9,4.3,1.1
5,Kyle Rudolph,MIN,LAR,2,11,5.5,1.6
6,Jared Cook,OAK,CLE,3,13,7.1,2.1
7,Eric Ebron,IND,HOU,4,13,7.3,1.8
8,Trey Burton,CHI,TB,3,13,7.7,1.7
9,O.J. Howard,TB,CHI,3,14,9.3,2.2
10,David Njoku,CLE,OAK,3,16,10.5,1.8
11,George Kittle,SF,LAC,6,15,10.7,2.0
12,Tyler Eifert,CIN,ATL,5,23,11.6,2.8
13,Benjamin Watson,NO,NYG,9,22,12.4,1.7
14,Vance McDonald,PIT,BAL,9,20,14.6,2.0
15,Austin Hooper,ATL,CIN,9,23,14.8,1.9
16,Austin Seferian-Jenkins,JAC,NYJ,14,23,16.5,1.5
17,Ricky Seals-Jones,ARI,SEA,13,25,18.8,1.8
18,Dallas Goedert,PHI,TEN,7,25,17.6,2.3
19,Rhett Ellison,NYG,NO,11,29,21.0,3.1
20,Will Dissly,SEA,ARI,14,27,20.1,2.4
21,Jesse James,PIT,BAL,12,30,20.6,3.0
22,Charles Clay,BUF,GB,11,29,22.7,2.8
23,Mark Andrews,BAL,PIT,13,32,23.6,4.1
24,Cameron Brate,TB,CHI,17,41,26.5,4.7
25,Antonio Gates,LAC,SF,17,46,26.0,3.2
26,Ryan Griffin,HOU,IND,18,32,25.1,3.9
27,Jonnu Smith,TEN,PHI,21,31,26.5,2.6
28,Mike Gesicki,MIA,NE,16,30,26.0,3.4
29,Geoff Swaim,DAL,DET,21,34,28.3,3.6
30,Nick Vannett,SEA,ARI,18,34,28.5,3.6
31,Tyler Higbee,LAR,MIN,16,37,31.6,3.6
32,Nick Boyle,BAL,PIT,22,39,29.1,2.6
33,Jeff Heuerman,DEN,KC,16,41,27.3,5.5
34,Garrett Celek,SF,LAC,30,48,35.8,4.8
35,C.J. Uzomah,CIN,ATL,20,40,30.7,3.8
36,Luke Willson,DET,DAL,30,47,37.1,3.8
37,Jason Croom,BUF,GB,24,62,42.5,5.8
38,Virgil Green,LAC,SF,25,52,38.2,2.7
39,Jordan Akins,HOU,IND,32,50,38.7,3.0
40,Tyler Kroft,CIN,ATL,24,55,42.3,4.8
41,Jordan Thomas,HOU,IND,34,48,39.4,1.6
42,Luke Stocker,TEN,PHI,34,54,39.7,3.6
43,Hayden Hurst,BAL,PIT,26,59,36.0,6.1
44,Maxx Williams,BAL,PIT,26,53,41.0,7.2
45,Chris Herndon IV,NYJ,JAC,30,57,42.9,4.8
46,Gerald Everett,LAR,MIN,38,45,42.9,1.2
47,Jermaine Gresham,ARI,SEA,36,65,42.3,2.1
48,Josh Hill,NO,NYG,36,56,44.5,1.9
49,Demetrius Harris,KC,DEN,45,63,46.8,2.2
50,Eric Tomlinson,NYJ,JAC,36,54,47.4,4.2
51,Blake Jarwin,DAL,DET,38,60,52.5,4.6
52,Joshua Perkins,PHI,TEN,46,64,52.4,5.4
53,Dion Sims,CHI,TB,50,60,53.0,3.0
54,Darren Fells,CLE,OAK,51,66,54.0,2.0
55,Derek Carrier,OAK,CLE,51,58,54.2,2.5
56,Lance Kendricks,GB,BUF,36,68,55.2,1.7
57,Dwayne Allen,NE,MIA,44,75,55.8,7.6
58,Matt LaCosse,DEN,KC,43,59,51.5,5.9
59,Levine Toilolo,DET,DAL,42,64,53.8,8.7
60,James O'Shaughnessy,JAC,NYJ,40,64,58.2,5.8
61,Logan Paulsen,ATL,CIN,50,60,58.4,1.6
62,Rico Gathers,DAL,DET,31,67,49.0,18.0
63,Logan Thomas,BUF,GB,57,72,63.0,6.4
64,Niles Paul,JAC,NYJ,58,71,63.8,5.8
65,Seth DeValve,CLE,OAK,37,73,55.0,18.0
66,Jacob Hollister,NE,MIA,56,69,62.3,5.3
67,Durham Smythe,MIA,NE,51,61,56.0,5.0
68,Tyler Conklin,NE,MIA,55,58,56.5,1.5
69,Marcedes Lewis,GB,BUF,41,78,59.5,18.5
70,David Morgan,MIN,LAR,59,61,60.0,1.0
71,Scott Simonson,NYG,NO,65,75,70.0,4.1
72,Hakeem Valles,DET,DAL,61,74,67.5,6.5
73,Lee Smith,OAK,CLE,71,73,72.0,1.0
74,Eric Saubert,ATL,CIN,70,76,73.0,3.0
