Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Jacksonville Jaguars,JAC,2.9,1.3,0.7,1.1,0.2,0.0,15.1,270.2,9.3
Los Angeles Chargers,LAC,3.1,1.2,0.6,0.8,0.2,0.0,19.8,342.3,9.0
Green Bay Packers,GB,3.1,1.0,0.6,0.7,0.2,0.0,19.6,320.0,8.7
Seattle Seahawks,SEA,2.5,1.1,0.6,0.9,0.2,0.0,15.8,267.3,8.4
Chicago Bears,CHI,2.6,1.1,0.8,1.3,0.2,0.0,21.8,374.7,7.9
Philadelphia Eagles,PHI,2.1,0.9,0.7,1.0,0.2,0.0,19.1,293.2,7.6
Indianapolis Colts,IND,2.8,1.0,0.7,1.0,0.2,0.0,23.4,371.4,7.5
Los Angeles Rams,LAR,2.4,1.0,0.7,1.1,0.2,0.0,21.2,369.5,7.1
New England Patriots,NE,2.4,1.0,0.6,0.9,0.2,0.0,20.6,371.6,7.0
Arizona Cardinals,ARI,2.7,0.9,0.6,0.9,0.2,0.1,20.8,338.0,7.0
Kansas City Chiefs,KC,2.1,1.0,0.6,1.0,0.2,0.0,23.2,363.2,6.8
Pittsburgh Steelers,PIT,2.6,1.0,0.6,0.8,0.2,0.0,23.7,350.7,6.8
Dallas Cowboys,DAL,2.4,0.9,0.7,1.1,0.2,0.0,21.8,354.4,6.8
Tampa Bay Buccaneers,TB,2.4,0.9,0.7,1.3,0.2,0.1,22.8,339.4,6.7
New Orleans Saints,NO,2.3,1.0,0.6,0.8,0.2,0.0,22.2,352.3,6.7
Baltimore Ravens,BAL,2.0,1.0,0.7,0.9,0.2,0.1,24.9,357.1,6.6
Tennessee Titans,TEN,2.5,0.8,0.7,1.1,0.2,0.0,23.4,368.8,6.6
Oakland Raiders,OAK,2.6,0.8,0.6,0.9,0.2,0.0,22.4,361.2,6.6
Houston Texans,HOU,2.4,0.8,0.6,0.9,0.2,0.1,24.3,338.3,6.5
Cleveland Browns,CLE,1.8,1.0,0.7,1.1,0.2,0.0,22.2,348.4,6.3
Minnesota Vikings,MIN,2.0,0.9,0.7,1.0,0.2,0.1,27.3,366.8,6.3
Buffalo Bills,BUF,2.5,0.7,0.6,0.9,0.2,0.0,25.2,344.6,6.2
Detroit Lions,DET,2.3,0.8,0.6,0.8,0.2,0.0,23.0,341.0,6.2
Atlanta Falcons,ATL,2.0,0.9,0.6,0.9,0.2,0.0,22.8,361.4,6.2
New York Jets,NYJ,1.9,0.9,0.6,1.0,0.2,0.0,23.9,339.0,6.0
San Francisco 49ers,SF,1.7,0.7,0.7,1.0,0.2,0.0,29.1,410.9,5.7
Denver Broncos,DEN,2.1,0.7,0.6,0.7,0.2,0.0,29.8,367.7,5.6
Miami Dolphins,MIA,1.7,0.7,0.6,0.9,0.2,0.1,26.3,371.7,5.5
Cincinnati Bengals,CIN,2.1,0.7,0.5,0.6,0.2,0.0,26.6,371.9,5.5
New York Giants,NYG,1.4,0.7,0.6,0.8,0.2,0.0,28.0,410.5,5.1
