Player Name,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
DeAndre Hopkins,ARI,7.5,90.0,0.6,0.0,0.2,0.0,0.1,16.5
Keenan Allen,LAC,7.4,89.1,0.5,0.2,1.0,0.0,0.1,15.7
Calvin Ridley,ATL,5.8,79.8,0.8,0.3,1.8,0.0,0.1,15.5
Tyler Lockett,SEA,6.1,80.9,0.7,0.2,1.3,0.0,0.0,15.4
Tyreek Hill,KC,5.3,78.3,0.7,0.8,5.4,0.0,0.0,15.3
Amari Cooper,DAL,6.5,85.5,0.6,0.1,0.3,0.0,0.1,15.2
Adam Thielen,MIN,6.2,81.7,0.7,0.3,1.5,0.0,0.1,15.2
Cooper Kupp,LAR,5.8,73.6,0.6,0.5,2.8,0.0,0.1,14.3
Stefon Diggs,BUF,5.6,79.5,0.6,0.2,1.6,0.0,0.1,14.3
D.K. Metcalf,SEA,4.5,77.2,0.7,0.1,0.3,0.0,0.1,13.9
Terry McLaurin,WAS,5.6,80.0,0.5,0.2,1.1,0.0,0.1,13.8
Allen Robinson II,CHI,6.3,76.7,0.5,0.1,0.6,0.0,0.1,13.8
Robby Anderson,CAR,5.5,76.2,0.6,0.1,0.7,0.0,0.1,13.7
Robert Woods,LAR,5.6,70.6,0.4,1.5,9.0,0.1,0.1,13.6
D.J. Moore,CAR,5.8,79.0,0.4,0.3,2.9,0.0,0.1,13.5
Mike Evans,TB,5.2,73.6,0.6,0.0,0.0,0.0,0.0,13.4
Odell Beckham Jr.,CLE,5.1,70.9,0.5,0.5,4.2,0.0,0.0,13.2
Justin Jefferson,MIN,4.8,77.8,0.5,0.1,0.7,0.0,0.1,13.2
DeVante Parker,MIA,5.2,72.5,0.5,0.0,0.0,0.0,0.0,12.8
Will Fuller V,HOU,4.6,68.5,0.6,0.2,1.0,0.0,0.0,12.6
JuJu Smith-Schuster,PIT,5.3,66.1,0.5,0.0,0.1,0.0,0.0,12.4
D.J. Chark Jr.,JAC,4.9,65.3,0.6,0.1,0.5,0.0,0.0,12.3
Tyler Boyd,CIN,6.0,68.3,0.4,0.2,1.1,0.0,0.1,12.3
Marquise Brown,BAL,4.5,63.8,0.6,0.3,2.0,0.0,0.0,12.1
Jamison Crowder,NYJ,5.6,65.9,0.4,0.1,0.5,0.0,0.1,12.0
Diontae Johnson,PIT,5.1,62.0,0.5,0.3,2.3,0.0,0.1,12.0
CeeDee Lamb,DAL,4.6,63.4,0.5,0.6,3.0,0.0,0.1,11.9
A.J. Brown,TEN,4.3,66.6,0.5,0.2,2.0,0.0,0.0,11.8
Darius Slayton,NYG,4.0,60.2,0.6,0.0,0.0,0.0,0.0,11.5
Scotty Miller,TB,4.4,57.6,0.4,0.4,2.0,0.0,0.0,10.5
John Brown,BUF,4.1,55.6,0.5,0.1,0.3,0.0,0.0,10.4
T.Y. Hilton,IND,4.4,64.0,0.3,0.0,0.0,0.0,0.0,10.2
Hunter Renfrow,LV,4.5,55.4,0.4,0.0,0.3,0.0,0.0,10.0
Tee Higgins,CIN,4.0,55.2,0.4,0.1,0.8,0.0,0.0,9.8
Sammy Watkins,KC,4.3,56.9,0.3,0.2,1.3,0.0,0.0,9.8
Laviska Shenault Jr.,JAC,4.1,51.9,0.2,1.5,8.3,0.0,0.1,9.6
Michael Gallup,DAL,3.7,62.2,0.3,0.0,0.0,0.0,0.0,9.6
Emmanuel Sanders,NO,4.2,51.8,0.4,0.0,0.4,0.0,0.0,9.6
Michael Thomas,NO,4.7,55.5,0.3,0.1,0.2,0.0,0.0,9.4
Deebo Samuel,SF,3.7,48.2,0.2,0.8,8.2,0.1,0.0,9.2
Jarvis Landry,CLE,4.5,55.1,0.2,0.1,0.4,0.0,0.0,9.1
Golden Tate,NYG,4.8,52.8,0.2,0.2,0.7,0.0,0.0,9.1
Russell Gage,ATL,4.8,49.6,0.2,0.3,1.1,0.0,0.0,8.9
Greg Ward,PHI,5.0,52.5,0.2,0.3,1.2,0.0,0.1,8.8
Curtis Samuel,CAR,3.3,38.6,0.2,2.2,12.7,0.1,0.0,8.6
Brandon Aiyuk,SF,3.5,47.8,0.2,1.0,5.8,0.0,0.0,8.4
Tre'Quan Smith,NO,3.5,46.2,0.3,0.0,0.1,0.0,0.0,8.4
Cole Beasley,BUF,4.1,50.1,0.2,0.0,0.2,0.0,0.0,8.4
A.J. Green,CIN,4.1,50.9,0.2,0.0,0.2,0.0,0.0,8.2
Brandin Cooks,HOU,3.7,48.9,0.2,0.2,1.1,0.0,0.0,8.0
Olamide Zaccheaus,ATL,3.8,48.5,0.2,0.1,0.4,0.0,0.0,8.0
Zach Pascal,IND,3.6,48.1,0.2,0.0,0.2,0.0,0.0,7.9
Christian Kirk,ARI,3.8,44.0,0.2,0.4,3.0,0.0,0.0,7.8
Keelan Cole,JAC,3.2,43.6,0.2,0.1,0.4,0.0,0.0,7.1
Mecole Hardman,KC,2.5,39.0,0.3,0.2,1.2,0.0,0.0,7.0
Randall Cobb,HOU,3.3,42.8,0.2,0.1,0.4,0.0,0.0,7.0
Darnell Mooney,CHI,3.3,41.2,0.2,0.2,1.0,0.0,0.0,6.9
Dontrelle Inman,WAS,3.3,40.4,0.2,0.0,0.0,0.0,0.0,6.8
Anthony Miller,CHI,3.3,40.9,0.2,0.2,0.9,0.0,0.0,6.8
Henry Ruggs III,LV,3.2,41.2,0.1,0.4,2.2,0.0,0.0,6.8
Isaiah Ford,MIA,3.7,40.7,0.1,0.1,0.5,0.0,0.0,6.8
Mike Williams,LAC,2.6,42.5,0.2,0.0,0.2,0.0,0.0,6.7
Jeff Smith,NYJ,3.2,39.5,0.1,0.1,0.4,0.0,0.0,6.4
Preston Williams,MIA,2.9,41.1,0.1,0.0,0.2,0.0,0.0,6.4
Kendrick Bourne,SF,2.5,35.2,0.2,0.0,0.0,0.0,0.0,5.9
James Washington,PIT,2.6,36.5,0.2,0.0,0.2,0.0,0.0,5.9
David Moore,SEA,2.4,34.1,0.2,0.2,1.1,0.0,0.0,5.8
Kalif Raymond,TEN,2.4,35.5,0.2,0.2,1.0,0.0,0.0,5.8
Kenny Stills,HOU,2.3,33.0,0.2,0.0,0.0,0.0,0.0,5.7
Andy Isabella,ARI,2.2,32.3,0.2,0.2,1.0,0.0,0.0,5.7
Larry Fitzgerald,ARI,3.0,32.7,0.1,0.0,0.2,0.0,0.0,5.6
Miles Boykin,BAL,2.4,32.6,0.2,0.0,0.1,0.0,0.0,5.6
Jalen Guyton,LAC,2.5,34.2,0.1,0.1,0.3,0.0,0.0,5.5
Isaiah Wright,WAS,2.7,31.2,0.1,0.4,2.2,0.0,0.0,5.2
