Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Alvin Kamara,NO,LAC,1,3,1.4,0.5,22.3,0.25
2,Ezekiel Elliott,DAL,NYG,1,4,1.8,0.6,19.6,0.36
3,Clyde Edwards-Helaire,KC,LV,2,15,3.6,1.5,17.3,1.125
4,Dalvin Cook,MIN,SEA,3,8,3.8,0.7,16.9,0.1633333333333333
5,Kareem Hunt,CLE,IND,2,11,6.4,1.3,16.7,0.8450000000000001
6,Josh Jacobs,LV,KC,3,11,7.2,1.8,16.4,1.08
7,Chris Carson,SEA,MIN,4,15,7.8,2.2,15.8,1.2100000000000002
8,James Robinson,JAC,HOU,4,13,8.0,1.5,15.7,0.5625
9,Derrick Henry,TEN,BUF,1,26,8.1,3.2,15.8,10.240000000000002
10,Mike Davis,CAR,ATL,5,20,9.8,2.2,15.6,0.9680000000000002
11,Jonathan Taylor,IND,CLE,6,19,10.6,2.1,15.6,0.735
12,James Conner,PIT,PHI,8,17,12.4,1.8,15.1,0.405
13,Joe Mixon,CIN,BAL,9,21,13.4,1.3,15.0,0.1877777777777778
14,David Johnson,HOU,JAC,5,25,14.7,2.5,14.3,1.25
15,Miles Sanders,PHI,PIT,11,20,15.3,2.1,14.2,0.40090909090909094
16,Todd Gurley II,ATL,CAR,6,19,15.6,2.1,14.1,0.735
17,Kenyan Drake,ARI,NYJ,10,30,18.0,2.2,14.0,0.4840000000000001
18,Ronald Jones II,TB,CHI,12,28,18.2,2.9,13.7,0.7008333333333333
19,Devin Singletary,BUF,TEN,14,27,18.5,2.6,13.6,0.48285714285714293
20,Antonio Gibson,WAS,LAR,7,23,19.5,2.4,13.1,0.8228571428571428
21,David Montgomery,CHI,TB,18,25,22.9,1.4,11.2,0.10888888888888887
22,Jerick McKinnon,SF,MIA,12,33,23.1,4.5,11.5,1.6875
23,Joshua Kelley,LAC,NO,19,39,23.4,2.2,11.1,0.2547368421052632
24,Mark Ingram II,BAL,CIN,14,47,25.4,2.7,11.0,0.5207142857142858
25,Myles Gaskin,MIA,SF,20,31,26.0,2.3,10.0,0.26449999999999996
26,Devonta Freeman,NYG,DAL,22,34,27.0,2.0,9.7,0.18181818181818182
27,Darrell Henderson,LAR,WAS,20,34,27.8,3.0,9.5,0.45
28,Le'Veon Bell,NYJ,ARI,20,58,29.3,8.3,9.4,3.4445000000000006
29,Latavius Murray,NO,LAC,24,48,30.1,2.0,9.3,0.16666666666666666
30,Raheem Mostert,SF,MIA,8,76,30.9,15.5,8.5,30.03125
31,Malcolm Brown,LAR,WAS,24,43,31.5,3.8,8.2,0.6016666666666667
32,Chase Edmonds,ARI,NYJ,25,39,32.5,2.3,8.1,0.21159999999999995
33,J.K. Dobbins,BAL,CIN,28,50,33.3,3.4,7.9,0.4128571428571428
34,Nyheim Hines,IND,CLE,19,48,33.9,2.4,7.9,0.30315789473684207
35,Justin Jackson,LAC,NO,29,61,37.3,7.5,7.9,1.9396551724137931
36,Alexander Mattison,MIN,SEA,33,51,38.4,3.5,7.8,0.3712121212121212
37,D'Ernest Johnson,CLE,IND,32,52,39.1,4.3,7.3,0.5778125
38,Duke Johnson Jr.,HOU,JAC,35,47,39.4,2.4,7.3,0.16457142857142856
39,Brian Hill,ATL,CAR,35,63,40.3,3.4,6.8,0.33028571428571424
40,Gus Edwards,BAL,CIN,33,55,40.7,4.1,6.7,0.5093939393939394
41,J.D. McKissic,WAS,LAR,36,64,42.7,3.7,6.6,0.3802777777777778
42,Frank Gore,NYJ,ARI,35,52,43.1,4.5,6.1,0.5785714285714286
43,Ke'Shawn Vaughn,TB,CHI,35,59,45.4,5.2,6.0,0.7725714285714287
44,Cam Akers,LAR,WAS,32,64,48.2,6.4,5.9,1.2800000000000002
45,Jordan Howard,MIA,SF,32,68,48.8,6.8,5.5,1.4449999999999998
46,Jeff Wilson Jr.,SF,MIA,32,73,50.5,11.4,5.9,4.06125
47,Travis Homer,SEA,MIN,41,78,51.0,7.1,4.7,1.2295121951219512
48,Chris Thompson,JAC,HOU,38,58,49.5,3.8,5.3,0.38
49,Boston Scott,PHI,PIT,40,60,49.6,4.0,4.7,0.4
