Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Russell Wilson,SEA,MIN,1,3,1.3,0.5,24.8,0.25
2,Patrick Mahomes II,KC,LV,1,4,2.0,0.6,24.3,0.36
3,Lamar Jackson,BAL,CIN,1,7,3.3,0.8,23.7,0.6400000000000001
4,Dak Prescott,DAL,NYG,1,5,3.6,0.6,23.0,0.36
5,Josh Allen,BUF,TEN,2,19,5.5,1.0,22.4,0.5
6,Kyler Murray,ARI,NYJ,3,7,6.0,0.7,21.4,0.1633333333333333
7,Deshaun Watson,HOU,JAC,5,12,6.5,0.8,20.5,0.12800000000000003
8,Matt Ryan,ATL,CAR,7,16,9.3,2.1,19.7,0.63
9,Teddy Bridgewater,CAR,ATL,7,15,9.5,1.2,19.1,0.2057142857142857
10,Gardner Minshew II,JAC,HOU,7,17,10.1,2.0,18.4,0.5714285714285714
11,Drew Brees,NO,LAC,7,16,11.5,1.6,18.2,0.36571428571428577
12,Ben Roethlisberger,PIT,PHI,8,18,12.5,1.8,18.0,0.405
13,Kirk Cousins,MIN,SEA,8,18,13.0,2.2,17.8,0.6050000000000001
14,Jared Goff,LAR,WAS,8,19,14.5,2.2,17.6,0.6050000000000001
15,Daniel Jones,NYG,DAL,11,25,14.5,2.5,17.3,0.5681818181818182
16,Joe Burrow,CIN,BAL,11,26,15.8,2.5,17.1,0.5681818181818182
17,Tom Brady,TB,CHI,10,20,16.4,1.6,16.9,0.25600000000000006
18,Justin Herbert,LAC,NO,9,24,16.6,2.0,16.7,0.4444444444444444
19,Ryan Tannehill,TEN,BUF,15,25,20.2,1.8,16.5,0.21600000000000003
20,Ryan Fitzpatrick,MIA,SF,17,27,20.6,2.1,16.4,0.25941176470588234
21,Jimmy Garoppolo,SF,MIA,18,26,21.3,2.7,16.1,0.405
22,Carson Wentz,PHI,PIT,19,28,22.0,1.7,15.9,0.15210526315789472
23,Baker Mayfield,CLE,IND,19,26,23.2,1.5,15.5,0.11842105263157894
24,Philip Rivers,IND,CLE,20,27,23.3,1.5,15.2,0.1125
25,Derek Carr,LV,KC,16,26,23.1,1.8,14.5,0.2025
26,Nick Foles,CHI,TB,17,33,25.9,1.8,14.0,0.19058823529411767
27,Joe Flacco,NYJ,ARI,24,30,27.1,1.0,13.3,0.041666666666666664
28,Kyle Allen,WAS,LAR,23,33,28.2,1.2,12.3,0.0626086956521739
29,Taysom Hill,NO,LAC,28,34,30.2,1.3,11.1,0.060357142857142866
30,Jalen Hurts,PHI,PIT,29,35,31.5,1.6,10.1,0.08827586206896554
31,C.J. Beathard,SF,MIA,28,39,30.3,2.7,8.6,0.2603571428571429
32,Nick Mullens,SF,MIA,29,36,32.2,1.8,7.9,0.11172413793103449
33,Alex Smith,WAS,LAR,30,36,34.0,1.6,1.2,0.08533333333333334
34,Robert Griffin III,BAL,CIN,31,39,34.8,2.8,1.1,0.2529032258064516
35,Tua Tagovailoa,MIA,SF,29,37,33.0,2.5,1.0,0.21551724137931033
36,Jameis Winston,NO,LAC,30,40,36.7,4.7,1.1,0.7363333333333334
37,Andy Dalton,DAL,NYG,38,44,40.3,2.6,1.0,0.17789473684210527
38,Josh McCown,PHI,PIT,33,35,34.0,1.0,1.0,0.030303030303030304
39,Mitchell Trubisky,CHI,TB,34,54,42.0,8.6,0.9,2.175294117647059
40,Matt Moore,KC,LV,36,37,36.5,0.5,0.9,0.006944444444444444
41,Marcus Mariota,LV,KC,35,46,40.5,5.5,0.9,0.8642857142857143
42,Matt Schaub,ATL,CAR,35,47,41.0,6.0,0.9,1.0285714285714285
43,Colt McCoy,NYG,DAL,37,48,42.5,5.5,0.8,0.8175675675675675
44,Blaine Gabbert,TB,CHI,41,44,42.5,1.5,0.8,0.054878048780487805
45,Brett Hundley,ARI,NYJ,41,47,44.0,3.0,0.8,0.21951219512195122
46,Case Keenum,CLE,IND,40,49,44.5,4.5,0.8,0.50625
47,Jacoby Brissett,IND,CLE,42,56,49.0,5.7,0.8,0.7735714285714286
48,Phillip Walker,CAR,ATL,41,51,46.0,5.0,0.8,0.6097560975609756
49,Mike Glennon,JAC,HOU,42,50,46.0,4.0,0.7,0.38095238095238093
50,Matt Barkley,BUF,TEN,43,51,47.0,4.0,0.7,0.37209302325581395
51,Mason Rudolph,PIT,PHI,43,52,47.5,4.5,0.7,0.47093023255813954
52,Geno Smith,SEA,MIN,44,52,48.0,4.0,0.7,0.36363636363636365
53,AJ McCarron,HOU,JAC,45,53,49.0,4.0,0.6,0.35555555555555557
54,Sean Mannion,MIN,SEA,48,54,51.0,3.0,0.6,0.1875
