Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Travis Kelce,KC,HOU,1,3,1.1,0.3,18.1
2,Austin Hooper,ATL,ARI,1,4,2.6,0.6,15.6
3,George Kittle,SF,LAR,2,6,3.0,1.1,15.0
4,Zach Ertz,PHI,MIN,2,5,3.7,0.7,14.6
5,Mark Andrews,BAL,CIN,2,6,4.9,0.9,13.8
6,Greg Olsen,CAR,TB,5,11,6.4,0.9,11.8
7,Will Dissly,SEA,CLE,5,7,6.4,0.5,10.3
8,Jimmy Graham,GB,DET,8,13,8.5,0.8,8.9
9,Delanie Walker,TEN,DEN,8,14,9.3,0.8,8.6
10,Gerald Everett,LAR,SF,7,18,10.1,1.3,8.6
11,Jared Cook,NO,JAC,7,23,11.9,2.6,7.3
12,Jason Witten,DAL,NYJ,9,16,12.2,0.7,7.3
13,T.J. Hockenson,DET,GB,8,21,14.2,2.7,6.8
14,Vance McDonald,PIT,LAC,11,25,14.2,1.1,7.0
15,Noah Fant,DEN,TEN,8,20,14.9,2.0,6.6
16,O.J. Howard,TB,CAR,10,20,15.7,1.5,6.5
17,Tyler Eifert,CIN,BAL,14,24,18.3,2.1,6.3
18,Jordan Akins,HOU,KC,13,30,19.1,1.9,6.0
19,Dallas Goedert,PHI,MIN,18,26,20.9,2.1,5.7
20,Geoff Swaim,JAC,NO,11,34,21.0,5.5,5.5
21,Kyle Rudolph,MIN,PHI,17,31,22.2,3.0,5.7
22,Jeremy Sprinkle,WAS,MIA,13,52,24.3,5.9,5.4
23,Tyler Higbee,LAR,SF,21,33,25.1,2.7,5.3
24,Ricky Seals-Jones,CLE,SEA,16,40,24.2,5.0,5.2
25,Darren Fells,HOU,KC,19,35,27.4,4.0,5.0
26,Hayden Hurst,BAL,CIN,18,35,26.5,3.8,4.8
27,Cameron Brate,TB,CAR,15,33,26.7,3.5,4.9
28,Mike Gesicki,MIA,WAS,17,36,27.9,2.8,4.5
29,Hunter Henry,LAC,PIT,8,38,20.8,8.5,4.3
30,Rhett Ellison,NYG,NE,16,34,26.5,4.6,4.4
31,Matt LaCosse,NE,NYG,18,38,28.2,4.1,4.4
32,Irv Smith Jr.,MIN,PHI,25,44,31.8,4.1,4.0
33,C.J. Uzomah,CIN,BAL,28,42,33.6,3.0,4.0
34,Blake Jarwin,DAL,NYJ,29,45,35.9,3.0,3.9
35,Demetrius Harris,CLE,SEA,23,45,36.5,5.3,3.4
36,Ryan Izzo,NE,NYG,23,41,33.7,2.6,3.3
37,Ryan Griffin,NYJ,DAL,26,48,38.1,4.7,3.3
38,Josh Hill,NO,JAC,31,44,36.2,4.2,3.1
39,Marcedes Lewis,GB,DET,29,51,38.2,4.7,3.3
40,Jeff Heuerman,DEN,TEN,29,44,39.0,3.6,3.1
41,Jesse James,DET,GB,37,48,41.8,3.3,3.1
42,Luke Willson,SEA,CLE,34,47,40.8,3.1,3.0
43,Nick Boyle,BAL,CIN,22,46,39.5,3.0,3.0
44,Jonnu Smith,TEN,DEN,35,49,42.2,3.3,2.9
45,Maxx Williams,ARI,ATL,34,50,45.0,2.5,2.9
46,Virgil Green,LAC,PIT,24,54,46.5,4.1,2.9
47,Logan Thomas,DET,GB,41,54,47.8,3.9,2.8
48,Charles Clay,ARI,ATL,43,54,48.3,2.3,2.8
49,Lance Kendricks,LAC,PIT,36,55,50.6,4.2,2.8
50,Nick O'Leary,MIA,WAS,45,58,51.8,3.3,2.7
51,Nick Vannett,PIT,LAC,43,58,52.8,2.4,2.5
52,Seth DeValve,JAC,NO,25,59,51.5,5.7,2.4
53,Deon Yelder,KC,HOU,48,57,51.6,2.8,2.5
54,Ross Dwelley,SF,LAR,29,60,51.2,5.9,2.2
55,Drew Sample,CIN,BAL,48,58,54.8,2.3,2.3
56,Luke Stocker,ATL,ARI,50,60,55.5,2.7,2.2
57,Ian Thomas,CAR,TB,48,60,55.8,2.9,2.1
58,Durham Smythe,MIA,WAS,50,63,58.9,2.6,1.8
59,Garrett Dickerson,NYG,NE,45,62,53.3,6.0,1.6
60,Blake Bell,KC,HOU,53,63,60.0,1.9,1.7
61,Levine Toilolo,SF,LAR,30,65,58.0,4.5,1.4
62,Pharaoh Brown,CLE,SEA,55,66,62.2,2.7,1.5
63,Kaden Smith,NYG,NE,42,59,56.8,2.5,1.6
64,MyCole Pruitt,TEN,DEN,50,65,62.6,1.8,1.4
65,Jerome Cunningham,WAS,MIA,60,64,62.3,1.1,1.4
66,Andrew Beck,DEN,TEN,56,68,64.7,2.3,1.3
67,Tyler Conklin,MIN,PHI,60,65,63.5,2.1,1.3
68,Jacob Hollister,SEA,CLE,56,69,65.0,4.7,1.3
69,Daniel Brown,NYJ,DAL,62,67,65.0,2.2,1.2
