Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
61,Demaryius Thomas,NYJ,DAL,51,77,62.4,4.9,7.9
62,Randall Cobb,DAL,NYJ,43,87,62.6,7.8,7.7
63,Ted Ginn,NO,JAC,45,84,67.5,5.6,7.7
64,Byron Pringle,KC,HOU,33,79,63.5,8.0,7.4
65,Jakobi Meyers,NE,NYG,43,77,64.1,6.1,7.6
66,Dante Pettis,SF,LAR,58,73,66.3,3.4,7.5
67,Danny Amendola,DET,GB,53,82,66.7,5.6,7.0
68,Albert Wilson,MIA,WAS,38,75,66.9,4.7,6.7
69,Adam Humphries,TEN,DEN,59,79,67.3,3.1,6.7
70,Marquise Brown,BAL,CIN,22,65,37.4,11.8,7.7
71,Christian Kirk,ARI,ATL,24,93,45.1,19.0,6.7
72,Miles Boykin,BAL,CIN,47,103,72.5,9.1,6.3
73,Antonio Callaway,CLE,SEA,62,99,75.2,6.5,6.6
74,Cody Latimer,NYG,NE,61,90,75.1,5.2,6.3
75,David Moore,SEA,CLE,65,108,78.4,6.9,6.3
76,Trent Sherfield,ARI,ATL,55,102,78.4,8.6,5.8
77,DaeSean Hamilton,DEN,TEN,69,109,80.3,7.4,6.1
78,Olabisi Johnson,MIN,PHI,62,84,76.2,4.5,5.8
79,Mack Hollins,PHI,MIN,64,84,79.0,2.9,5.7
80,Jarius Wright,CAR,TB,66,105,79.4,6.1,5.5
81,Damion Willis,CIN,BAL,61,89,78.1,6.0,5.0
82,Seth Roberts,BAL,CIN,67,92,80.8,7.6,4.9
83,Jake Kumerow,GB,DET,62,98,78.8,10.2,4.9
84,Jaron Brown,SEA,CLE,68,93,82.1,3.2,4.9
85,Travis Benjamin,LAC,PIT,70,91,84.4,3.6,4.7
86,Richie James,SF,LAR,68,92,86.5,4.1,4.7
87,Steven Sims,WAS,MIA,71,118,88.3,10.3,4.4
88,Kendrick Bourne,SF,LAR,78,96,88.2,3.5,4.3
89,Josh Reynolds,LAR,SF,73,102,89.8,7.1,4.3
90,Bobo Wilson,TB,CAR,78,106,91.8,5.4,4.2
91,Alex Erickson,CIN,BAL,74,99,88.5,7.0,4.2
92,Pharoh Cooper,ARI,ATL,79,100,89.6,4.3,4.2
93,Andy Isabella,ARI,ATL,75,105,93.1,6.6,4.2
94,Tajae Sharpe,TEN,DEN,87,101,95.1,3.5,4.2
95,Marqise Lee,JAC,NO,81,97,92.4,2.6,4.1
96,Damiere Byrd,ARI,ATL,61,111,91.2,12.0,3.7
97,Devin Smith,DAL,NYJ,75,107,92.1,7.4,3.8
98,Justin Hardy,ATL,ARI,75,107,95.9,6.9,3.7
99,Damion Ratley,CLE,SEA,89,103,98.5,3.1,3.6
100,Johnny Holton,PIT,LAC,85,112,101.0,6.4,3.6
101,Rashard Higgins,CLE,SEA,52,107,90.7,10.2,3.5
102,Keelan Cole,JAC,NO,96,118,103.9,5.9,3.4
103,Laquon Treadwell,MIN,PHI,95,120,104.2,6.9,3.3
104,Ryan Switzer,PIT,LAC,77,121,101.8,7.5,3.1
105,Josh Bellamy,NYJ,DAL,98,123,107.6,7.5,3.2
106,Geremy Davis,LAC,PIT,101,118,106.4,4.5,3.2
107,Tavon Austin,DAL,NYJ,93,111,104.2,4.1,3.2
108,Kelvin Harmon,WAS,MIA,91,110,101.0,5.4,3.0
109,Marvin Hall,DET,GB,97,117,108.4,6.4,2.9
110,Austin Carr,NO,JAC,90,125,108.7,9.0,2.9
111,Scott Miller,TB,CAR,83,123,109.3,9.2,2.9
112,Cody Core,NYG,NE,90,123,108.4,7.7,2.8
113,J.J. Arcega-Whiteside,PHI,MIN,86,121,112.0,5.5,2.7
114,Braxton Berrios,NYJ,DAL,93,117,113.0,3.5,2.5
115,Russell Gage,ATL,ARI,94,124,114.8,5.0,2.4
116,Allen Hurns,MIA,WAS,105,121,111.1,4.5,2.2
117,Darrius Shepherd,GB,DET,98,122,114.2,5.8,2.1
118,Donte Moncrief,PIT,LAC,75,122,112.7,6.4,2.0
119,Vyncint Smith,NYJ,DAL,91,126,116.5,6.2,2.0
120,Justin Watson,TB,CAR,103,125,118.1,6.2,2.1
121,Malik Turner,SEA,CLE,103,120,113.9,3.3,2.0
122,Darius Jennings,TEN,DEN,104,123,115.9,5.2,1.8
123,Chris Moore,BAL,CIN,98,125,117.0,6.1,1.8
124,Deonte Harris,NO,JAC,105,127,120.4,6.1,1.7
125,Tyler Ervin,JAC,NO,104,124,110.0,8.1,0
126,Isaiah Ford,MIA,WAS,101,124,118.0,4.2,1.5
127,Gunner Olszewski,NE,NYG,111,130,123.3,5.9,1.5
128,Allen Lazard,GB,DET,121,130,126.8,2.1,1.3
129,Stanley Morgan Jr.,CIN,BAL,110,130,124.2,5.5,1.0
130,De'Anthony Thomas,KC,HOU,113,128,124.5,2.1,1.0
131,Taywan Taylor,CLE,SEA,108,126,116.7,7.4,1.1
132,DeAndre Carter,HOU,KC,119,127,124.4,2.4,1.2
133,Diontae Spencer,DEN,TEN,118,132,128.5,3.3,0.8
134,Andre Patton,LAC,PIT,120,132,127.0,5.1,0.7
135,Ray-Ray McCloud,CAR,TB,126,129,127.5,1.5,0.6
136,Jordan Matthews,SF,LAR,127,132,130.8,0.7,0.7
137,Lil'Jordan Humphrey,NO,JAC,132,133,132.5,0.5,0.6
