team,rank,day,mult
ARI,1,Sun,1
BAL,1,Sun,1
BUF,2,Sun,1
CHI,1,Sun,1
CIN,3,Sun,1
CLE,1,Sun,1
DEN,3,Sun,1
DET,1,Sun,1
GB,1,Sun,1
HOU,1,Sun,1
JAC,1,Sun,1
KC,1,Sun,1
LAC,2,Sun,1
LAR,1,Sun,1
MIA,1,Sun,1
MIN,1,Sun,1
NE,3,Sun,1
NO,1,Sun,1
NYG,1,Sun,1
OAK,3,Sun,1
TB,1,Sun,1
WAS,1,Sun,1
