team,rank,day,mult
ARI,1,Sun,1
ATL,1,Sun,1
BUF,1,Sun,1
CAR,2,Sun,1
CHI,1,Sun,1
CIN,1,Sun,1
CLE,3,Sun,1
DEN,1,Sun,1
DET,1,Sun,1
HOU,3,Sun,1
IND,1,Sun,1
JAC,1,Sun,1
LAC,1,Sun,1
LAR,1,Sun,1
NE,3,Sun,1
NO,1,Sun,1
NYG,1,Sun,1
NYJ,1,Sun,1
OAK,3,Sun,1
PHI,1,Sun,1
SEA,1,Sun,1
SF,2,Sun,1
TB,1,Sun,1
TEN,1,Sun,1
