Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Christian McCaffrey,CAR,IND,1,2,1.1,0.2,22.0,0.04
2,Chris Carson,SEA,ARI,1,6,2.1,0.6,18.0,0.36
3,Ezekiel Elliott,DAL,PHI,2,8,3.4,0.6,17.2,0.18
4,Saquon Barkley,NYG,WAS,2,6,3.9,0.7,17.1,0.245
5,Joe Mixon,CIN,MIA,2,13,5.0,1.5,17.1,1.125
6,Leonard Fournette,JAC,ATL,5,19,6.8,1.4,16.9,0.392
7,Alvin Kamara,NO,TEN,5,14,8.2,1.6,16.2,0.512
8,Mark Ingram,BAL,CLE,5,15,9.0,2.0,15.0,0.8
9,Nick Chubb,CLE,BAL,6,18,9.6,1.6,14.4,0.426666666667
10,Marlon Mack,IND,CAR,5,19,10.9,2.4,14.0,1.152
11,Austin Ekeler,LAC,OAK,6,24,12.4,1.6,13.9,0.426666666667
12,Miles Sanders,PHI,DAL,7,17,12.5,2.0,13.8,0.571428571429
13,Melvin Gordon,LAC,OAK,5,18,13.2,2.2,13.7,0.968
14,Aaron Jones,GB,MIN,10,20,13.7,1.9,13.7,0.361
15,Devonta Freeman,ATL,JAC,5,22,16.1,3.6,13.6,2.592
16,Todd Gurley,LAR,SF,9,24,16.3,2.5,13.6,0.694444444444
17,Mike Boone,MIN,GB,8,32,18.0,3.4,13.5,1.445
18,Phillip Lindsay,DEN,DET,9,22,18.1,2.3,13.1,0.587777777778
19,Kenyan Drake,ARI,SEA,12,22,18.2,1.9,13.1,0.300833333333
20,Raheem Mostert,SF,LAR,10,29,21.5,1.9,13.1,0.361
21,DeAndre Washington,OAK,LAC,16,31,21.8,2.4,12.9,0.36
22,James Conner,PIT,NYJ,11,26,21.9,2.5,12.9,0.568181818182
23,Le'Veon Bell,NYJ,PIT,12,27,22.6,2.1,12.6,0.3675
24,Adrian Peterson,WAS,NYG,17,31,23.2,2.5,11.4,0.367647058824
25,Devin Singletary,BUF,NE,21,28,25.7,1.2,11.2,0.0685714285714
26,David Montgomery,CHI,KC,22,31,26.1,1.9,10.8,0.164090909091
27,James White,NE,BUF,20,33,27.9,1.1,10.7,0.0605
28,Kareem Hunt,CLE,BAL,22,33,28.2,1.4,10.6,0.0890909090909
29,Sony Michel,NE,BUF,26,49,31.1,1.5,9.9,0.0865384615385
30,Ronald Jones II,TB,HOU,25,36,32.1,1.6,9.9,0.1024
31,Carlos Hyde,HOU,TB,29,40,32.3,1.7,9.7,0.0996551724138
32,Patrick Laird,MIA,CIN,28,41,32.6,2.3,9.2,0.188928571429
33,Tarik Cohen,CHI,KC,27,38,33.2,1.8,8.7,0.12
34,Boston Scott,PHI,DAL,32,45,36.3,2.1,8.6,0.1378125
35,Royce Freeman,DEN,DET,30,44,37.4,1.9,8.4,0.120333333333
36,Latavius Murray,NO,TEN,32,44,38.8,2.3,8.0,0.1653125
37,Jamaal Williams,GB,MIN,34,46,38.8,2.2,7.8,0.142352941176
38,Kerryon Johnson,DET,DEN,25,51,39.8,4.1,7.6,0.6724
39,Duke Johnson,HOU,TB,35,47,40.5,1.6,7.6,0.0731428571429
40,Peyton Barber,TB,HOU,34,50,41.2,2.3,7.4,0.155588235294
41,Dion Lewis,TEN,NO,23,59,41.2,14.1,6.5,8.64391304348
42,Jalen Richard,OAK,LAC,36,61,43.2,3.3,7.3,0.3025
43,Myles Gaskin,MIA,CIN,35,61,44.2,5.2,7.2,0.772571428571
44,Chris Thompson,WAS,NYG,37,52,44.9,2.6,6.8,0.182702702703
45,Matt Breida,SF,LAR,42,51,45.3,2.0,6.5,0.0952380952381
46,Damien Williams,KC,CHI,18,86,42.2,14.6,5.6,11.8422222222
47,LeSean McCoy,KC,CHI,38,57,47.1,4.7,5.8,0.581315789474
48,Nyheim Hines,IND,CAR,42,56,47.3,2.4,5.7,0.137142857143
49,David Johnson,ARI,SEA,42,55,49.3,2.4,5.5,0.137142857143
50,Rex Burkhead,NE,BUF,47,64,50.3,1.7,5.5,0.0614893617021
51,Ameer Abdullah,MIN,GB,41,66,51.3,5.3,5.3,0.68512195122
52,C.J. Prosise,SEA,ARI,48,60,53.2,2.7,4.9,0.151875
53,Giovani Bernard,CIN,MIA,41,58,53.3,2.6,4.9,0.16487804878
54,Tevin Coleman,SF,LAR,42,62,53.8,4.2,4.8,0.42
55,Gus Edwards,BAL,CLE,45,63,52.6,3.9,4.7,0.338
56,Jaylen Samuels,PIT,NYJ,51,64,57.3,2.0,4.6,0.078431372549
57,Brian Hill,ATL,JAC,46,65,57.9,4.1,4.5,0.365434782609
58,Tony Pollard,DAL,PHI,46,70,59.5,4.8,4.4,0.500869565217
59,Dare Ogunbowale,TB,HOU,49,70,61.0,3.4,4.3,0.235918367347
60,Spencer Ware,KC,CHI,48,73,60.4,5.1,4.3,0.541875
61,Darwin Thompson,KC,CHI,49,94,63.1,9.8,4.2,1.96
62,Frank Gore,BUF,NE,51,67,62.8,2.7,3.9,0.142941176471
63,J.D. McKissic,DET,DEN,53,70,62.5,3.7,3.9,0.258301886792
64,Jordan Wilkins,IND,CAR,58,75,64.7,4.1,3.9,0.289827586207
65,Ty Montgomery,NYJ,PIT,59,79,66.8,3.4,3.8,0.19593220339
66,Benny Snell Jr.,PIT,NYJ,63,82,69.1,4.1,3.7,0.266825396825
67,Ty Johnson,DET,DEN,56,77,67.1,4.1,3.7,0.300178571429
68,Malcolm Brown,LAR,SF,60,76,70.0,3.9,3.7,0.2535
69,CJ Ham,MIN,GB,57,77,67.6,4.7,3.4,0.387543859649
70,Bo Scarbrough,DET,DEN,57,112,70.5,8.9,3.2,1.38964912281
71,Justice Hill,BAL,CLE,63,79,72.8,3.3,2.8,0.172857142857
72,Justin Jackson,LAC,OAK,65,87,73.2,4.5,2.8,0.311538461538
73,Kyle Juszczyk,SF,LAR,67,86,72.5,4.4,2.7,0.288955223881
74,Chase Edmonds,ARI,SEA,64,82,77.1,2.7,2.7,0.11390625
75,Qadree Ollison,ATL,JAC,64,84,74.0,4.6,2.7,0.330625
76,Javorius Allen,NYG,WAS,65,89,77.1,4.3,2.6,0.284461538462
77,Ryquell Armstead,JAC,ATL,66,87,78.8,3.3,2.3,0.165
78,Brandon Bolden,NE,BUF,67,93,79.0,5.4,2.3,0.435223880597
79,Wes Hills,DET,DEN,65,109,78.7,10.6,2.2,1.72861538462
80,Jay Ajayi,PHI,DAL,76,97,81.9,4.4,2.0,0.254736842105
81,Kerrith Whyte,PIT,NYJ,74,92,81.7,4.7,2.0,0.298513513514
82,Alec Ingold,OAK,LAC,70,103,82.0,7.7,1.6,0.847
83,Khari Blasingame,TEN,NO,48,98,80.3,16.4,1.3,5.60333333333
84,Reggie Bonnafon,CAR,IND,80,97,86.1,3.7,1.5,0.171125
85,Alexander Mattison,MIN,GB,36,110,80.9,17.5,1.4,8.50694444444
86,Travis Homer,SEA,ARI,70,105,86.6,6.7,1.4,0.641285714286
87,Alex Armah,CAR,IND,78,101,88.1,5.6,1.3,0.402051282051
88,Kenjon Barner,ATL,JAC,83,94,88.4,3.2,1.2,0.123373493976
89,Josh Adams,NYJ,PIT,80,100,87.7,4.6,1.2,0.2645
90,Devontae Booker,DEN,DET,79,100,88.2,5.4,1.2,0.369113924051
91,Wendell Smallwood,WAS,NYG,70,105,85.8,6.6,1.1,0.622285714286
92,Josh Ferguson,WAS,NYG,73,100,87.8,7.9,1.1,0.854931506849
93,Darrell Henderson,LAR,SF,82,101,92.9,4.8,1.0,0.280975609756
94,Dan Vitale,GB,MIN,81,99,93.4,3.2,0.9,0.126419753086
95,Trey Edmunds,PIT,NYJ,82,103,92.8,5.4,0.9,0.355609756098
96,Dontrell Hilliard,CLE,BAL,81,101,90.3,4.7,0.9,0.272716049383
97,Derek Watt,LAC,OAK,86,100,95.9,3.1,0.9,0.111744186047
98,Patrick DiMarco,BUF,NE,89,102,95.4,4.2,0.8,0.198202247191
99,Bilal Powell,NYJ,PIT,70,111,93.5,9.9,0.8,1.40014285714
100,Jonathan Williams,IND,CAR,89,104,96.6,3.8,0.8,0.162247191011
101,Keith Smith,ATL,JAC,92,103,97.4,3.5,0.8,0.133152173913
102,Wayne Gallman,NYG,WAS,66,106,97.5,4.8,0.8,0.349090909091
103,Anthony Sherman,KC,CHI,88,102,98.1,2.6,0.7,0.0768181818182
104,Elijhaa Penny,NYG,WAS,88,108,100.6,6.6,0.7,0.495
105,Dalyn Dawkins,TEN,NO,72,98,84.8,12.8,0.7,2.27555555556
106,Zach Line,NO,TEN,90,104,100.9,2.5,0.7,0.0694444444444
107,Jamize Olawale,DAL,PHI,96,107,102.8,3.3,0.7,0.1134375
108,Rod Smith,OAK,LAC,87,110,101.6,7.2,0.6,0.595862068966
109,Patrick Ricard,BAL,CLE,82,86,84.0,2.0,0.6,0.0487804878049
110,Troymaine Pope,LAC,OAK,86,110,100.8,9.1,0.6,0.962906976744
111,Dwayne Washington,NO,TEN,95,111,105.8,4.0,0.5,0.168421052632
112,Cethan Carter,CIN,MIA,97,103,100.0,3.0,0.4,0.0927835051546
113,Mike Davis,CAR,IND,104,111,106.3,3.3,0.4,0.104711538462
114,Ryan Nall,CHI,KC,100,113,106.5,6.5,0.1,0.4225
115,Tyler Ervin,GB,MIN,109,112,110.5,1.5,0.1,0.0206422018349
