Player Name,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
Michael Thomas,NO,9.0,96.8,0.6,0.0,-0.1,0.0,0.1,17.8
DeAndre Hopkins,HOU,7.4,89.3,0.7,0.1,0.6,0.0,0.1,16.6
Julio Jones,ATL,6.6,96.7,0.6,0.1,0.5,0.0,0.1,16.5
Tyreek Hill,KC,5.4,81.8,0.6,1.0,5.8,0.0,0.1,15.1
Davante Adams,GB,6.2,76.2,0.5,0.0,0.3,0.0,0.1,13.9
Devante Parker,MIA,5.0,77.2,0.6,0.0,0.0,0.0,0.0,13.6
Keenan Allen,LAC,5.9,73.9,0.5,0.2,1.3,0.0,0.0,13.5
Tyler Lockett,SEA,5.1,70.1,0.6,0.3,1.6,0.0,0.0,13.4
D.J. Moore,CAR,5.6,73.0,0.5,0.4,3.4,0.0,0.1,13.2
Amari Cooper,DAL,5.2,72.8,0.5,0.0,0.1,0.0,0.0,13.1
Courtland Sutton,DEN,4.9,73.9,0.5,0.1,0.8,0.0,0.0,13.1
A.J. Brown,TEN,4.6,73.6,0.5,0.2,1.2,0.0,0.0,13.0
Stefon Diggs,MIN,4.8,72.0,0.5,0.4,2.4,0.0,0.0,12.8
Julian Edelman,NE,6.2,68.1,0.4,0.6,3.6,0.0,0.1,12.8
Breshad Perriman,TB,4.3,69.4,0.6,0.3,1.7,0.0,0.0,12.7
Terry McLaurin,WAS,4.5,67.4,0.6,0.0,0.3,0.0,0.0,12.5
Allen Robinson,CHI,5.3,67.9,0.5,0.0,0.1,0.0,0.1,12.4
Adam Thielen,MIN,4.7,64.0,0.6,0.2,0.9,0.0,0.0,12.1
Will Fuller,HOU,4.5,66.5,0.5,0.0,0.3,0.0,0.0,11.9
Jarvis Landry,CLE,5.3,67.0,0.4,0.1,0.9,0.0,0.1,11.9
Tyler Boyd,CIN,5.3,63.6,0.4,0.2,1.7,0.0,0.1,11.7
D.K. Metcalf,SEA,4.2,61.7,0.6,0.0,0.3,0.0,0.1,11.6
Kenny Golladay,DET,4.2,64.3,0.4,0.1,0.6,0.0,0.0,11.2
Michael Gallup,DAL,4.2,64.7,0.4,0.0,0.0,0.0,0.0,11.2
Sterling Shepard,NYG,4.8,57.7,0.4,0.4,3.2,0.0,0.1,10.9
T.Y. Hilton,IND,4.2,58.6,0.5,0.0,0.0,0.0,0.0,10.8
Mike Williams,LAC,3.5,61.7,0.5,0.1,0.5,0.0,0.0,10.7
Jamison Crowder,NYJ,5.1,56.0,0.4,0.1,0.9,0.0,0.0,10.6
Marquise Brown,BAL,3.8,51.9,0.5,0.3,2.7,0.0,0.0,10.4
John Brown,BUF,4.2,60.6,0.4,0.1,0.3,0.0,0.0,10.4
Cooper Kupp,LAR,5.1,61.1,0.3,0.2,1.0,0.0,0.1,10.4
Robert Woods,LAR,5.1,63.0,0.2,0.8,5.5,0.0,0.1,10.3
Emmanuel Sanders,SF,4.4,53.9,0.4,0.1,0.9,0.0,0.0,10.2
Darius Slayton,NYG,3.5,54.4,0.5,0.1,0.5,0.0,0.0,10.2
Christian Kirk,ARI,4.6,52.8,0.4,0.5,4.5,0.0,0.1,10.0
Odell Beckham Jr.,CLE,4.7,62.2,0.2,0.1,0.6,0.0,0.0,9.7
Anthony Miller,CHI,4.4,58.4,0.3,0.1,0.5,0.0,0.0,9.6
Dede Westbrook,JAC,4.4,50.9,0.4,0.3,1.9,0.0,0.1,9.5
D.J. Chark,JAC,4.1,57.7,0.3,0.0,0.4,0.0,0.0,9.4
Deebo Samuel,SF,4.1,50.7,0.2,0.5,3.7,0.0,0.0,9.0
Tyrell Williams,OAK,3.6,47.6,0.4,0.0,0.3,0.0,0.0,8.8
Chris Conley,JAC,3.4,49.1,0.4,0.0,0.0,0.0,0.0,8.8
Justin Watson,TB,4.0,51.2,0.2,0.0,0.0,0.0,0.0,8.4
Robby Anderson,NYJ,3.4,52.8,0.2,0.1,0.8,0.0,0.0,8.2
Danny Amendola,DET,5.0,51.5,0.1,0.0,0.1,0.0,0.0,8.2
Sammy Watkins,KC,3.8,49.4,0.2,0.1,0.5,0.0,0.0,8.1
Curtis Samuel,CAR,3.4,42.6,0.2,1.0,7.3,0.0,0.0,8.0
Cole Beasley,BUF,4.7,48.7,0.1,0.0,0.0,0.0,0.0,8.0
Golden Tate,NYG,4.0,48.9,0.2,0.1,0.8,0.0,0.0,7.9
JuJu Smith-Schuster,PIT,3.3,41.7,0.3,0.0,0.2,0.0,0.0,7.8
John Ross,CIN,3.1,45.8,0.3,0.1,0.6,0.0,0.0,7.7
Zach Pascal,IND,3.5,45.5,0.2,0.1,0.9,0.0,0.0,7.7
Larry Fitzgerald,ARI,4.3,46.4,0.2,0.0,0.3,0.0,0.0,7.7
Albert Wilson,MIA,3.7,41.8,0.2,0.6,3.5,0.0,0.0,7.3
Corey Davis,TEN,3.2,44.3,0.2,0.1,0.6,0.0,0.0,7.1
Greg Ward,PHI,3.7,39.2,0.2,0.3,1.9,0.0,0.1,7.1
Russell Gage,ATL,3.7,39.7,0.2,0.3,1.8,0.0,0.1,7.0
Kenny Stills,HOU,3.1,39.9,0.2,0.0,0.0,0.0,0.0,6.8
Diontae Johnson,PIT,3.4,39.9,0.2,0.3,2.5,0.0,0.1,6.7
James Washington,PIT,3.0,43.7,0.2,0.0,0.3,0.0,0.1,6.7
Randall Cobb,DAL,3.3,40.9,0.2,0.3,1.2,0.0,0.0,6.7
Alex Erickson,CIN,3.3,39.7,0.1,0.2,0.9,0.0,0.1,6.3
Steven Sims,WAS,3.1,32.5,0.1,0.2,1.8,0.0,0.0,5.9
Brandin Cooks,LAR,2.6,36.8,0.1,0.3,2.0,0.0,0.0,5.8
Allen Hurns,MIA,2.7,35.1,0.1,0.0,0.2,0.0,0.0,5.6
Mohamed Sanu,NE,3.2,32.8,0.1,0.2,0.7,0.0,0.0,5.6
Kelvin Harmon,WAS,2.6,33.0,0.1,0.0,0.0,0.0,0.0,5.4
Hunter Renfrow,OAK,2.8,30.7,0.1,0.0,0.0,0.0,0.0,5.1
Vyncint Smith,NYJ,2.2,31.4,0.1,0.1,0.8,0.0,0.0,5.1
Ted Ginn,NO,2.2,31.6,0.1,0.2,1.6,0.0,0.0,5.0
Isaiah Ford,MIA,2.5,31.2,0.1,0.0,0.2,0.0,0.0,5.0
Tim Patrick,DEN,2.4,31.4,0.1,0.0,0.2,0.0,0.0,4.9
Marcus Johnson,IND,2.2,29.2,0.1,0.1,0.2,0.0,0.0,4.8
Allen Lazard,GB,2.4,30.2,0.1,0.0,0.5,0.0,0.0,4.8
Christian Blake,ATL,2.3,28.4,0.1,0.1,0.2,0.0,0.0,4.8
Damiere Byrd,ARI,2.3,27.9,0.1,0.0,0.0,0.0,0.0,4.5
J.J. Arcega-Whiteside,PHI,2.3,27.3,0.1,0.1,0.4,0.0,0.0,4.5
Phillip Dorsett,NE,2.2,25.7,0.1,0.1,0.7,0.0,0.0,4.4
