Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Antonio Brown,PIT,CIN,1,26,3.0,4.4
2,Keenan Allen,LAC,CLE,1,10,3.0,2.0
3,Julio Jones,ATL,MIN,1,12,3.8,2.4
4,DeAndre Hopkins,HOU,TEN,1,10,4.0,2.1
5,Mike Evans,TB,GB,1,17,5.1,2.9
6,Adam Thielen,MIN,ATL,2,9,6.5,1.6
7,Brandin Cooks,NE,BUF,3,15,7.2,2.7
8,A.J. Green,CIN,PIT,3,27,7.5,3.8
9,Michael Thomas,NO,CAR,1,16,8.4,2.4
10,Davante Adams,GB,TB,6,18,11.1,2.5
11,Doug Baldwin,SEA,PHI,7,33,12.4,4.4
12,Jamison Crowder,WAS,DAL,7,20,13.1,2.5
13,Alshon Jeffery,PHI,SEA,6,23,14.9,3.6
14,Devin Funchess,CAR,NO,10,25,15.4,3.6
15,Robby Anderson,NYJ,KC,5,28,15.6,5.0
16,Stefon Diggs,MIN,ATL,6,41,16.0,5.1
17,Larry Fitzgerald,ARI,LAR,9,23,16.4,2.7
18,Jarvis Landry,MIA,DEN,11,24,16.8,3.0
19,Tyreek Hill,KC,NYJ,7,27,17.3,4.1
20,Golden Tate,DET,BAL,13,31,18.4,3.3
21,Cooper Kupp,LAR,ARI,9,33,20.6,3.7
22,Demaryius Thomas,DEN,MIA,13,25,21.1,2.2
23,Dez Bryant,DAL,WAS,12,37,23.7,4.8
24,Emmanuel Sanders,DEN,MIA,20,35,26.0,3.1
25,DeSean Jackson,TB,GB,20,48,26.9,5.2
26,Marvin Jones,DET,BAL,8,61,27.1,6.4
27,Ted Ginn,NO,CAR,23,47,28.9,4.5
28,Sterling Shepard,NYG,OAK,20,45,29.5,5.2
29,Mohamed Sanu,ATL,MIN,24,44,29.5,3.8
30,Marqise Lee,JAC,IND,19,51,29.9,5.3
31,Josh Doctson,WAS,DAL,23,41,32.2,4.0
32,Corey Davis,TEN,HOU,20,50,31.9,5.3
33,JuJu Smith-Schuster,PIT,CIN,21,124,35.0,14.6
34,Corey Coleman,CLE,LAC,24,50,36.8,5.8
35,Paul Richardson,SEA,PHI,32,62,38.9,5.2
36,Devante Parker,MIA,DEN,26,74,40.1,7.4
37,Sammy Watkins,LAR,ARI,28,56,40.0,6.3
38,Jeremy Maclin,BAL,DET,29,63,39.2,6.4
39,T.Y. Hilton,IND,JAC,30,60,39.4,7.4
40,Jermaine Kearse,NYJ,KC,32,59,40.5,5.8
41,Josh Gordon,CLE,LAC,27,57,40.9,6.0
42,Rishard Matthews,TEN,HOU,25,138,39.7,16.8
43,Dontrelle Inman,CHI,SF,20,54,43.5,6.9
44,Seth Roberts,OAK,NYG,31,64,43.6,9.1
45,Randall Cobb,GB,TB,36,58,45.3,4.3
46,Zay Jones,BUF,NE,27,55,46.5,7.1
47,Mike Wallace,BAL,DET,32,59,46.2,5.3
48,Cordarrelle Patterson,OAK,NYG,32,67,47.6,7.6
49,Danny Amendola,NE,BUF,30,60,47.7,6.0
50,Marquise Goodwin,SF,CHI,19,59,48.7,7.7
51,Dede Westbrook,JAC,IND,18,56,48.9,7.9
52,Kenny Stills,MIA,DEN,39,68,49.7,5.3
53,Martavis Bryant,PIT,CIN,25,80,50.0,9.2
