Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Le'Veon Bell,PIT,CIN,1,2,1.1,0.3
2,Todd Gurley,LAR,ARI,1,4,2.3,0.6
3,Alvin Kamara,NO,CAR,1,9,3.2,1.5
4,Melvin Gordon,LAC,CLE,3,12,5.9,2.1
5,LeSean McCoy,BUF,NE,3,11,6.0,2.1
6,Leonard Fournette,JAC,IND,3,26,6.2,3.8
7,Mark Ingram,NO,CAR,3,11,7.4,2.1
8,Jordan Howard,CHI,SF,3,17,7.8,2.4
9,Carlos Hyde,SF,CHI,4,14,8.7,1.7
10,Christian McCaffrey,CAR,NO,5,16,9.0,2.4
11,Kareem Hunt,KC,NYJ,4,27,12.3,4.6
12,Samaje Perine,WAS,DAL,8,54,13.3,6.1
13,Lamar Miller,HOU,TEN,10,37,15.4,4.5
14,Joe Mixon,CIN,PIT,4,24,15.4,3.4
15,Jamaal Williams,GB,TB,11,39,15.5,5.7
16,Dion Lewis,NE,BUF,8,22,15.6,2.7
17,Marshawn Lynch,OAK,NYG,6,27,17.9,3.2
18,Rex Burkhead,NE,BUF,11,36,18.7,4.4
19,Kenyan Drake,MIA,DEN,10,31,19.6,3.8
20,Jerick McKinnon,MIN,ATL,12,41,21.5,4.7
21,Duke Johnson,CLE,LAC,16,32,22.0,3.9
22,Alex Collins,BAL,DET,10,59,22.6,7.7
23,Devonta Freeman,ATL,MIN,11,43,22.6,6.5
24,DeMarco Murray,TEN,HOU,19,34,24.8,3.1
25,Tevin Coleman,ATL,MIN,15,36,25.6,4.8
26,Latavius Murray,MIN,ATL,13,47,26.4,5.7
27,Danny Woodhead,BAL,DET,14,53,25.9,5.7
28,Isaiah Crowell,CLE,LAC,11,44,29.1,5.2
29,Orleans Darkwa,NYG,OAK,23,41,29.2,3.9
30,Adrian Peterson,ARI,LAR,17,96,29.5,11.7
31,Devontae Booker,DEN,MIA,20,48,31.2,5.2
32,Frank Gore,IND,JAC,24,45,33.6,4.5
33,J.D. McKissic,SEA,PHI,22,47,35.2,5.3
34,Austin Ekeler,LAC,CLE,24,50,35.5,4.3
35,Alfred Morris,DAL,WAS,25,47,35.6,4.5
36,Ameer Abdullah,DET,BAL,28,97,35.8,10.0
37,Derrick Henry,TEN,HOU,21,45,36.7,5.1
38,Matt Forte,NYJ,KC,26,51,38.5,4.7
39,Theo Riddick,DET,BAL,17,51,38.5,7.7
40,Bilal Powell,NYJ,KC,21,48,39.1,4.4
41,Jacquizz Rodgers,TB,GB,25,51,40.0,5.8
42,Jay Ajayi,PHI,SEA,16,53,40.7,5.9
43,Rod Smith,DAL,WAS,18,54,40.9,7.3
44,Tarik Cohen,CHI,SF,30,58,41.2,5.5
45,T.J. Yeldon,JAC,IND,25,61,44.7,6.3
46,C.J. Anderson,DEN,MIA,34,54,46.2,3.4
47,Jonathan Stewart,CAR,NO,35,63,47.6,4.2
48,James White,NE,BUF,36,60,49.0,6.2
49,LeGarrette Blount,PHI,SEA,29,56,48.3,5.4
50,Corey Clement,PHI,SEA,37,77,50.0,6.2
51,Marlon Mack,IND,JAC,41,60,50.1,4.6
52,D.J. Foster,ARI,LAR,27,75,55.6,10.6
53,Mike Davis,SEA,PHI,37,68,52.4,6.7
54,Charles Sims,TB,GB,29,68,56.6,6.9
55,Byron Marshall,WAS,DAL,32,73,59.5,7.9
56,Jalen Richard,OAK,NYG,36,78,56.4,6.6
57,Doug Martin,TB,GB,44,86,56.8,12.4
58,Kerwynn Williams,ARI,LAR,35,110,75.0,15.8
59,Travaris Cadet,BUF,NE,36,72,61.9,7.8
60,Giovani Bernard,CIN,PIT,29,69,60.6,6.2
61,Aaron Jones,GB,TB,42,84,61.3,10.6
62,Matt Breida,SF,CHI,38,72,60.8,6.7
63,DeAndre Washington,OAK,NYG,44,66,56.5,4.8
64,Wayne Gallman,NYG,OAK,43,67,59.5,5.9
65,Eddie Lacy,SEA,PHI,47,73,59.6,6.4
66,Peyton Barber,TB,GB,47,91,56.7,6.8
67,Javorius Allen,BAL,DET,39,72,63.6,6.6
68,Kyle Juszczyk,SF,CHI,46,80,57.8,10.0
69,Jamaal Charles,DEN,MIA,41,80,73.1,6.1
70,Elijah McGuire,NYJ,KC,48,67,59.8,5.1
71,Dwayne Washington,DET,BAL,45,124,75.7,19.0
72,Chris Ivory,JAC,IND,50,87,69.2,5.8
73,Shane Vereen,NYG,OAK,52,71,62.0,4.7
74,Charcandrick West,KC,NYJ,52,72,63.3,5.0
75,Andre Ellington,HOU,TEN,59,83,69.2,5.2
76,Benny Cunningham,CHI,SF,60,79,72.3,4.7
77,Terron Ward,ATL,MIN,56,98,72.5,7.9
78,Alfred Blue,HOU,TEN,65,81,73.4,4.2
79,Senorise Perry,MIA,DEN,56,82,73.4,5.5
