Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Jacksonville Jaguars,JAC,IND,1,5,1.2,0.6
2,Los Angeles Chargers,LAC,CLE,1,5,1.9,0.6
3,Los Angeles Rams,LAR,ARI,2,14,3.6,1.6
4,Pittsburgh Steelers,PIT,CIN,2,15,5.4,2.5
5,Denver Broncos,DEN,MIA,2,25,6.4,3.2
6,Tennessee Titans,TEN,HOU,3,22,6.7,3.2
7,Baltimore Ravens,BAL,DET,3,11,6.7,1.6
8,Chicago Bears,CHI,SF,2,24,8.2,2.8
9,Philadelphia Eagles,PHI,SEA,2,19,8.9,2.2
10,New England Patriots,NE,BUF,4,23,10.1,3.0
11,Oakland Raiders,OAK,NYG,4,25,11.7,3.2
12,Kansas City Chiefs,KC,NYJ,6,23,12.7,2.9
13,Detroit Lions,DET,BAL,6,23,14.2,3.4
14,Miami Dolphins,MIA,DEN,7,24,14.7,2.8
15,New Orleans Saints,NO,CAR,7,23,14.3,2.7
16,Green Bay Packers,GB,TB,8,23,16.3,2.4
17,Minnesota Vikings,MIN,ATL,6,28,16.9,3.1
18,Washington Redskins,WAS,DAL,6,31,16.4,4.1
19,San Francisco 49ers,SF,CHI,10,30,19.3,2.8
20,Cincinnati Bengals,CIN,PIT,7,31,20.5,3.1
21,Seattle Seahawks,SEA,PHI,9,30,20.3,4.5
22,Tampa Bay Buccaneers,TB,GB,6,31,19.1,4.8
23,Houston Texans,HOU,TEN,8,28,20.9,4.8
24,New York Jets,NYJ,KC,9,29,22.6,4.0
25,Atlanta Falcons,ATL,MIN,12,32,23.4,4.0
26,Carolina Panthers,CAR,NO,13,31,24.9,3.8
27,Dallas Cowboys,DAL,WAS,14,31,25.6,4.0
28,Arizona Cardinals,ARI,LAR,18,30,26.2,3.2
29,Indianapolis Colts,IND,JAC,15,32,27.5,3.2
30,New York Giants,NYG,OAK,16,32,27.8,3.5
31,Cleveland Browns,CLE,LAC,25,32,31.0,1.3
32,Buffalo Bills,BUF,NE,28,32,31.2,1.1
