Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_assist,def_safety,def_pa,def_tyda,fpts
Los Angeles Chargers,LAC,3.2,1.6,0.7,1.2,0.2,0.0,0.0,15.3,304.1,10.2
Jacksonville Jaguars,JAC,3.7,1.0,0.7,1.3,0.2,0.0,0.1,15.3,272.5,9.7
Los Angeles Rams,LAR,2.9,1.3,0.8,1.3,0.2,0.0,0.0,17.9,316.8,9.6
Chicago Bears,CHI,3.0,0.9,0.8,1.3,0.2,0.0,0.0,18.0,314.3,8.7
Baltimore Ravens,BAL,2.7,1.0,0.7,1.1,0.2,0.0,0.0,19.8,311.8,8.4
Denver Broncos,DEN,2.5,1.1,0.7,0.9,0.2,0.0,0.0,18.0,277.1,8.4
Tennessee Titans,TEN,2.7,1.0,0.8,1.5,0.2,0.0,0.0,18.7,312.4,8.4
Miami Dolphins,MIA,2.4,1.0,0.7,1.1,0.2,0.0,0.0,19.2,309.1,8.3
Tampa Bay Buccaneers,TB,2.4,1.3,0.7,1.1,0.2,0.0,0.0,24.7,373.4,7.7
Philadelphia Eagles,PHI,2.9,1.0,0.7,1.0,0.2,0.0,0.0,20.5,337.3,7.6
Oakland Raiders,OAK,2.2,0.9,0.7,1.2,0.2,0.0,0.0,19.4,337.6,7.5
Pittsburgh Steelers,PIT,2.5,0.8,0.6,0.9,0.2,0.0,0.0,18.4,295.3,7.3
Kansas City Chiefs,KC,2.3,1.0,0.7,1.2,0.2,0.0,0.0,20.0,334.1,6.8
Detroit Lions,DET,2.1,1.0,0.6,1.0,0.2,0.0,0.0,21.4,313.2,6.6
New Orleans Saints,NO,2.4,1.0,0.6,0.9,0.2,0.0,0.0,22.2,357.7,6.5
Green Bay Packers,GB,2.0,1.0,0.7,1.3,0.2,0.0,0.0,22.1,369.5,6.5
Houston Texans,HOU,2.2,1.0,0.5,0.8,0.2,0.0,0.0,23.8,331.3,6.3
San Francisco 49ers,SF,2.2,0.8,0.7,1.2,0.2,0.0,0.0,20.6,311.5,6.1
Minnesota Vikings,MIN,2.1,0.8,0.6,0.8,0.2,0.0,0.0,24.4,358.4,6.0
Seattle Seahawks,SEA,2.3,0.7,0.7,1.1,0.2,0.0,0.0,24.3,356.5,6.0
Washington Redskins,WAS,2.1,0.8,0.5,0.9,0.2,0.0,0.0,23.8,345.1,6.0
Dallas Cowboys,DAL,2.2,0.6,0.8,1.3,0.2,0.0,0.0,24.7,383.4,5.9
New England Patriots,NE,2.4,0.6,0.6,0.9,0.2,0.0,0.0,20.6,345.0,5.8
Carolina Panthers,CAR,2.1,0.7,0.6,1.0,0.1,0.0,0.0,26.6,387.4,5.7
Arizona Cardinals,ARI,1.9,0.7,0.7,1.4,0.1,0.0,0.0,25.6,361.9,5.5
Indianapolis Colts,IND,1.7,0.8,0.6,1.1,0.1,0.0,0.0,26.6,382.6,5.4
New York Giants,NYG,1.5,0.8,0.6,1.0,0.2,0.0,0.0,24.1,360.8,5.3
Cincinnati Bengals,CIN,1.9,0.8,0.5,0.6,0.1,0.0,0.0,24.1,382.8,5.3
New York Jets,NYJ,2.1,0.6,0.5,0.7,0.1,0.0,0.0,23.1,354.7,5.2
Buffalo Bills,BUF,1.8,0.6,0.6,0.9,0.1,0.0,0.0,28.4,402.6,5.0
Cleveland Browns,CLE,1.6,0.7,0.5,0.8,0.2,0.0,0.0,28.3,386.7,5.0
Atlanta Falcons,ATL,1.7,0.6,0.6,0.9,0.1,0.0,0.0,24.3,368.1,5.0
