Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,DeAndre Hopkins,HOU,PIT,1,5,2.0,1.0
2,Keenan Allen,LAC,NYJ,1,5,2.2,1.1
3,Michael Thomas,NO,ATL,1,32,3.4,4.5
4,Adam Thielen,MIN,GB,1,9,4.7,1.6
5,Julio Jones,ATL,NO,1,21,5.7,3.7
6,Tyreek Hill,KC,MIA,3,24,6.7,2.8
7,A.J. Green,CIN,DET,3,25,8.5,4.3
8,Larry Fitzgerald,ARI,NYG,4,16,8.9,2.5
9,Brandin Cooks,NE,BUF,4,27,10.2,4.2
10,Doug Baldwin,SEA,DAL,4,30,11.5,4.0
11,JuJu Smith-Schuster,PIT,HOU,2,25,12.0,4.3
12,Mike Evans,TB,CAR,3,23,12.1,4.2
13,Michael Crabtree,OAK,PHI,4,28,13.3,4.1
14,Jarvis Landry,MIA,KC,3,18,13.6,3.0
15,Golden Tate,DET,CIN,9,30,15.1,3.0
16,Marvin Jones,DET,CIN,5,34,15.7,5.4
17,Devin Funchess,CAR,TB,10,29,17.8,4.0
18,Alshon Jeffery,PHI,OAK,8,39,19.0,5.0
19,Dez Bryant,DAL,SEA,10,32,19.4,3.7
20,Stefon Diggs,MIN,GB,9,36,20.0,3.5
21,Demaryius Thomas,DEN,WAS,11,31,20.0,3.4
22,Robert Woods,LAR,TEN,8,29,21.4,3.6
23,Josh Gordon,CLE,CHI,11,35,22.1,4.5
24,Sterling Shepard,NYG,ARI,8,43,22.9,5.1
25,Mike Wallace,BAL,IND,10,41,26.2,5.1
26,Jamison Crowder,WAS,DEN,13,43,26.3,4.5
27,Dede Westbrook,JAC,SF,11,35,27.3,3.8
28,Martavis Bryant,PIT,HOU,13,36,27.5,4.0
29,Mohamed Sanu,ATL,NO,23,46,27.7,4.3
30,Marquise Goodwin,SF,JAC,16,54,30.2,5.2
31,Cooper Kupp,LAR,TEN,25,44,31.9,3.7
32,Nelson Agholor,PHI,OAK,22,42,33.0,4.1
33,Rishard Matthews,TEN,LAR,21,43,33.2,3.1
34,Robby Anderson,NYJ,LAC,21,46,34.2,3.9
35,Randall Cobb,GB,MIN,26,52,34.9,5.0
36,Keelan Cole,JAC,SF,10,47,37.6,5.0
37,T.Y. Hilton,IND,BAL,6,53,37.7,6.2
38,Kendall Wright,CHI,CLE,23,60,39.2,6.4
39,Devante Parker,MIA,KC,31,54,40.5,4.5
40,Jordy Nelson,GB,MIN,31,77,40.3,7.1
41,Sammy Watkins,LAR,TEN,29,67,42.7,4.4
42,Danny Amendola,NE,BUF,30,69,42.0,5.6
