Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Rob Gronkowski,NE,BUF,1,4,1.1,0.5
2,Travis Kelce,KC,MIA,1,5,2.2,0.7
3,Zach Ertz,PHI,OAK,2,7,3.1,0.8
4,Greg Olsen,CAR,TB,1,8,4.3,1.1
5,Evan Engram,NYG,ARI,3,11,5.4,1.4
6,Delanie Walker,TEN,LAR,2,12,5.7,1.4
7,Jimmy Graham,SEA,DAL,4,12,7.5,1.5
8,Kyle Rudolph,MIN,GB,5,22,8.6,2.3
9,Jack Doyle,IND,BAL,7,17,8.8,1.8
10,Eric Ebron,DET,CIN,6,20,10.8,2.5
11,Jason Witten,DAL,SEA,9,18,11.6,1.9
12,Jared Cook,OAK,PHI,7,20,13.2,2.6
13,Charles Clay,BUF,NE,8,22,13.5,2.3
14,Cameron Brate,TB,CAR,8,26,13.9,3.6
15,Vernon Davis,WAS,DEN,7,20,14.6,2.5
16,Benjamin Watson,BAL,IND,10,21,16.3,2.5
17,Jesse James,PIT,HOU,11,21,16.4,1.8
18,Antonio Gates,LAC,NYJ,5,22,17.0,2.8
19,Ricky Seals-Jones,ARI,NYG,12,26,19.8,2.5
20,Tyler Kroft,CIN,DET,16,24,19.9,1.8
21,Austin Hooper,ATL,NO,14,29,20.7,2.5
22,Austin Seferian-Jenkins,NYJ,LAC,16,27,21.7,2.3
23,Adam Shaheen,CHI,CLE,14,78,27.4,10.0
24,Garrett Celek,SF,JAC,15,29,24.2,2.8
25,David Njoku,CLE,CHI,14,29,24.3,2.6
26,Stephen Anderson,HOU,PIT,13,32,25.4,3.0
27,Josh Hill,NO,ATL,23,53,28.8,6.1
28,Jermaine Gresham,ARI,NYG,21,38,29.0,3.7
29,Anthony Fasano,MIA,KC,22,67,29.7,8.9
30,George Kittle,SF,JAC,24,39,29.9,3.1
31,Marcedes Lewis,JAC,SF,22,40,30.0,3.9
32,Daniel Brown,CHI,CLE,22,41,31.1,5.0
33,Richard Rodgers,GB,MIN,21,51,31.7,5.1
34,Dion Sims,CHI,CLE,22,44,31.9,4.6
35,Niles Paul,WAS,DEN,29,38,32.1,2.2
36,Tyler Higbee,LAR,TEN,28,48,34.0,3.2
37,Seth DeValve,CLE,CHI,22,45,34.3,4.7
38,Trey Burton,PHI,OAK,23,46,34.8,5.8
39,Vance McDonald,PIT,HOU,31,53,39.2,7.2
40,Lance Kendricks,GB,MIN,32,56,40.8,7.0
41,Austin Traylor,DEN,WAS,33,49,41.7,3.5
42,Gerald Everett,LAR,TEN,30,55,42.3,5.8
43,Nick O'Leary,BUF,NE,34,55,42.4,5.6
44,Nick Boyle,BAL,IND,36,54,43.3,4.2
45,Clive Walford,OAK,PHI,32,57,44.5,12.5
46,Jeff Heuerman,DEN,WAS,38,63,45.8,6.3
47,Virgil Green,DEN,WAS,25,61,46.1,9.7
48,Luke Willson,SEA,DAL,29,80,46.4,10.1
49,Nick Vannett,SEA,DAL,37,56,46.5,5.0
50,Demetrius Harris,KC,MIA,36,64,46.8,6.8
51,A.J. Derby,MIA,KC,41,56,47.3,5.6
52,Alan Cross,TB,CAR,39,66,47.6,7.8
53,MarQueis Gray,MIA,KC,39,65,50.9,8.4
54,Maxx Williams,BAL,IND,26,64,51.8,9.3
55,Darren Fells,DET,CIN,43,60,51.9,4.9
56,Sean McGrath,LAC,NYJ,41,67,52.2,8.0
57,James O'Shaughnessy,JAC,SF,34,65,52.6,7.6
58,Dwayne Allen,NE,BUF,34,70,53.8,12.1
59,Ross Travis,IND,BAL,39,69,54.1,9.0
60,Ed Dickson,CAR,TB,44,70,56.4,8.1
61,Jonnu Smith,TEN,LAR,46,71,56.4,6.6
62,Levine Toilolo,ATL,NO,48,74,57.6,6.6
63,C.J. Uzomah,CIN,DET,50,69,58.8,5.7
64,Rhett Ellison,NYG,ARI,48,70,58.9,5.9
65,Derek Carrier,LAR,TEN,44,73,59.9,7.4
66,Antony Auclair,TB,CAR,42,72,61.4,10.3
67,Lee Smith,OAK,PHI,58,87,63.6,7.7
68,Brent Celek,PHI,OAK,48,93,64.9,10.1
69,Eric Tomlinson,NYJ,LAC,61,72,66.5,3.5
70,Michael Roberts,DET,CIN,52,76,66.7,6.5
71,David Morgan,MIN,GB,55,75,66.9,5.7
72,Jeff Cumberland,LAC,NYJ,56,84,67.6,7.6
73,Geoff Swaim,DAL,SEA,65,72,68.5,3.5
74,Xavier Grimble,PIT,HOU,58,77,68.8,5.6
75,Darrell Daniels,IND,BAL,58,77,70.3,8.7
76,Logan Thomas,BUF,NE,64,85,70.7,6.7
77,James Hanna,DAL,SEA,64,75,71.0,3.2
78,Phillip Supernaw,TEN,LAR,67,75,71.0,4.0
79,Jeremy Sprinkle,WAS,DEN,58,83,71.3,9.3
80,Orson Charles,KC,MIA,68,75,72.3,2.6
81,Gabe Holmes,ARI,NYG,71,78,73.8,2.8
82,Luke Stocker,TEN,LAR,74,92,83.0,9.0
83,Randall Telfer,CLE,CHI,77,91,84.0,7.0
