Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
97,Mack Hollins,PHI,BUF,92,112,99.7,3.8,4.3
98,Russell Gage,ATL,SEA,72,112,95.0,10.5,4.2
99,Zay Jones,OAK,HOU,83,110,100.3,6.1,4.3
100,Richie James,SF,CAR,85,116,98.8,7.8,4.1
101,Keelan Doss,OAK,HOU,95,125,103.9,6.4,4.1
102,Jarius Wright,CAR,SF,81,109,100.3,5.7,4.0
103,Allen Hurns,MIA,PIT,81,136,103.0,13.5,4.0
104,Byron Pringle,KC,GB,89,125,107.6,10.2,4.0
105,Josh Reynolds,LAR,CIN,95,124,106.9,7.6,4.0
106,Keelan Cole,JAC,NYJ,89,120,108.5,4.5,4.0
107,Steven Sims,WAS,MIN,88,114,100.0,7.7,3.9
108,Donte Moncrief,PIT,MIA,100,133,110.0,9.1,4.0
109,Laquon Treadwell,MIN,WAS,87,120,100.9,8.3,3.5
110,Rashard Higgins,CLE,NE,88,117,108.0,6.8,3.8
111,Geremy Davis,LAC,CHI,91,123,109.5,7.2,3.6
112,Bennie Fowler,NYG,DET,88,117,107.7,5.3,3.6
113,Austin Carr,NO,ARI,73,125,112.0,12.0,3.4
114,Javon Wims,CHI,LAC,105,117,112.9,3.3,3.4
115,Diontae Spencer,DEN,IND,104,129,117.1,5.0,3.2
116,Malik Turner,SEA,ATL,94,119,112.5,5.8,3.2
117,Scott Miller,TB,TEN,79,120,113.9,4.2,3.0
118,Marvin Hall,DET,NYG,101,130,114.7,9.2,3.0
119,Fred Brown,DEN,IND,102,139,120.5,9.8,2.4
120,Andy Isabella,ARI,NO,94,123,118.7,3.9,2.7
121,Ryan Switzer,PIT,MIA,110,123,119.1,3.3,2.3
122,Parris Campbell,IND,DEN,73,140,110.1,16.5,2.2
123,Kelvin Harmon,WAS,MIN,100,121,111.1,6.8,2.2
124,Davante Adams,GB,KC,77,129,97.3,20.2,2.2
125,Breshad Perriman,TB,TEN,98,112,106.8,5.0,2.2
126,Andre Roberts,BUF,PHI,107,128,124.2,2.5,2.1
127,Jakeem Grant,MIA,PIT,110,135,126.0,4.3,1.9
128,Braxton Berrios,NYJ,JAC,98,131,126.6,2.9,1.9
129,Justin Watson,TB,TEN,120,131,125.4,2.6,1.9
130,Andre Patton,LAC,CHI,84,139,127.5,9.8,1.8
131,J.J. Arcega-Whiteside,PHI,BUF,109,130,126.1,4.6,1.7
132,Gunner Olszewski,NE,CLE,115,138,130.6,6.5,1.7
133,Johnny Holton,PIT,MIA,84,139,131.9,6.7,1.1
134,Marcell Ateman,OAK,HOU,122,137,132.1,4.2,1.1
135,Marqise Lee,JAC,NYJ,86,134,116.0,21.4,1.4
136,Juwann Winfree,DEN,IND,112,142,129.5,8.1,0.8
137,Deonte Harris,NO,ARI,99,143,128.8,10.4,1.1
138,Darius Jennings,TEN,TB,119,141,131.0,5.2,1.2
139,Darrius Shepherd,GB,KC,116,135,131.2,2.2,0.8
140,Damion Ratley,CLE,NE,119,130,125.7,4.8,0.7
141,Isaiah Ford,MIA,PIT,126,136,132.0,3.8,0.6
142,Josh Bellamy,NYJ,JAC,120,138,133.8,2.9,0.8
143,Lil'Jordan Humphrey,FA,,131,139,136.7,2.0,0.6
144,Vyncint Smith,NYJ,JAC,127,144,137.7,3.6,0.5
145,Cody Core,NYG,DET,130,131,130.5,0.5,0.6
146,Damion Willis,CIN,LAR,129,135,132.0,3.0,0.5
