Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Michael Thomas,NO,ARI,1,4,1.2,0.6,22.5
2,DeAndre Hopkins,HOU,OAK,1,3,1.9,0.3,19.8
3,Cooper Kupp,LAR,CIN,2,6,4.2,1.2,18.1
4,Chris Godwin,TB,TEN,2,8,4.3,1.1,17.9
5,Stefon Diggs,MIN,WAS,3,15,5.8,2.1,17.7
6,Julio Jones,ATL,SEA,2,29,6.5,3.6,17.6
7,Tyler Lockett,SEA,ATL,3,11,6.6,0.9,17.6
8,Kenny Golladay,DET,NYG,4,16,8.4,1.2,16.6
9,Julian Edelman,NE,CLE,6,17,9.1,1.5,16.2
10,T.Y. Hilton,IND,DEN,5,17,11.0,1.9,15.9
11,Tyreek Hill,KC,GB,8,23,11.3,2.6,15.6
12,Mike Evans,TB,TEN,6,17,11.4,2.2,15.5
13,D.J. Chark,JAC,NYJ,8,20,13.2,1.8,15.0
14,Courtland Sutton,DEN,IND,5,19,15.3,2.0,14.7
15,John Brown,BUF,PHI,9,31,15.9,4.4,14.3
16,Allen Robinson,CHI,LAC,5,20,16.3,2.3,14.3
17,Robert Woods,LAR,CIN,13,29,18.0,3.4,14.1
18,JuJu Smith-Schuster,PIT,MIA,14,26,18.8,2.8,13.8
19,Odell Beckham Jr.,CLE,NE,14,42,20.4,5.1,13.8
20,Marvin Jones,DET,NYG,15,31,20.9,2.8,13.7
21,Brandin Cooks,LAR,CIN,18,35,22.2,4.3,13.7
22,Golden Tate,NYG,DET,14,39,22.5,2.1,13.5
23,Larry Fitzgerald,ARI,NO,11,34,23.7,3.2,13.4
24,Terry McLaurin,WAS,MIN,8,37,23.8,3.2,13.1
25,Kenny Stills,HOU,OAK,10,41,24.0,4.2,13.1
26,Tyler Boyd,CIN,LAR,7,34,24.6,3.3,13.1
27,Calvin Ridley,ATL,SEA,20,46,27.8,4.3,12.7
28,D.K. Metcalf,SEA,ATL,19,52,28.0,4.5,12.7
29,Dede Westbrook,JAC,NYJ,24,34,30.4,1.9,12.1
30,Alshon Jeffery,PHI,BUF,25,50,30.5,3.0,12.1
31,Mike Williams,LAC,CHI,23,44,30.8,3.6,11.8
32,Corey Davis,TEN,TB,13,41,32.1,4.6,11.7
33,D.J. Moore,CAR,SF,28,62,33.7,2.6,11.5
34,Robby Anderson,NYJ,JAC,25,47,35.2,2.9,11.4
35,Marquez Valdes-Scantling,GB,KC,21,49,36.8,2.8,11.3
36,Jarvis Landry,CLE,NE,24,51,36.9,2.3,11.1
37,A.J. Brown,TEN,TB,21,50,38.0,4.1,11.1
38,Jamison Crowder,NYJ,JAC,24,48,38.2,3.3,11.0
39,Curtis Samuel,CAR,SF,33,70,38.3,2.0,11.1
40,Phillip Dorsett,NE,CLE,26,58,42.4,3.6,10.9
41,Auden Tate,CIN,LAR,29,61,43.8,3.5,10.4
42,Olabisi Johnson,MIN,WAS,24,56,44.2,4.3,10.3
43,Tyrell Williams,OAK,HOU,25,79,45.3,15.0,10.0
44,Emmanuel Sanders,SF,CAR,30,67,45.7,6.0,9.9
45,Devante Parker,MIA,PIT,38,56,46.4,2.5,9.9
46,Keke Coutee,HOU,OAK,42,54,46.6,2.8,9.7
47,Preston Williams,MIA,PIT,31,64,46.8,4.5,9.3
48,Diontae Johnson,PIT,MIA,37,62,47.2,5.2,9.2
49,Cole Beasley,BUF,PHI,35,59,48.3,4.4,9.2
50,Geronimo Allison,GB,KC,34,61,53.0,3.9,9.1
51,Ted Ginn,NO,ARI,37,70,53.5,5.7,9.1
52,Alex Erickson,CIN,LAR,40,73,55.6,6.0,8.9
53,Demaryius Thomas,NYJ,JAC,48,72,56.3,5.3,8.8
54,Danny Amendola,DET,NYG,44,65,57.0,4.3,8.1
55,Mohamed Sanu,NE,CLE,27,82,57.2,7.9,8.6
56,DaeSean Hamilton,DEN,IND,45,90,58.4,7.9,7.9
57,Sammy Watkins,KC,GB,45,80,58.6,7.7,8.0
58,Keenan Allen,LAC,CHI,11,138,40.6,27.6,7.8
59,Allen Lazard,GB,KC,48,71,58.0,4.1,7.8
60,Darius Slayton,NYG,DET,52,72,62.6,4.2,7.6
61,Dante Pettis,SF,CAR,50,69,60.9,5.4,7.5
62,Zach Pascal,IND,DEN,44,78,61.3,6.5,7.5
63,Adam Humphries,TEN,TB,43,71,62.0,4.9,7.5
64,Anthony Miller,CHI,LAC,51,79,63.7,5.5,7.3
65,Chris Conley,JAC,NYJ,60,72,65.8,3.4,7.2
66,Jaron Brown,SEA,ATL,57,74,67.1,5.2,7.0
67,Nelson Agholor,PHI,BUF,63,79,68.3,3.9,7.0
68,Jakobi Meyers,NE,CLE,49,94,65.7,7.4,6.9
69,Mecole Hardman,KC,GB,55,97,70.3,9.0,6.9
70,Marquise Goodwin,SF,CAR,52,87,69.3,8.0,6.8
71,Christian Kirk,ARI,NO,28,139,62.9,23.8,6.7
72,Demarcus Robinson,KC,GB,52,90,69.8,6.1,6.7
73,Trey Quinn,WAS,MIN,55,79,73.8,4.0,6.6
74,Damiere Byrd,ARI,NO,67,80,73.0,3.5,6.6
75,Taylor Gabriel,CHI,LAC,67,84,75.0,3.5,6.4
76,Paul Richardson,WAS,MIN,56,87,76.4,5.3,6.3
77,Hunter Renfrow,OAK,HOU,72,91,77.8,4.0,6.3
78,Albert Wilson,MIA,PIT,54,87,78.6,4.1,6.3
79,James Washington,PIT,MIA,68,83,75.2,4.1,6.2
80,KeeSean Johnson,ARI,NO,67,102,82.0,7.7,6.0
81,Trevor Davis,OAK,HOU,67,88,79.9,5.7,5.9
82,Jake Kumerow,GB,KC,68,91,80.2,5.3,5.8
83,David Moore,SEA,ATL,75,83,80.7,2.1,5.6
84,Antonio Callaway,CLE,NE,68,91,84.3,2.9,5.5
85,Trent Sherfield,ARI,NO,80,88,84.4,1.8,5.5
86,Duke Williams,BUF,PHI,69,106,93.0,5.3,5.4
87,Deebo Samuel,SF,CAR,54,122,87.3,12.6,5.0
88,Cody Latimer,NYG,DET,79,112,93.0,6.6,5.2
89,Chester Rogers,IND,DEN,78,113,89.6,8.0,4.8
90,Justin Hardy,ATL,SEA,72,103,90.6,5.1,4.7
91,Cordarrelle Patterson,CHI,LAC,85,113,95.9,6.6,4.7
92,Tajae Sharpe,TEN,TB,78,105,91.2,5.9,4.7
93,Isaiah McKenzie,BUF,PHI,75,104,92.5,4.9,4.3
94,Kendrick Bourne,SF,CAR,78,96,90.0,3.8,4.5
95,Deon Cain,IND,DEN,83,110,95.9,6.6,4.7
96,Pharoh Cooper,ARI,NO,87,113,97.5,6.1,4.3
