Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Dalvin Cook,MIN,WAS,1,4,1.4,0.7,22.5
2,Christian McCaffrey,CAR,SF,1,5,2.2,0.8,22.1
3,Saquon Barkley,NYG,DET,1,6,2.8,1.0,21.8
4,Leonard Fournette,JAC,NYJ,2,6,4.1,0.6,20.0
5,James Conner,PIT,MIA,2,8,5.1,1.0,18.9
6,Chris Carson,SEA,ATL,6,10,7.1,1.2,18.9
7,Le'Veon Bell,NYJ,JAC,5,15,7.6,1.9,18.0
8,Aaron Jones,GB,KC,3,11,8.4,0.9,17.2
9,Todd Gurley,LAR,CIN,5,13,8.9,1.4,16.7
10,Nick Chubb,CLE,NE,9,21,11.3,1.5,16.3
11,Chase Edmonds,ARI,NO,8,23,12.7,1.9,15.0
12,Latavius Murray,NO,ARI,3,35,12.8,7.2,14.6
13,Josh Jacobs,OAK,HOU,7,19,13.4,1.2,14.6
14,Marlon Mack,IND,DEN,10,19,14.3,2.1,14.0
15,Ty Johnson,DET,NYG,9,31,15.6,2.0,13.9
16,Austin Ekeler,LAC,CHI,11,23,16.8,2.4,13.3
17,Derrick Henry,TEN,TB,9,38,17.1,3.1,13.5
18,Devonta Freeman,ATL,SEA,12,33,17.7,2.6,13.1
19,James White,NE,CLE,12,27,18.3,3.7,12.7
20,Tevin Coleman,SF,CAR,13,24,19.7,2.1,12.4
21,Sony Michel,NE,CLE,12,22,20.4,1.4,12.3
22,Phillip Lindsay,DEN,IND,14,28,20.5,1.8,12.1
23,Melvin Gordon,LAC,CHI,16,28,23.4,1.6,12.0
24,LeSean McCoy,KC,GB,20,31,24.6,2.0,11.8
25,Royce Freeman,DEN,IND,17,35,25.0,1.4,11.7
26,Carlos Hyde,HOU,OAK,15,33,26.3,3.5,10.9
27,David Montgomery,CHI,LAC,22,33,26.3,2.1,10.4
28,Jamaal Williams,GB,KC,18,35,27.9,1.4,10.0
29,Matt Breida,SF,CAR,23,32,28.4,1.8,10.0
30,Joe Mixon,CIN,LAR,24,36,29.8,1.7,9.8
31,Jordan Howard,PHI,BUF,27,34,31.9,1.2,9.7
32,Tarik Cohen,CHI,LAC,26,39,32.9,3.7,9.6
33,Frank Gore,BUF,PHI,29,42,33.5,1.9,9.3
34,Miles Sanders,PHI,BUF,32,42,35.3,1.8,9.3
35,Devin Singletary,BUF,PHI,32,41,36.3,1.5,9.3
36,Darrell Henderson,LAR,CIN,29,49,36.9,4.2,9.1
37,Kenyan Drake,MIA,PIT,27,44,37.5,2.8,9.0
38,J.D. McKissic,DET,NYG,30,47,39.0,3.1,8.9
39,Adrian Peterson,WAS,MIN,30,49,39.2,4.0,9.0
40,Damien Williams,KC,GB,34,51,39.7,3.3,8.7
41,Duke Johnson,HOU,OAK,28,52,40.2,2.4,8.0
42,Ronald Jones II,TB,TEN,34,45,41.4,2.1,7.6
43,Mark Walton,MIA,PIT,34,50,42.4,3.0,7.5
44,Giovani Bernard,CIN,LAR,40,52,45.7,1.9,6.9
45,Wendell Smallwood,WAS,MIN,37,60,46.2,4.2,6.3
46,Nyheim Hines,IND,DEN,43,59,46.2,2.0,7.1
47,Alexander Mattison,MIN,WAS,42,53,47.0,2.8,6.3
48,Benny Snell Jr.,PIT,MIA,30,57,47.2,4.2,5.8
49,Peyton Barber,TB,TEN,39,52,48.4,1.6,5.6
50,Dion Lewis,TEN,TB,41,52,48.5,1.9,5.5
51,Brian Hill,ATL,SEA,50,62,54.3,2.2,5.2
52,Dare Ogunbowale,TB,TEN,47,59,52.5,2.6,5.2
53,Jalen Richard,OAK,HOU,50,59,53.0,2.5,5.4
54,DeAndre Washington,OAK,HOU,50,59,53.4,2.4,4.8
55,Darrel Williams,KC,GB,52,64,56.6,3.0,4.7
56,Brandon Bolden,NE,CLE,47,62,57.2,2.3,4.6
57,Rashaad Penny,SEA,ATL,53,60,56.7,1.5,4.4
58,Jordan Wilkins,IND,DEN,55,65,59.5,2.0,4.3
59,C.J. Prosise,SEA,ATL,53,61,57.3,1.9,4.2
60,Ty Montgomery,NYJ,JAC,54,73,62.1,3.5,3.4
61,Raheem Mostert,SF,CAR,48,77,65.6,5.9,3.4
62,Wayne Gallman,NYG,DET,56,65,61.6,2.6,3.0
63,Kalen Ballage,MIA,PIT,54,69,62.9,3.0,3.0
64,Dontrell Hilliard,CLE,NE,61,68,63.6,1.8,3.0
65,Ryquell Armstead,JAC,NYJ,62,68,65.6,1.5,3.0
66,Dwayne Washington,NO,ARI,53,76,67.9,3.9,2.5
67,CJ Ham,MIN,WAS,64,74,68.5,2.8,2.9
68,Boston Scott,PHI,BUF,59,77,72.2,2.8,2.9
69,Dan Vitale,GB,KC,61,79,70.5,3.2,2.8
70,Jeff Wilson,SF,CAR,55,76,69.6,2.8,2.0
71,Zach Zenner,ARI,NO,61,93,71.8,6.5,2.3
72,Reggie Bonnafon,CAR,SF,65,89,72.5,4.8,1.8
73,Rex Burkhead,NE,CLE,46,82,69.2,7.8,1.8
74,Ameer Abdullah,MIN,WAS,73,76,74.5,0.8,1.8
75,Alvin Kamara,NO,ARI,3,97,49.3,33.8,2.9
76,Mike Davis,CHI,LAC,56,86,77.4,4.9,1.8
77,Bilal Powell,NYJ,JAC,72,90,77.9,3.6,1.8
78,Zach Line,NO,ARI,64,85,78.3,4.0,1.8
79,Elijhaa Penny,NYG,DET,70,84,79.9,3.0,1.7
80,Patrick DiMarco,BUF,PHI,64,88,80.1,2.8,1.6
81,Andy Janovich,DEN,IND,73,86,81.5,2.3,1.5
82,Alfred Morris,ARI,NO,65,99,81.8,9.5,1.7
83,Kenjon Barner,ATL,SEA,69,91,81.9,4.2,1.7
84,John Kelly,LAR,CIN,78,89,84.2,2.6,1.4
85,Paul Perkins,DET,NYG,68,100,84.9,10.5,1.2
86,Alex Armah,CAR,SF,77,94,86.6,4.8,1.3
87,Derek Watt,LAC,CHI,78,94,86.8,3.1,1.4
88,Craig Reynolds,WAS,MIN,75,96,87.0,5.4,1.1
89,Tra Carson,DET,NYG,73,103,86.5,9.6,1.0
90,T.J. Yeldon,BUF,PHI,80,95,89.9,3.5,1.0
91,Trayveon Williams,CIN,LAR,82,97,90.1,3.0,1.0
92,Devontae Booker,DEN,IND,79,93,87.1,3.6,1.1
93,David Johnson,ARI,NO,35,90,79.8,9.9,1.2
94,Anthony Sherman,KC,GB,84,96,90.9,2.4,0.9
95,Qadree Ollison,ATL,SEA,63,98,90.3,5.3,0.9
96,Nick Bawden,DET,NYG,72,90,80.4,6.5,0.7
97,Damien Harris,NE,CLE,85,99,95.1,3.5,0.7
98,Troymaine Pope,LAC,CHI,85,98,93.2,3.8,0.8
99,D'Ernest Johnson,CLE,NE,79,95,89.3,4.6,0.7
100,Mike Boone,MIN,WAS,80,101,94.1,6.3,0.7
101,Javorius Allen,NYG,DET,92,105,98.2,3.7,0.7
102,Jonathan Hilliman,NYG,DET,96,107,99.3,3.3,0.6
103,Travis Homer,SEA,ATL,95,104,97.3,3.3,0.6
104,Justin Jackson,LAC,CHI,88,100,94.0,6.0,0.6
105,Darwin Thompson,KC,GB,100,103,101.5,1.1,0.6
106,Dexter Williams,GB,KC,101,102,101.5,0.5,0.5
107,Trey Edmunds,PIT,MIA,103,106,104.5,1.5,0.5
