Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Tampa Bay Buccaneers,TB,3.1,1.1,0.8,1.4,0.2,0.0,18.3,284.8,9.4
Kansas City Chiefs,KC,3.2,1.3,0.5,0.9,0.2,0.0,15.3,290.7,9.1
Philadelphia Eagles,PHI,3.2,1.0,0.7,1.1,0.2,0.0,19.5,336.4,8.7
Buffalo Bills,BUF,2.4,1.0,0.6,0.9,0.2,0.0,19.1,323.6,7.5
Baltimore Ravens,BAL,2.2,0.9,0.8,1.2,0.1,0.1,19.7,354.1,7.5
Los Angeles Chargers,LAC,2.4,1.0,0.5,0.6,0.2,0.0,20.0,337.1,7.4
Tennessee Titans,TEN,3.1,0.9,0.6,0.9,0.2,0.0,21.8,358.7,7.1
Los Angeles Rams,LAR,3.1,0.9,0.6,0.7,0.1,0.0,20.9,321.2,7.0
Dallas Cowboys,DAL,3.0,0.8,0.7,0.9,0.1,0.0,25.4,356.8,6.7
Green Bay Packers,GB,2.7,1.0,0.6,0.8,0.1,0.0,21.7,349.1,6.6
San Francisco 49ers,SF,2.9,0.8,0.6,0.9,0.1,0.1,25.3,373.7,6.6
Seattle Seahawks,SEA,2.5,1.0,0.6,1.0,0.1,0.0,24.0,377.1,6.5
Pittsburgh Steelers,PIT,3.1,0.7,0.6,0.8,0.1,0.0,23.3,336.2,6.5
Indianapolis Colts,IND,2.6,0.9,0.5,0.8,0.2,0.1,22.0,345.3,6.4
New England Patriots,NE,2.4,1.0,0.6,0.9,0.1,0.0,22.0,364.6,6.4
New Orleans Saints,NO,2.4,0.9,0.5,0.7,0.2,0.0,20.5,318.1,6.3
Denver Broncos,DEN,2.5,0.7,0.6,0.9,0.2,0.0,22.5,369.2,6.1
Cleveland Browns,CLE,2.3,0.7,0.7,1.2,0.1,0.0,23.4,371.4,6.0
Carolina Panthers,CAR,2.3,0.7,0.6,0.9,0.1,0.0,25.0,384.9,5.8
Las Vegas Raiders,LV,1.9,1.0,0.5,0.7,0.1,0.0,24.6,353.1,5.8
Detroit Lions,DET,1.8,0.8,0.5,0.8,0.2,0.1,23.2,367.3,5.6
Atlanta Falcons,ATL,2.2,0.7,0.5,0.8,0.1,0.0,25.3,382.8,5.6
Cincinnati Bengals,CIN,2.3,0.7,0.4,0.5,0.1,0.0,26.3,383.3,5.3
Miami Dolphins,MIA,1.8,0.8,0.5,0.8,0.1,0.0,24.4,386.4,5.1
New York Giants,NYG,1.9,0.7,0.5,0.7,0.1,0.1,26.7,367.7,5.0
Chicago Bears,CHI,1.8,0.7,0.5,0.8,0.1,0.0,22.6,366.6,5.0
New York Jets,NYJ,1.8,0.5,0.5,0.7,0.1,0.0,30.5,398.1,4.6
Minnesota Vikings,MIN,1.9,0.5,0.4,0.7,0.1,0.0,26.5,372.3,4.6
