team,rank,day,mult
ATL,1,Sun,1
BAL,1,Sun,1
CAR,2,Sun,1
CHI,1,Sun,1
CIN,1,Sun,1
CLE,1,Sun,1
DAL,3,Sun,1
DEN,2,Sun,1
HOU,1,Sun,1
IND,1,Sun,1
JAC,1,Sun,1
KC,1,Sun,1
LAC,2,Sun,1
LAR,3,Sun,1
NYG,1,Sun,1
NYJ,1,Sun,1
PHI,3,Sun,1
PIT,1,Sun,1
SEA,3,Sun,1
WAS,2,Sun,1
