Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,6.0,74.0,0.6,0.0,17.2
Darren Waller,LV,6.5,70.3,0.5,0.1,16.3
T.J. Hockenson,DET,4.6,53.0,0.5,0.0,13.0
Mark Andrews,BAL,3.9,50.1,0.5,0.0,12.0
Noah Fant,DEN,4.2,49.8,0.5,0.0,11.9
Jared Cook,NO,3.8,49.8,0.5,0.0,11.6
Rob Gronkowski,TB,3.7,50.3,0.4,0.0,11.4
Hunter Henry,LAC,4.3,51.8,0.3,0.0,11.4
Robert Tonyan,GB,3.8,46.8,0.5,0.0,11.4
Jordan Reed,SF,4.5,47.6,0.2,0.0,10.6
Hayden Hurst,ATL,4.0,45.1,0.3,0.0,10.2
Evan Engram,NYG,4.3,46.1,0.2,0.0,9.9
Jonnu Smith,TEN,3.7,43.1,0.3,0.0,9.9
Eric Ebron,PIT,3.9,43.8,0.3,0.0,9.8
Jimmy Graham,CHI,3.7,39.1,0.2,0.0,8.9
Mike Gesicki,MIA,3.6,42.1,0.2,0.0,8.8
Trey Burton,IND,3.4,34.0,0.3,0.0,8.5
Logan Thomas,WAS,3.6,35.4,0.2,0.0,8.3
Dalton Schultz,DAL,3.3,35.1,0.1,0.0,7.4
Greg Olsen,SEA,2.7,28.9,0.2,0.0,6.5
Albert Okwuegbunam,DEN,2.6,29.2,0.2,0.0,6.4
Jordan Akins,HOU,2.7,28.9,0.1,0.0,6.4
Anthony Firkser,TEN,2.3,26.8,0.2,0.0,6.0
Irv Smith Jr.,MIN,2.4,25.4,0.1,0.0,5.6
Tyler Eifert,JAC,2.2,25.1,0.1,0.0,5.6
Jack Doyle,IND,2.3,23.9,0.1,0.0,5.5
Darren Fells,HOU,1.9,22.2,0.2,0.0,5.3
Kyle Rudolph,MIN,2.0,20.6,0.2,0.0,5.0
Chris Herndon IV,NYJ,2.2,23.1,0.1,0.1,5.0
Mo Alie-Cox,IND,1.7,24.4,0.1,0.0,4.9
Ross Dwelley,SF,2.1,20.2,0.1,0.0,4.5
Dawson Knox,BUF,1.7,21.6,0.1,0.0,4.3
Ian Thomas,CAR,1.9,18.0,0.1,0.0,4.3
Dan Arnold,ARI,1.6,21.2,0.1,0.0,4.3
Jake Butt,DEN,1.7,19.3,0.1,0.0,3.9
James O'Shaughnessy,JAC,1.7,16.9,0.1,0.0,3.8
Will Dissly,SEA,1.4,16.6,0.1,0.0,3.8
Nick Vannett,DEN,1.7,16.2,0.1,0.0,3.8
Adam Trautman,NO,1.5,16.8,0.1,0.0,3.7
Foster Moreau,LV,1.3,13.7,0.2,0.0,3.7
Ryan Izzo,NE,1.4,16.6,0.1,0.0,3.7
Kaden Smith,NYG,1.7,14.2,0.1,0.0,3.6
Andrew Beck,DEN,1.4,16.0,0.1,0.0,3.6
Josh Hill,NO,1.6,15.6,0.1,0.0,3.6
Jace Sternberger,GB,1.5,15.7,0.1,0.0,3.6
Nick Boyle,BAL,1.5,13.9,0.1,0.0,3.4
Tyler Kroft,BUF,1.4,15.0,0.1,0.0,3.4
Marcedes Lewis,GB,1.4,14.0,0.1,0.0,3.4
Cameron Brate,TB,1.3,13.4,0.1,0.0,3.3
