Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,George Kittle,SF,ARI,1,3,1.2,0.4,14.2,0.16000000000000003
2,Travis Kelce,KC,HOU,1,5,1.9,0.5,14.1,0.25
3,Mark Andrews,BAL,CLE,1,8,3.3,0.7,11.1,0.48999999999999994
4,Zach Ertz,PHI,WAS,2,8,3.9,0.8,11.1,0.32000000000000006
5,Darren Waller,LV,CAR,3,14,5.2,0.9,9.3,0.27
6,Hunter Henry,LAC,CIN,4,19,7.3,2.1,9.1,1.1025
7,Tyler Higbee,LAR,DAL,4,27,7.5,2.7,9.0,1.8225000000000002
8,Hayden Hurst,ATL,SEA,4,20,8.7,2.7,8.3,1.8225000000000002
9,Evan Engram,NYG,PIT,6,16,9.4,2.3,7.6,0.8816666666666665
10,Jared Cook,NO,TB,4,20,11.2,2.6,7.5,1.6900000000000002
11,Rob Gronkowski,TB,NO,5,27,12.0,3.0,7.3,1.8
12,T.J. Hockenson,DET,CHI,5,25,13.6,4.0,7.2,3.2
13,Noah Fant,DEN,TEN,7,22,14.5,2.8,7.2,1.1199999999999999
14,Dallas Goedert,PHI,WAS,9,25,14.7,3.5,7.0,1.3611111111111112
15,Jonnu Smith,TEN,DEN,8,23,15.7,3.0,6.9,1.125
16,Mike Gesicki,MIA,NE,7,27,16.7,3.1,6.8,1.372857142857143
17,Austin Hooper,CLE,BAL,8,23,17.2,3.2,6.7,1.2800000000000002
18,Jack Doyle,IND,JAC,7,35,17.5,4.1,6.6,2.4014285714285712
19,Blake Jarwin,DAL,LAR,7,22,15.5,3.2,6.5,1.462857142857143
20,Chris Herndon IV,NYJ,BUF,6,28,18.4,3.5,6.3,2.0416666666666665
21,Eric Ebron,PIT,NYG,8,29,18.5,3.7,6.2,1.7112500000000002
22,Ian Thomas,CAR,LV,17,31,23.0,2.1,5.7,0.25941176470588234
23,Greg Olsen,SEA,ATL,12,30,23.2,2.5,5.6,0.5208333333333334
24,Irv Smith Jr.,MIN,GB,17,33,24.5,2.4,5.5,0.3388235294117647
25,Tyler Eifert,JAC,IND,17,31,25.7,2.1,4.6,0.25941176470588234
26,O.J. Howard,TB,NO,8,36,26.8,4.0,4.2,2.0
27,Kyle Rudolph,MIN,GB,18,39,27.9,3.5,4.2,0.6805555555555556
28,Dawson Knox,BUF,NYJ,12,36,28.4,2.5,4.2,0.5208333333333334
29,Jimmy Graham,CHI,DET,18,35,28.7,2.9,4.0,0.4672222222222222
30,Darren Fells,HOU,KC,15,40,30.8,4.1,3.8,1.1206666666666665
31,Will Dissly,SEA,ATL,12,43,31.4,3.4,3.8,0.9633333333333333
32,C.J. Uzomah,CIN,LAC,21,47,33.1,3.4,3.8,0.5504761904761905
33,Gerald Everett,LAR,DAL,19,50,32.6,4.4,3.7,1.0189473684210528
34,Jace Sternberger,GB,MIN,25,51,35.9,4.8,3.6,0.9216
35,David Njoku,CLE,BAL,30,51,38.0,4.9,3.5,0.8003333333333335
36,Logan Thomas,WAS,PHI,18,41,32.3,4.6,3.5,1.1755555555555555
37,Devin Asiasi,NE,MIA,18,43,36.7,4.5,3.4,1.125
38,Jordan Akins,HOU,KC,9,59,33.2,6.3,3.3,4.41
39,Dan Arnold,ARI,SF,22,51,37.3,4.3,3.3,0.8404545454545453
40,Jordan Reed,SF,ARI,17,70,35.6,10.3,3.0,6.240588235294119
41,Robert Tonyan,GB,MIN,28,44,36.9,4.0,3.1,0.5714285714285714
42,Nick Boyle,BAL,CLE,24,50,38.7,4.4,3.0,0.8066666666666668
43,Jason Witten,LV,CAR,36,61,44.1,4.6,2.9,0.5877777777777777
44,Vance McDonald,PIT,NYG,23,56,42.2,5.4,2.8,1.2678260869565219
45,Cameron Brate,TB,NO,27,54,45.0,5.5,2.8,1.1203703703703705
46,Ryan Griffin,NYJ,BUF,29,69,47.0,6.8,2.5,1.5944827586206896
47,Mo Alie-Cox,IND,JAC,25,60,45.0,7.5,2.5,2.25
48,Cole Kmet,CHI,DET,37,55,50.1,4.9,2.4,0.6489189189189191
49,Anthony Firkser,TEN,DEN,39,57,50.2,4.5,2.3,0.5192307692307693
50,Jeremy Sprinkle,WAS,PHI,36,71,53.2,7.6,2.2,1.6044444444444443
