Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Christian McCaffrey,CAR,16.2,70.5,0.6,6.8,57.4,0.3,0.1,21.5
Ezekiel Elliott,DAL,20.1,87.5,0.7,3.5,27.8,0.1,0.1,17.7
Derrick Henry,TEN,20.6,98.0,0.8,2.2,17.9,0.1,0.1,17.4
Saquon Barkley,NYG,18.4,80.7,0.5,4.0,31.7,0.1,0.0,17.2
Dalvin Cook,MIN,17.1,78.2,0.6,3.8,31.7,0.1,0.1,17.2
Alvin Kamara,NO,12.7,58.3,0.6,5.1,42.6,0.2,0.1,17.0
Austin Ekeler,LAC,10.5,49.7,0.3,5.4,50.0,0.5,0.1,16.8
Josh Jacobs,LV,20.3,90.8,0.7,2.1,16.5,0.1,0.1,16.3
Joe Mixon,CIN,17.6,77.8,0.6,2.8,22.6,0.1,0.1,15.3
Clyde Edwards-Helaire,KC,12.7,58.9,0.5,3.3,29.3,0.2,0.1,14.6
James Conner,PIT,15.1,64.0,0.6,3.1,24.8,0.1,0.1,14.6
Aaron Jones,GB,14.0,65.0,0.6,3.0,21.5,0.1,0.1,14.4
Kenyan Drake,ARI,13.3,60.9,0.5,3.6,27.1,0.1,0.1,14.1
Chris Carson,SEA,17.7,74.8,0.5,2.2,16.5,0.1,0.1,13.6
Boston Scott,PHI,14.4,58.8,0.5,3.1,25.0,0.1,0.1,13.4
Todd Gurley,ATL,14.9,60.4,0.6,2.4,19.1,0.1,0.1,13.1
Nick Chubb,CLE,15.0,74.1,0.5,1.9,12.8,0.1,0.1,12.8
David Johnson,HOU,14.0,52.2,0.4,3.1,29.2,0.1,0.1,12.8
Mark Ingram II,BAL,12.9,58.7,0.6,2.0,16.7,0.1,0.1,12.2
Le'Veon Bell,NYJ,13.1,53.6,0.2,4.2,29.6,0.1,0.1,11.7
Raheem Mostert,SF,12.8,64.6,0.6,1.3,10.1,0.1,0.2,11.7
Marlon Mack,IND,14.1,62.4,0.6,1.1,7.9,0.0,0.1,11.3
James White,NE,4.7,17.7,0.1,4.7,40.6,0.4,0.0,10.8
Melvin Gordon,DEN,13.6,50.5,0.3,2.9,22.8,0.1,0.1,10.7
Devin Singletary,BUF,11.6,54.0,0.2,2.3,19.5,0.1,0.1,10.1
Cam Akers,LAR,11.3,49.0,0.3,2.5,18.6,0.1,0.1,10.0
Kareem Hunt,CLE,6.6,30.1,0.1,3.6,30.9,0.2,0.0,9.4
Antonio Gibson,WAS,9.4,41.5,0.2,2.8,23.8,0.1,0.1,9.3
Sony Michel,NE,15.0,63.9,0.3,1.1,6.2,0.0,0.1,9.1
Jonathan Taylor,IND,9.8,45.7,0.3,1.7,13.7,0.1,0.1,8.8
Tarik Cohen,CHI,5.5,19.7,0.1,4.4,34.3,0.1,0.1,8.7
James Robinson,JAC,11.9,48.6,0.2,2.0,15.4,0.0,0.1,8.5
Leonard Fournette,TB,11.2,36.9,0.3,2.1,16.1,0.0,0.0,8.4
David Montgomery,CHI,14.8,56.3,0.2,1.1,10.0,0.0,0.1,8.3
Kerryon Johnson,DET,10.1,44.0,0.2,2.0,13.2,0.0,0.1,7.8
Ronald Jones II,TB,10.1,37.9,0.2,2.0,16.7,0.1,0.1,7.8
Chris Thompson,JAC,4.3,18.7,0.1,3.8,31.8,0.1,0.1,7.7
Tevin Coleman,SF,9.7,38.3,0.2,1.8,13.7,0.1,0.0,7.5
Jordan Howard,MIA,11.5,47.1,0.2,1.2,7.7,0.0,0.1,7.2
Phillip Lindsay,DEN,9.8,39.9,0.1,1.9,11.9,0.0,0.0,7.1
Duke Johnson,HOU,3.9,17.7,0.1,2.9,26.9,0.1,0.1,6.6
Darrel Williams,KC,9.1,29.3,0.2,2.4,13.7,0.0,0.0,6.6
Matt Breida,MIA,8.4,31.0,0.1,2.0,16.8,0.1,0.1,6.4
Zack Moss,BUF,9.7,34.5,0.1,1.6,11.8,0.0,0.1,6.4
J.K. Dobbins,BAL,8.9,33.2,0.1,1.6,11.7,0.0,0.1,6.3
Adrian Peterson,DET,10.6,37.7,0.1,1.0,6.6,0.0,0.1,5.8
Rex Burkhead,NE,5.8,23.2,0.1,1.9,17.0,0.1,0.1,5.7
Jerick McKinnon,SF,6.6,24.3,0.1,1.9,13.3,0.1,0.0,5.6
Nyheim Hines,IND,3.8,15.4,0.1,2.5,20.6,0.1,0.0,5.6
Latavius Murray,NO,8.7,32.2,0.1,1.5,9.3,0.0,0.0,5.6
Jalen Richard,LV,3.8,16.7,0.1,2.4,18.7,0.1,0.1,5.5
D'Andre Swift,DET,6.6,23.7,0.1,1.7,12.9,0.1,0.1,5.2
Tony Pollard,DAL,6.1,25.5,0.1,1.6,11.1,0.1,0.1,5.1
Jamaal Williams,GB,6.1,21.1,0.1,1.9,14.5,0.0,0.0,5.1
Alexander Mattison,MIN,6.3,27.5,0.1,1.0,7.1,0.0,0.1,4.7
Justin Jackson,LAC,6.7,25.5,0.1,1.1,8.2,0.0,0.0,4.7
Frank Gore,NYJ,8.6,28.6,0.1,1.1,7.8,0.0,0.0,4.7
Giovani Bernard,CIN,4.5,16.4,0.1,1.8,13.9,0.0,0.0,4.5
Bryce Love,WAS,6.5,24.0,0.1,1.3,7.6,0.0,0.0,4.4
Chase Edmonds,ARI,5.6,20.1,0.1,1.5,10.0,0.0,0.0,4.4
Joshua Kelley,LAC,6.9,24.2,0.1,1.1,7.2,0.0,0.0,4.3
Corey Clement,PHI,6.2,20.0,0.1,1.0,7.3,0.0,0.0,4.0
Carlos Hyde,SEA,7.1,26.1,0.1,0.8,4.9,0.0,0.1,3.9
Malcolm Brown,LAR,6.4,24.0,0.1,0.7,4.1,0.0,0.0,3.9
Darrell Henderson,LAR,6.0,22.9,0.1,0.8,5.0,0.0,0.0,3.7
J.D. McKissic,WAS,3.4,9.6,0.0,1.6,12.7,0.1,0.0,3.6
Brian Hill,ATL,4.2,20.2,0.1,1.0,6.8,0.0,0.0,3.5
Jaylen Samuels,PIT,1.7,5.8,0.0,1.7,13.7,0.1,0.0,3.5
Benny Snell Jr.,PIT,5.1,22.9,0.1,0.5,3.5,0.0,0.1,3.4
LeSean McCoy,TB,3.9,14.4,0.0,1.3,8.8,0.0,0.0,3.4
Peyton Barber,WAS,5.9,19.4,0.0,1.0,5.6,0.0,0.0,3.3
Ito Smith,ATL,3.2,11.8,0.1,1.4,8.6,0.0,0.0,3.3
Gus Edwards,BAL,4.1,20.5,0.1,0.4,2.0,0.0,0.0,3.0
A.J. Dillon,GB,4.6,16.9,0.0,0.8,4.8,0.0,0.0,2.9
Kyle Juszczyk,SF,1.2,3.7,0.0,1.5,12.1,0.1,0.1,2.8
Royce Freeman,DEN,2.8,11.9,0.1,0.9,4.9,0.0,0.0,2.5
Anthony McFarland Jr.,PIT,2.6,9.2,0.0,1.2,7.0,0.0,0.0,2.3
