Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,6.0,76.6,0.6,0.0,14.4
George Kittle,SF,5.8,73.2,0.5,0.0,13.4
Mark Andrews,BAL,4.7,61.5,0.6,0.0,12.2
Zach Ertz,PHI,5.7,61.4,0.5,0.0,11.7
Darren Waller,LV,5.0,57.2,0.4,0.1,10.7
Tyler Higbee,LAR,5.3,57.8,0.2,0.0,9.8
Evan Engram,NYG,4.2,47.6,0.4,0.0,9.2
Rob Gronkowski,TB,3.4,47.0,0.4,0.0,8.5
Jared Cook,NO,3.6,43.3,0.4,0.0,8.4
Hunter Henry,LAC,4.1,48.5,0.2,0.0,8.3
Blake Jarwin,DAL,3.7,40.0,0.4,0.0,8.3
Jack Doyle,IND,4.1,40.3,0.4,0.0,8.2
Noah Fant,DEN,3.5,43.0,0.3,0.0,8.1
Chris Herndon IV,NYJ,3.5,41.0,0.3,0.0,7.9
Dallas Goedert,PHI,4.3,44.2,0.2,0.0,7.9
Eric Ebron,PIT,3.5,39.4,0.3,0.0,7.7
Hayden Hurst,ATL,3.9,46.5,0.2,0.0,7.7
Jonnu Smith,TEN,3.4,37.9,0.3,0.0,7.5
T.J. Hockenson,DET,4.2,45.2,0.1,0.0,7.5
Mike Gesicki,MIA,4.0,43.6,0.1,0.0,6.9
Austin Hooper,CLE,3.5,40.1,0.1,0.0,6.6
Ian Thomas,CAR,3.5,35.6,0.1,0.0,6.2
Tyler Eifert,JAC,2.9,33.5,0.1,0.0,5.5
Darren Fells,HOU,2.7,28.8,0.2,0.0,5.2
O.J. Howard,TB,2.4,32.3,0.1,0.0,5.1
Greg Olsen,SEA,2.6,30.8,0.1,0.0,5.1
Kyle Rudolph,MIN,2.6,27.6,0.1,0.0,5.0
Irv Smith Jr.,MIN,2.7,28.1,0.1,0.0,4.8
C.J. Uzomah,CIN,2.4,23.8,0.1,0.0,4.2
Logan Thomas,WAS,2.5,24.1,0.1,0.0,4.2
Will Dissly,SEA,1.7,21.7,0.1,0.0,3.9
Dawson Knox,BUF,1.9,22.7,0.1,0.0,3.8
Devin Asiasi,NE,2.0,20.8,0.1,0.0,3.5
Jimmy Graham,CHI,1.9,20.9,0.1,0.0,3.5
Dan Arnold,ARI,1.8,20.3,0.1,0.0,3.5
Gerald Everett,LAR,1.9,19.4,0.1,0.0,3.4
Nick Boyle,BAL,1.9,18.6,0.1,0.0,3.3
Anthony Firkser,TEN,1.6,18.9,0.1,0.0,3.2
Vance McDonald,PIT,1.8,17.3,0.1,0.0,3.2
Jordan Reed,SF,1.9,18.9,0.1,0.0,3.1
Jordan Akins,HOU,1.8,19.7,0.0,0.0,3.1
Robert Tonyan,GB,1.6,19.2,0.1,0.0,3.0
David Njoku,CLE,1.6,17.5,0.0,0.0,2.8
Cole Kmet,CHI,1.5,16.0,0.1,0.0,2.7
Jason Witten,LV,1.5,14.3,0.1,0.0,2.6
Mo Alie-Cox,IND,1.2,16.3,0.1,0.0,2.6
Ryan Griffin,NYJ,1.5,15.4,0.0,0.0,2.5
Jesse James,DET,1.3,13.8,0.1,0.0,2.4
Cameron Brate,TB,1.2,13.0,0.1,0.0,2.3
Jeremy Sprinkle,WAS,1.2,12.3,0.1,0.0,2.3
Jace Sternberger,GB,1.2,14.5,0.0,0.0,2.2
