Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Christian McCaffrey,CAR,LV,1,4,1.1,0.5,20.7,0.25
2,Ezekiel Elliott,DAL,LAR,1,8,2.5,1.1,18.2,1.2100000000000002
3,Dalvin Cook,MIN,GB,1,13,3.6,1.5,18.1,2.25
4,Josh Jacobs,LV,CAR,1,10,5.0,1.7,17.4,2.8899999999999997
5,Saquon Barkley,NYG,PIT,2,15,5.2,2.4,16.6,2.88
6,Derrick Henry,TEN,DEN,1,14,6.4,2.1,16.6,4.41
7,Alvin Kamara,NO,TB,2,23,6.9,2.3,16.2,2.6449999999999996
8,Austin Ekeler,LAC,CIN,2,15,8.2,2.1,15.7,2.205
9,Joe Mixon,CIN,LAC,5,15,9.1,1.7,15.3,0.578
10,Clyde Edwards-Helaire,KC,HOU,3,21,10.7,2.9,15.1,2.8033333333333332
11,Aaron Jones,GB,MIN,5,20,11.0,2.2,14.9,0.9680000000000002
12,James Conner,PIT,NYG,4,27,11.1,3.0,13.9,2.25
13,Chris Carson,SEA,ATL,9,27,14.2,2.0,13.7,0.4444444444444444
14,Kenyan Drake,ARI,SF,7,28,14.6,2.6,13.6,0.9657142857142859
15,Todd Gurley,ATL,SEA,5,21,14.9,2.5,13.6,1.25
16,Nick Chubb,CLE,BAL,7,28,15.3,2.6,13.1,0.9657142857142859
17,Mark Ingram II,BAL,CLE,8,26,18.0,2.8,13.1,0.9799999999999999
18,David Johnson,HOU,KC,8,27,18.1,2.7,12.9,0.9112500000000001
19,Raheem Mostert,SF,ARI,7,34,19.0,3.2,11.7,1.462857142857143
20,Melvin Gordon,DEN,TEN,15,32,21.3,2.8,11.3,0.5226666666666666
21,Le'Veon Bell,NYJ,BUF,11,33,21.8,3.1,10.5,0.8736363636363638
22,Jonathan Taylor,IND,JAC,12,49,22.9,4.1,10.4,1.4008333333333332
23,Boston Scott,PHI,WAS,6,51,23.5,7.6,10.3,9.626666666666667
24,Devin Singletary,BUF,NYJ,15,46,26.1,3.8,10.1,0.9626666666666667
25,Marlon Mack,IND,JAC,11,46,26.6,5.6,9.9,2.8509090909090906
26,James White,NE,MIA,16,43,27.2,4.1,9.8,1.050625
27,Kareem Hunt,CLE,BAL,13,40,27.4,3.8,9.4,1.1107692307692307
28,Antonio Gibson,WAS,PHI,19,48,29.3,4.8,9.0,1.2126315789473683
29,Cam Akers,LAR,DAL,16,50,28.7,5.5,8.4,1.890625
30,Tarik Cohen,CHI,DET,13,45,30.4,4.8,8.3,1.7723076923076921
31,Ronald Jones II,TB,NO,22,58,33.3,5.1,8.2,1.1822727272727271
32,Jordan Howard,MIA,NE,23,48,35.0,5.0,8.2,1.0869565217391304
33,Sony Michel,NE,MIA,20,64,35.0,6.0,8.2,1.8
34,Phillip Lindsay,DEN,TEN,21,45,35.0,4.0,8.1,0.7619047619047619
35,Zack Moss,BUF,NYJ,21,58,36.7,5.0,7.9,1.1904761904761905
36,J.K. Dobbins,BAL,CLE,23,57,37.4,5.1,7.8,1.1308695652173912
37,Leonard Fournette,TB,NO,17,71,38.8,7.8,7.6,3.5788235294117645
38,Matt Breida,MIA,NE,28,52,39.6,4.0,7.3,0.5714285714285714
39,Kerryon Johnson,DET,CHI,24,58,40.4,6.5,7.3,1.7604166666666667
40,David Montgomery,CHI,DET,20,75,34.9,12.0,7.6,7.2
41,Chris Thompson,JAC,IND,18,69,39.9,7.0,7.0,2.7222222222222223
42,D'Andre Swift,DET,CHI,27,64,41.0,6.6,7.0,1.613333333333333
43,James Robinson,JAC,IND,22,90,40.9,11.2,7.0,5.701818181818181
44,Tevin Coleman,SF,ARI,25,69,43.4,5.4,6.9,1.1664
45,Latavius Murray,NO,TB,32,60,45.0,4.1,6.7,0.5253125
46,Duke Johnson,HOU,KC,27,57,45.5,4.6,6.4,0.7837037037037036
47,Darrel Williams,KC,HOU,26,90,47.0,13.1,6.2,6.600384615384614
48,Nyheim Hines,IND,JAC,37,67,50.6,5.7,6.2,0.8781081081081081
49,Joshua Kelley,LAC,CIN,28,74,49.5,6.1,6.1,1.3289285714285712
50,Malcolm Brown,LAR,DAL,33,66,51.1,5.9,6.0,1.054848484848485
51,Alexander Mattison,MIN,GB,38,64,51.9,4.0,6.0,0.42105263157894735
52,Rex Burkhead,NE,MIA,36,76,53.1,7.4,5.8,1.5211111111111113
53,Darrell Henderson,LAR,DAL,39,83,54.4,7.6,5.5,1.481025641025641
54,Tony Pollard,DAL,LAR,34,65,53.0,4.2,5.3,0.5188235294117647
55,Adrian Peterson,DET,CHI,29,72,55.1,7.7,5.2,2.0444827586206897
56,Jamaal Williams,GB,MIN,43,76,55.8,4.7,4.9,0.5137209302325583
57,Chase Edmonds,ARI,SF,39,72,57.5,5.7,4.9,0.8330769230769232
58,Justin Jackson,LAC,CIN,37,76,58.3,5.9,4.9,0.9408108108108109
59,Jerick McKinnon,SF,ARI,33,78,58.6,7.5,4.8,1.7045454545454546
60,Carlos Hyde,SEA,ATL,35,84,60.8,8.1,4.7,1.8745714285714286
61,Jalen Richard,LV,CAR,48,73,61.1,4.2,4.6,0.3675
62,Frank Gore,NYJ,BUF,45,72,62.2,4.7,4.6,0.490888888888889
63,Giovani Bernard,CIN,LAC,46,75,62.7,4.8,4.3,0.5008695652173912
64,A.J. Dillon,GB,MIN,42,85,63.6,6.9,4.2,1.1335714285714287
65,J.D. McKissic,WAS,PHI,49,91,64.0,8.2,4.1,1.3722448979591835
66,Bryce Love,WAS,PHI,43,81,65.9,6.8,4.0,1.0753488372093023
67,Brian Hill,ATL,SEA,48,92,66.1,5.8,3.9,0.7008333333333333
68,Benny Snell Jr.,PIT,NYG,51,78,66.5,5.1,3.8,0.51
69,Corey Clement,PHI,WAS,26,96,56.8,18.2,3.6,12.739999999999998
70,Peyton Barber,WAS,PHI,42,82,68.5,7.2,3.5,1.2342857142857144
71,Anthony McFarland Jr.,PIT,NYG,52,88,68.3,6.4,3.0,0.7876923076923078
72,LeSean McCoy,TB,NO,46,92,70.8,8.5,2.8,1.5706521739130435
73,Gus Edwards,BAL,CLE,59,89,72.9,4.7,2.6,0.374406779661017
74,Dion Lewis,NYG,PIT,62,89,72.4,3.8,2.6,0.2329032258064516
75,Ito Smith,ATL,SEA,54,85,73.8,4.9,2.3,0.4446296296296297
76,Jaylen Samuels,PIT,NYG,52,88,75.7,6.4,2.2,0.7876923076923078
77,Ke'Shawn Vaughn,TB,NO,38,98,75.2,10.8,2.2,3.069473684210527
78,DeeJay Dallas,SEA,ATL,59,110,78.1,6.6,2.2,0.7383050847457626
79,Ryan Nall,CHI,DET,42,102,75.6,9.8,2.0,2.286666666666667
80,Mike Davis,CAR,LV,67,92,80.9,4.6,1.9,0.315820895522388
81,Royce Freeman,DEN,TEN,65,96,79.8,5.3,1.7,0.43215384615384617
82,Mike Boone,MIN,GB,76,94,82.3,3.3,1.3,0.14328947368421052
83,Darwin Thompson,KC,HOU,59,98,83.9,5.8,1.2,0.5701694915254237
84,Patrick Laird,MIA,NE,61,101,84.0,3.5,1.0,0.20081967213114754
85,Devontae Booker,LV,CAR,54,95,84.1,7.4,1.0,1.0140740740740741
86,Kyle Juszczyk,SF,ARI,66,94,83.4,6.9,0.9,0.7213636363636364
87,Wayne Gallman,NYG,PIT,72,107,86.7,6.4,1.0,0.568888888888889
88,Eno Benjamin,ARI,SF,56,116,87.5,6.1,0.9,0.6644642857142856
89,Jordan Wilkins,IND,JAC,80,106,89.2,4.4,0.9,0.24200000000000005
90,Qadree Ollison,ATL,SEA,72,105,90.8,5.4,0.9,0.405
91,T.J. Yeldon,BUF,NYJ,82,103,90.8,3.7,0.8,0.16695121951219513
92,Travis Homer,SEA,ATL,70,121,92.7,6.0,0.8,0.5142857142857142
93,Dare Ogunbowale,JAC,IND,48,99,86.3,9.4,0.8,1.8408333333333335
94,DeAndre Washington,KC,HOU,77,109,92.4,6.4,0.8,0.5319480519480521
95,Ryquell Armstead,JAC,IND,50,96,83.0,10.5,0.8,2.205
96,Ty Montgomery,NO,TB,69,113,91.7,8.2,0.8,0.9744927536231883
97,Ameer Abdullah,MIN,GB,81,124,96.2,7.6,0.7,0.7130864197530864
98,Khari Blasingame,TEN,DEN,78,101,93.0,5.9,0.6,0.4462820512820513
99,CJ Ham,MIN,GB,72,100,92.3,5.7,0.6,0.45125000000000004
100,Jeff Wilson,SF,ARI,74,104,91.0,10.0,0.6,1.3513513513513513
101,Trayveon Williams,CIN,LAC,86,120,100.7,7.3,0.6,0.6196511627906977
102,Reggie Bonnafon,CAR,LV,87,107,92.6,6.4,0.6,0.4708045977011495
103,Alec Ingold,LV,CAR,88,102,96.2,3.8,0.6,0.1640909090909091
104,Tyler Ervin,GB,MIN,74,127,98.5,11.3,0.5,1.7255405405405406
105,Buddy Howell,HOU,KC,79,111,100.8,5.7,0.5,0.41126582278481016
106,Myles Gaskin,MIA,NE,77,109,95.0,11.3,0.4,1.6583116883116884
107,Kalen Ballage,FA,,80,90,86.0,3.9,0.4,0.190125
108,Ty Johnson,DET,CHI,67,117,96.0,12.5,0.2,2.332089552238806
109,Senorise Perry,FA,,68,113,87.0,16.3,0.4,3.907205882352941
110,Jakob Johnson,NE,MIA,80,107,101.1,4.1,0.4,0.21012499999999998
111,Jason Huntley,PHI,WAS,79,122,97.4,14.5,0.4,2.661392405063291
112,J.J. Taylor,NE,MIA,85,111,99.7,6.8,0.4,0.5439999999999999
113,Patrick Ricard,BAL,CLE,84,105,100.5,2.9,0.3,0.10011904761904762
114,Derrius Guice,FA,,82,95,89.0,5.4,0.2,0.355609756097561
115,Jordan Scarlett,FA,,78,78,78.0,0.0,0.2,0.0
116,Trenton Cannon,CAR,LV,78,126,101.8,17.6,0.2,3.971282051282052
117,Andy Janovich,CLE,BAL,83,110,99.8,10.5,0.2,1.3283132530120483
118,Elijhaa Penny,NYG,PIT,77,93,85.0,8.0,0.2,0.8311688311688312
119,Anthony Sherman,KC,HOU,92,107,101.0,6.0,0.1,0.391304347826087
120,D'Ernest Johnson,CLE,BAL,85,109,105.2,3.2,0.1,0.12047058823529413
121,Rodney Anderson,FA,,89,93,91.0,2.0,0.1,0.0449438202247191
122,Patrick DiMarco,FA,,90,99,94.5,4.5,0.1,0.225
123,Rico Dowdle,DAL,LAR,98,109,103.3,4.5,0.1,0.2066326530612245
124,Alex Armah,CAR,LV,99,105,102.0,3.0,0.1,0.09090909090909091
125,Raymond Calais,LAR,DAL,91,114,102.5,11.5,0.1,1.4532967032967032
126,Lamar Miller,FA,,92,118,105.0,13.0,0.1,1.8369565217391304
127,Xavier Jones,LAR,DAL,104,112,108.0,4.0,0.1,0.15384615384615385
