Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Travis Kelce,KC,DEN,1,5,1.8,0.9,17.0
2,George Kittle,SF,WAS,1,6,2.1,0.9,14.5
3,Evan Engram,NYG,ARI,1,9,3.3,1.9,14.2
4,Austin Hooper,ATL,LAR,1,6,3.7,0.7,14.1
5,Zach Ertz,PHI,DAL,3,8,5.1,1.1,13.6
6,Mark Andrews,BAL,SEA,2,10,5.6,0.7,13.4
7,Hunter Henry,LAC,TEN,3,10,7.1,0.8,12.5
8,Darren Waller,OAK,GB,4,11,7.4,0.7,9.7
9,Delanie Walker,TEN,LAC,8,15,9.6,1.2,9.7
10,Gerald Everett,LAR,ATL,7,15,10.2,0.8,9.6
11,T.J. Hockenson,DET,MIN,9,13,11.4,1.5,9.1
12,Jimmy Graham,GB,OAK,9,15,11.8,1.3,8.4
13,Jason Witten,DAL,PHI,11,21,12.2,0.8,8.2
14,Eric Ebron,IND,HOU,10,20,15.6,1.1,8.1
15,Dawson Knox,BUF,MIA,10,26,16.4,3.7,8.0
16,Jack Doyle,IND,HOU,14,23,16.8,1.1,8.0
17,Noah Fant,DEN,KC,13,21,16.9,1.9,7.7
18,Dallas Goedert,PHI,DAL,14,23,17.2,2.0,6.5
19,Darren Fells,HOU,IND,13,23,19.1,1.5,6.5
20,Luke Willson,SEA,BAL,14,29,20.9,3.3,6.4
21,Jordan Akins,HOU,IND,16,25,20.9,1.9,6.0
22,Tyler Higbee,LAR,ATL,16,26,22.6,1.7,6.2
23,Trey Burton,CHI,NO,14,32,22.7,2.8,5.9
24,Tyler Eifert,CIN,JAC,13,28,23.4,2.4,5.8
25,Hayden Hurst,BAL,SEA,21,32,27.4,2.0,5.7
26,Mike Gesicki,MIA,BUF,22,31,27.0,2.4,5.7
27,Kyle Rudolph,MIN,DET,23,31,27.3,1.9,5.6
28,Irv Smith Jr.,MIN,DET,23,42,31.8,4.3,5.3
29,Jeremy Sprinkle,WAS,SF,24,35,31.0,2.2,5.3
30,Josh Hill,NO,CHI,14,38,29.1,4.0,5.1
31,C.J. Uzomah,CIN,JAC,30,41,33.4,2.8,5.2
32,Foster Moreau,OAK,GB,20,38,28.8,5.0,4.9
33,Benjamin Watson,NE,NYJ,14,47,31.2,8.3,4.6
34,Rhett Ellison,NYG,ARI,26,44,34.7,5.1,4.7
35,Marcedes Lewis,GB,OAK,28,42,34.8,2.9,4.6
36,Josh Oliver,JAC,CIN,27,43,35.7,3.9,4.5
37,Blake Jarwin,DAL,PHI,27,39,35.0,2.8,4.5
38,Nick Boyle,BAL,SEA,29,41,35.9,3.5,4.4
39,Ryan Griffin,NYJ,NE,27,54,38.8,5.3,4.3
40,Chris Herndon IV,NYJ,NE,23,45,34.4,6.7,4.4
41,Maxx Williams,ARI,NYG,33,41,39.4,0.9,4.3
42,Seth DeValve,JAC,CIN,28,46,40.2,3.9,4.2
43,Jonnu Smith,TEN,LAC,40,50,43.8,2.8,4.2
44,Charles Clay,ARI,NYG,37,50,44.5,2.9,4.2
45,Jacob Hollister,SEA,BAL,34,56,47.1,7.2,4.3
46,Jesse James,DET,MIN,41,47,45.9,1.0,4.0
47,Mo Alie-Cox,IND,HOU,43,51,48.3,1.7,3.6
48,Tyler Kroft,BUF,MIA,25,71,48.9,14.2,3.6
49,Jeff Heuerman,DEN,KC,39,48,44.0,1.9,3.4
50,Vernon Davis,WAS,SF,21,32,28.6,3.1,4.2
51,Adam Shaheen,CHI,NO,44,65,51.3,5.9,3.4
52,Lee Smith,BUF,MIA,45,57,51.9,3.5,3.4
53,Nick O'Leary,MIA,BUF,47,54,50.8,2.0,3.4
54,Logan Thomas,DET,MIN,47,55,51.8,2.5,3.3
55,Tommy Sweeney,BUF,MIA,49,61,54.1,3.4,3.3
56,Robert Tonyan,GB,OAK,44,64,52.9,5.8,3.1
57,Drew Sample,CIN,JAC,45,66,55.9,4.2,3.0
58,Dan Arnold,NO,CHI,43,63,52.4,6.8,2.0
59,Derek Carrier,OAK,GB,52,63,59.4,2.1,2.9
60,Virgil Green,LAC,TEN,53,62,58.2,2.9,3.0
61,Ross Dwelley,SF,WAS,54,67,61.3,3.5,2.9
62,Ben Koyack,JAC,CIN,51,59,57.2,3.1,2.9
63,Luke Stocker,ATL,LAR,54,67,62.4,3.0,2.5
64,Levine Toilolo,SF,WAS,48,63,61.7,0.7,2.1
65,Durham Smythe,MIA,BUF,57,66,62.2,3.3,2.7
66,Blake Bell,KC,DEN,53,64,60.6,3.3,2.6
67,Eric Tomlinson,NE,NYJ,49,57,54.0,3.6,2.3
68,J.P. Holtz,CHI,NO,57,70,63.8,4.8,2.0
69,Andrew Beck,DEN,KC,59,69,66.1,3.1,1.9
70,Brian Parker,NO,CHI,56,73,65.8,6.9,1.9
71,Deon Yelder,KC,DEN,57,69,64.3,4.4,1.7
72,Anthony Firkser,TEN,LAC,60,69,67.6,1.0,1.5
73,Dalton Schultz,DAL,PHI,67,70,68.3,1.4,1.3
74,Ben Braunecker,CHI,NO,62,64,63.0,1.0,1.3
75,Jaeden Graham,ATL,LAR,63,72,68.4,2.0,1.5
