Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Michael Thomas,NO,SF,1,3,1.2,0.5,23.6,0.25
2,Davante Adams,GB,WAS,1,8,2.0,0.6,18.9,0.36
3,DeAndre Hopkins,HOU,DEN,2,17,4.4,1.9,18.5,1.805
4,Chris Godwin,TB,IND,2,10,4.5,1.3,17.8,0.845
5,Mike Evans,TB,IND,2,13,4.9,1.6,17.7,1.28
6,D.J. Moore,CAR,ATL,2,10,6.6,1.8,17.5,1.62
7,Julian Edelman,NE,KC,4,9,7.2,1.2,16.9,0.36
8,Tyreek Hill,KC,NE,3,14,7.4,1.8,16.6,1.08
9,Cooper Kupp,LAR,SEA,5,27,10.2,2.0,16.4,0.8
10,Julio Jones,ATL,CAR,2,29,11.3,4.8,16.1,11.52
11,Stefon Diggs,MIN,DET,7,23,11.8,3.2,16.1,1.46285714286
12,Devante Parker,MIA,NYJ,7,20,12.8,2.5,16.1,0.892857142857
13,Keenan Allen,LAC,JAC,9,17,12.9,1.9,15.5,0.401111111111
14,Jarvis Landry,CLE,CIN,11,36,13.4,1.6,15.5,0.232727272727
15,Allen Robinson,CHI,DAL,13,20,15.8,1.3,15.1,0.13
16,Odell Beckham Jr.,CLE,CIN,9,37,16.0,3.0,15.0,1.0
17,Amari Cooper,DAL,CHI,4,31,18.2,4.4,14.7,4.84
18,D.J. Chark,JAC,LAC,9,26,18.5,4.3,14.6,2.05444444444
19,Calvin Ridley,ATL,CAR,15,28,19.6,2.1,14.5,0.294
20,Courtland Sutton,DEN,HOU,10,24,19.8,1.7,14.3,0.289
21,Alshon Jeffery,PHI,NYG,4,27,20.6,4.2,14.1,4.41
22,Robert Woods,LAR,SEA,11,28,21.3,3.2,14.0,0.930909090909
23,Tyler Lockett,SEA,LAR,16,32,22.3,3.4,13.8,0.7225
24,Tyler Boyd,CIN,CLE,18,33,22.9,1.4,13.7,0.108888888889
25,Kenny Golladay,DET,MIN,5,36,25.3,3.0,13.2,1.8
26,John Brown,BUF,BAL,19,35,26.4,3.3,13.2,0.573157894737
27,Jamison Crowder,NYJ,MIA,20,41,27.5,2.5,13.0,0.3125
28,Christian Kirk,ARI,PIT,23,49,28.7,4.0,13.0,0.695652173913
29,Michael Gallup,DAL,CHI,21,37,29.6,2.5,12.9,0.297619047619
30,Robby Anderson,NYJ,MIA,16,47,31.6,4.4,12.5,1.21
31,D.K. Metcalf,SEA,LAR,26,65,31.8,4.4,12.5,0.744615384615
32,Sterling Shepard,NYG,PHI,23,43,34.3,3.4,12.4,0.502608695652
33,Deebo Samuel,SF,NO,29,45,34.4,3.6,12.4,0.446896551724
34,Zach Pascal,IND,TB,19,46,35.2,3.4,12.4,0.608421052632
35,Marvin Jones,DET,MIN,15,42,35.5,4.7,12.3,1.47266666667
36,A.J. Brown,TEN,OAK,29,46,36.7,4.2,11.8,0.608275862069
37,Curtis Samuel,CAR,ATL,28,48,37.5,3.8,11.7,0.515714285714
38,James Washington,PIT,ARI,18,48,37.6,5.7,12.0,1.805
39,Terry McLaurin,WAS,GB,29,51,38.5,4.7,11.7,0.761724137931
40,Tyrell Williams,OAK,TEN,21,47,40.7,2.4,11.6,0.274285714286
41,Mike Williams,LAC,JAC,32,52,41.7,4.3,11.4,0.5778125
42,Golden Tate,NYG,PHI,29,63,43.3,8.1,11.4,2.2624137931
43,Dede Westbrook,JAC,LAC,33,47,43.3,2.7,11.3,0.220909090909
44,Emmanuel Sanders,SF,NO,24,56,44.5,2.9,11.3,0.350416666667
45,Anthony Miller,CHI,DAL,28,52,44.6,5.2,11.0,0.965714285714
46,Cole Beasley,BUF,BAL,34,53,44.8,2.7,10.8,0.214411764706
47,Marquise Brown,BAL,BUF,31,63,47.8,3.5,10.7,0.395161290323
48,Larry Fitzgerald,ARI,PIT,37,59,48.7,3.5,10.5,0.331081081081
49,Darius Slayton,NYG,PHI,41,64,48.8,3.0,10.3,0.219512195122
50,Brandin Cooks,LAR,SEA,40,59,49.8,4.1,9.9,0.42025
51,Randall Cobb,DAL,CHI,40,62,50.2,3.9,9.9,0.38025
52,Diontae Johnson,PIT,ARI,34,65,52.8,5.4,9.8,0.857647058824
53,Sammy Watkins,KC,NE,48,60,53.6,2.7,9.8,0.151875
54,Auden Tate,CIN,CLE,48,63,55.6,3.0,9.6,0.1875
55,Corey Davis,TEN,OAK,48,61,55.6,2.9,9.5,0.175208333333
56,Chris Conley,JAC,LAC,47,63,57.8,2.7,9.5,0.155106382979
57,Russell Gage,ATL,CAR,52,69,59.4,4.4,9.4,0.372307692308
58,Allen Hurns,MIA,NYJ,52,70,59.5,2.7,9.3,0.140192307692
59,Allen Lazard,GB,WAS,32,71,59.6,4.8,9.2,0.72
60,Kenny Stills,HOU,DEN,35,75,57.7,10.6,9.0,3.21028571429
61,Demaryius Thomas,NYJ,MIA,55,71,62.3,3.1,9.0,0.174727272727
62,Danny Amendola,DET,MIN,47,72,63.5,3.0,9.2,0.191489361702
63,Mohamed Sanu,NE,KC,54,78,63.8,5.3,9.2,0.520185185185
64,Phillip Dorsett,NE,KC,60,80,67.3,4.4,8.8,0.322666666667
65,Kelvin Harmon,WAS,GB,55,80,67.7,6.5,8.4,0.768181818182
66,Albert Wilson,MIA,NYJ,53,80,71.1,5.1,8.1,0.490754716981
67,John Ross,CIN,CLE,51,95,69.9,12.1,8.0,2.87078431373
68,Nelson Agholor,PHI,NYG,57,83,66.5,4.8,7.6,0.404210526316
69,Kendrick Bourne,SF,NO,67,79,70.9,3.6,7.5,0.193432835821
70,Ted Ginn,NO,SF,64,84,71.7,4.9,7.4,0.37515625
71,Mecole Hardman,KC,NE,67,89,74.6,5.4,7.4,0.435223880597
72,Tim Patrick,DEN,HOU,63,91,75.4,5.3,7.3,0.445873015873
73,Olabisi Johnson,MIN,DET,56,83,76.3,4.8,6.9,0.411428571429
74,Jakobi Meyers,NE,KC,60,84,73.8,5.9,7.2,0.580166666667
75,Zay Jones,OAK,TEN,66,87,77.8,4.9,6.9,0.363787878788
76,Josh Gordon,SEA,LAR,69,94,77.8,7.1,6.9,0.730579710145
77,Marcus Johnson,IND,TB,62,81,74.6,4.1,6.7,0.271129032258
78,Willie Snead,BAL,BUF,62,89,79.5,4.9,6.5,0.387258064516
79,Parris Campbell,IND,TB,43,118,73.1,17.3,6.1,6.96023255814
80,Demarcus Robinson,KC,NE,70,98,81.8,5.8,6.2,0.480571428571
81,Geronimo Allison,GB,WAS,64,88,80.6,4.8,5.8,0.36
82,Will Fuller,HOU,DEN,23,102,45.2,23.2,8.1,23.4017391304
83,Alex Erickson,CIN,CLE,57,115,84.2,12.7,5.6,2.82964912281
84,Tre'Quan Smith,NO,SF,74,91,84.0,3.8,5.6,0.195135135135
85,J.J. Arcega-Whiteside,PHI,NYG,76,110,87.5,7.0,5.6,0.644736842105
86,Breshad Perriman,TB,IND,70,88,80.4,4.6,5.6,0.302285714286
