Date,Year,Week,Team,Opp,Total_Score,Win_Prob,Expected_Points,OwnPer_RB,Expected_Points_RB,OwnPer_QB,Expected_Points_QB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_DST,Expected_Points_DST
2019-12-09,2019,14,NYG,PHI,45.0,0.23529411764705901,17.75,,,,,,,,,,
2019-12-09,2019,14,PHI,NYG,45.0,0.8130081300813009,27.25,,,,,,,,,,
2019-12-08,2019,14,ARI,PIT,43.5,0.47619047619047605,20.5,0.04543333299999999,21.6,0.022533333,16.8,0.10433333300000001,37.05012000000001,0.004,6.699999999999999,0.03395,5.8
2019-12-08,2019,14,ATL,CAR,48.0,0.657894736842105,25.75,0.17273333400000002,25.099999999999994,0.074133333,18.500000000000007,0.16729999999999998,47.701710000000006,0.051766666999999995,17.299999999999997,0.0177,6.2
2019-12-08,2019,14,BAL,BUF,44.0,0.7352941176470591,25.0,0.0634,23.92,0.101866667,22.54000000000001,0.052466666999999995,23.76,0.07276666600000001,20.691,0.0894,8.943999999999997
2019-12-08,2019,14,BUF,BAL,44.0,0.307692307692308,19.0,0.021933333,22.048000000000002,0.022266667,17.052000000000003,0.06319999999999999,35.60040000000001,0.010166667,10.791000000000002,0.00835,5.928000000000001
2019-12-08,2019,14,CAR,ATL,48.0,0.37453183520599204,22.25,0.259566666,29.899999999999995,0.009466667,16.2,0.15850000000000003,35.835,0.11096666699999999,9.86,0.0222,6.3
2019-12-08,2019,14,CIN,CLE,43.5,0.28571428571428603,18.5,0.029866667,19.200000000000003,0.005266666999999999,14.400000000000002,0.0887,38.0,0.009233333000000002,9.5,0.0272,5.7
2019-12-08,2019,14,CLE,CIN,43.5,0.7575757575757579,25.0,0.143966666,32.1,0.025166667,16.9,0.242299999,38.00005000000001,0.0099,9.440349999999995,0.07785,7.9
2019-12-08,2019,14,DEN,HOU,42.5,0.23809523809523803,17.25,0.06276666700000001,22.9,0.004933333,14.4,0.063933333,28.45,0.025100001,13.300000000000002,0.0192,5.6
2019-12-08,2019,14,DET,MIN,44.0,0.17391304347826098,16.25,0.020266667,18.200000000000003,0.003766667,12.900000000000002,0.112233333,34.300000000000004,0.011533334,10.049999999999997,0.003,5.3
2019-12-08,2019,14,GB,WAS,42.0,0.9009009009009008,27.5,0.15889999999999999,29.500000000000004,0.0814,20.0,0.215800001,39.045,0.007333333000000001,12.799999999999999,0.0896,9.5
2019-12-08,2019,14,HOU,DEN,42.5,0.8,25.25,0.0615,21.32,0.1246,20.0,0.32923333299999996,37.62051999999999,0.009899999999999999,15.140000000000002,0.0993,8.0
2019-12-08,2019,14,IND,TB,46.5,0.4,21.75,0.022233333,30.519999999999996,0.0336,16.3,0.152866667,29.12,0.13466666600000002,18.9,0.06195,7.5
2019-12-08,2019,14,JAX,LAC,42.0,0.3921568627450979,19.5,0.15153333300000002,22.099999999999987,0.007966667,14.699999999999996,0.09706666600000001,39.3,0.005666667,9.151000000000002,0.0052,6.4
2019-12-08,2019,14,KC,NE,48.5,0.4166666666666671,22.75,0.061033334,20.1,0.0669,20.0,0.11266666700000001,38.904999999999994,0.10916666600000001,18.6,0.0097,5.7
2019-12-08,2019,14,LAC,JAX,42.0,0.636942675159236,22.5,0.182866666,32.9,0.006466667,17.999999999999996,0.12263333300000001,34.04999999999999,0.097533333,15.4,0.0421,7.0
2019-12-08,2019,14,LAR,SEA,47.5,0.5464480874316939,24.25,,,,,,,,,,
2019-12-08,2019,14,MIA,NYJ,47.0,0.350877192982456,21.0,0.1012,16.8,0.0501,16.200000000000006,0.156599999,33.80011,0.064766667,12.899999999999999,0.00565,5.5
2019-12-08,2019,14,MIN,DET,44.0,0.8695652173913041,27.75,0.139,34.29999999999998,0.063166667,18.5,0.115833333,27.92,0.046233334,18.069999999999997,0.0941,9.1
2019-12-08,2019,14,NE,KC,48.5,0.6172839506172839,25.75,0.126666667,34.1,0.055166667,17.299999999999997,0.149966666,47.1,0.007233334,8.899999999999999,0.02495,7.5
2019-12-08,2019,14,NO,SF,45.0,0.555555555555556,23.25,0.16849999899999998,24.999999999999993,0.023800000000000005,21.199999999999996,0.16669999900000002,35.940000000000005,0.03066666700000001,13.399999999999999,0.02085,7.6
2019-12-08,2019,14,NYJ,MIA,47.0,0.694444444444444,26.0,0.125133333,21.575,0.0906,17.39999999999999,0.22439999900000002,37.5,0.031633333,12.700000000000003,0.0745,7.7
2019-12-08,2019,14,OAK,TEN,47.0,0.43478260869565205,22.25,0.074366667,27.5,0.0266,15.300000000000004,0.071566667,26.049999999999997,0.097433333,21.699999999999996,0.01815,5.6
2019-12-08,2019,14,PIT,ARI,43.5,0.568181818181818,23.0,0.024933333000000002,24.299999999999994,0.016866667,13.999999999999998,0.089033333,31.149999999999995,0.05,12.400000000000002,0.0475,9.0
2019-12-08,2019,14,SEA,LAR,47.5,0.5,23.25,,,,,,,,,,
2019-12-08,2019,14,SF,NO,45.0,0.48780487804878103,21.75,0.022566667000000002,31.33,0.0136,15.5,0.066266666,34.37015,0.109666667,19.0,0.01105,6.8
2019-12-08,2019,14,TB,IND,46.5,0.632911392405063,24.75,0.047533333,21.3,0.10223333300000001,19.599999999999998,0.275433333,42.70006,0.0184,12.3,0.04705,6.7
2019-12-08,2019,14,TEN,OAK,47.0,0.602409638554217,24.75,0.13946666700000002,24.2,0.064466667,18.0,0.111866666,31.924999999999997,0.0199,11.800000000000002,0.0254,6.8
2019-12-08,2019,14,WAS,GB,42.0,0.148148148148148,14.5,0.049433333999999995,23.2,0.002,10.7,0.045633333,26.864999999999995,0.007,6.1000000000000005,0.02415,5.2
2019-12-05,2019,14,CHI,DAL,43.0,0.4,20.0,,,,,,,,,,
2019-12-05,2019,14,DAL,CHI,43.0,0.632911392405063,23.0,,,,,,,,,,
