Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,George Kittle,SF,NO,1,3,1.4,0.5,15.8,0.25
2,Travis Kelce,KC,NE,1,6,2.2,0.9,15.1,0.81
3,Zach Ertz,PHI,NYG,1,9,3.6,1.6,14.4,2.56
4,Darren Waller,OAK,TEN,1,9,4.4,1.2,14.2,1.44
5,Hunter Henry,LAC,JAC,2,7,5.1,1.4,13.3,0.98
6,Jack Doyle,IND,TB,4,10,6.3,1.6,11.8,0.64
7,Mark Andrews,BAL,BUF,5,11,7.1,1.3,11.6,0.338
8,Austin Hooper,ATL,CAR,4,23,8.9,4.8,9.7,5.76
9,Dallas Goedert,PHI,NYG,4,18,10.2,2.3,9.3,1.3225
10,Jared Cook,NO,SF,6,19,11.1,2.7,9.1,1.215
11,Ryan Griffin,NYJ,MIA,8,16,11.5,2.1,8.8,0.55125
12,Mike Gesicki,MIA,NYJ,5,16,12.0,1.2,8.5,0.288
13,Kyle Rudolph,MIN,DET,7,16,12.5,2.1,8.2,0.63
14,Vance McDonald,PIT,ARI,9,21,12.6,2.3,8.3,0.587777777778
15,Jacob Hollister,SEA,LAR,9,16,13.7,1.3,8.1,0.187777777778
16,Tyler Higbee,LAR,SEA,5,19,14.9,1.9,8.1,0.722
17,Jason Witten,DAL,CHI,13,23,17.7,1.8,8.1,0.249230769231
18,Noah Fant,DEN,HOU,14,22,18.6,1.6,8.0,0.182857142857
19,Jimmy Graham,GB,WAS,17,27,21.5,2.8,7.2,0.461176470588
20,O.J. Howard,TB,IND,19,25,21.8,2.1,7.1,0.232105263158
21,Ian Thomas,CAR,ATL,8,32,21.0,4.3,6.9,2.31125
22,Jonnu Smith,TEN,OAK,17,28,22.2,2.8,6.8,0.461176470588
23,Darren Fells,HOU,DEN,18,31,23.7,2.1,6.5,0.245
24,Dawson Knox,BUF,BAL,22,28,24.6,2.0,6.8,0.181818181818
25,Irv Smith Jr.,MIN,DET,17,30,23.4,3.0,6.4,0.529411764706
26,Kaden Smith,NYG,PHI,15,34,24.9,5.1,6.3,1.734
27,Tyler Eifert,CIN,CLE,25,33,27.8,2.1,6.2,0.1764
28,Benjamin Watson,NE,KC,25,41,30.6,4.5,6.1,0.81
29,Jordan Akins,HOU,DEN,22,36,31.0,2.1,5.8,0.200454545455
30,Jeremy Sprinkle,WAS,GB,22,36,30.0,3.0,5.6,0.409090909091
31,Nick O'Leary,JAC,LAC,28,39,31.6,2.9,5.4,0.300357142857
32,Cameron Brate,TB,IND,29,41,34.4,2.9,5.0,0.29
33,Blake Jarwin,DAL,CHI,23,39,33.4,2.7,4.7,0.316956521739
34,David Njoku,CLE,CIN,18,50,27.1,7.7,4.3,3.29388888889
35,Nick Boyle,BAL,BUF,24,41,34.9,3.0,4.4,0.375
36,Jaeden Graham,ATL,CAR,26,52,37.0,8.2,4.2,2.58615384615
37,Logan Thomas,DET,MIN,29,46,36.0,4.4,4.2,0.667586206897
38,C.J. Uzomah,CIN,CLE,19,41,36.9,2.5,4.1,0.328947368421
39,Foster Moreau,OAK,TEN,35,44,38.4,2.3,4.1,0.151142857143
40,Hayden Hurst,BAL,BUF,34,49,40.1,3.4,4.0,0.34
41,Anthony Firkser,TEN,OAK,26,48,38.1,5.4,3.7,1.12153846154
42,Jesse James,DET,MIN,35,53,45.0,4.6,3.6,0.604571428571
43,Matt LaCosse,NE,KC,30,47,43.2,2.7,3.5,0.243
44,Demetrius Harris,CLE,CIN,38,55,45.5,5.3,3.4,0.739210526316
45,Jeff Heuerman,DEN,HOU,38,54,47.0,3.7,3.3,0.360263157895
46,Charles Clay,ARI,PIT,40,47,43.3,3.0,3.2,0.225
47,Maxx Williams,ARI,PIT,41,58,47.2,5.5,3.0,0.737804878049
