Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Christian McCaffrey,CAR,ATL,1,1,1.0,0.0,26.7,0.0
2,Ezekiel Elliott,DAL,CHI,2,7,2.9,1.2,20.2,0.72
3,Derrick Henry,TEN,OAK,2,9,4.0,1.4,19.4,0.98
4,Leonard Fournette,JAC,LAC,2,16,4.5,1.6,18.6,1.28
5,Dalvin Cook,MIN,DET,2,11,5.5,1.8,18.3,1.62
6,Nick Chubb,CLE,CIN,2,13,5.7,2.2,18.3,2.42
7,Alvin Kamara,NO,SF,2,8,6.1,1.1,18.0,0.605
8,Saquon Barkley,NYG,PHI,4,12,8.1,1.5,17.0,0.5625
9,Melvin Gordon,LAC,JAC,2,18,8.4,1.9,16.5,1.805
10,Aaron Jones,GB,WAS,6,15,9.7,1.5,16.5,0.375
11,Miles Sanders,PHI,NYG,8,19,12.0,1.8,15.7,0.405
12,Todd Gurley,LAR,SEA,10,15,12.3,1.2,15.5,0.144
13,Devonta Freeman,ATL,CAR,7,23,14.6,2.8,15.3,1.12
14,Mark Ingram,BAL,BUF,10,21,15.0,2.2,14.2,0.484
15,Phillip Lindsay,DEN,HOU,9,21,16.5,2.0,13.7,0.444444444444
16,Josh Jacobs,OAK,TEN,10,42,16.8,5.2,13.8,2.704
17,Austin Ekeler,LAC,JAC,11,28,17.2,2.4,13.5,0.523636363636
18,James White,NE,KC,12,26,17.5,3.8,12.9,1.20333333333
19,Joe Mixon,CIN,CLE,12,21,17.7,2.1,13.0,0.3675
20,Chris Carson,SEA,LAR,15,34,19.3,2.2,12.9,0.322666666667
21,Devin Singletary,BUF,BAL,15,29,21.3,2.8,12.9,0.522666666667
22,David Montgomery,CHI,DAL,19,30,23.1,1.6,12.7,0.134736842105
23,Kareem Hunt,CLE,CIN,19,31,24.7,2.2,12.7,0.254736842105
24,Benny Snell Jr.,PIT,ARI,19,42,25.0,3.2,12.5,0.538947368421
25,Kenyan Drake,ARI,PIT,15,35,25.6,2.6,12.0,0.450666666667
