Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_DST,Expected_Points_DST,OwnPer_RB,Expected_Points_RB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_QB,Expected_Points_QB
2021-11-21,DET,CLE,42.5,0.16666666666666666,14.75,2021,11,0.0255,5.0,0.096,25.599999999999998,0.0149,29.650026,0.014,13.8,0.0078,13.400000000000002
2021-11-21,SF,JAC,45.5,0.7619047619047619,26.25,2021,11,0.0158,7.3,0.2767,26.380000000000006,0.17,35.2,0.0833,20.199999999999992,0.0332,19.0
2021-11-21,IND,BUF,49.5,0.29411764705882354,21.25,2021,11,0.0032,5.6,0.0723,27.8,0.04970000000000001,35.099999999999994,0.0095,13.6,0.0058,15.799999999999995
2021-11-21,MIA,NYJ,44.5,0.6666666666666666,24.25,2021,11,0.0177,7.9,0.1772,19.499999999999996,0.1608,34.769999999999996,0.0778,21.200000000000003,0.0942,20.200000000000003
2021-11-21,WAS,CAR,43.0,0.392156862745098,19.75,2021,11,0.0915,6.3,0.0256,24.8,0.0313,35.699999999999996,0.037500000000000006,10.499999999999998,0.0115,15.8
2021-11-21,BAL,CHI,40.5,0.5555555555555556,21.0,2021,11,0.0705,6.9,0.0149,23.900000000000006,0.1258,27.48,0.06349999999999999,19.5,0.043,17.600000000000012
2021-11-21,NO,PHI,42.5,0.4545454545454545,19.75,2021,11,0.0162,6.5,0.2655,22.900000000000002,0.019000000000000003,27.9,0.0262,10.3,0.0108,17.7
2021-11-21,HOU,TEN,44.5,0.21052631578947367,17.25,2021,11,0.0315,5.3,0.018199999999999997,19.800000000000004,0.14250000000000002,32.6,0.0112,16.520229999999998,0.011,15.500000000000002
2021-11-21,GB,MIN,47.5,0.5454545454545454,24.25,2021,11,0.0075,6.3,0.3272,21.6,0.25930000000000003,48.849999999999994,0.0064,8.0,0.0173,20.7
2021-11-21,CIN,LV,50.5,0.5652173913043478,26.0,2021,11,0.0173,5.7,0.063,24.100000000000005,0.4656,49.39999999999999,0.028500000000000004,12.299999999999999,0.0847,19.6
2021-11-21,ARI,SEA,45.5,0.425531914893617,21.25,2021,11,0.015,6.5,0.1893,22.299999999999997,0.1515,36.50000000000001,0.02,11.100000000000001,0.0363,14.800103
2021-11-21,DAL,KC,56.0,0.4651162790697674,26.75,2021,11,0.0058,5.8,0.0566,27.999999999999993,0.4238,45.7,0.0723,15.5,0.0762,22.0
2021-11-21,PIT,LAC,47.5,0.3333333333333333,20.75,2021,11,,,,,,,,,,
2021-11-21,CLE,DET,42.5,0.875,27.75,2021,11,0.2348,8.2,0.1038,37.49,0.0952,21.940089999999998,0.0378,19.0,0.0142,16.600000000000005
2021-11-21,JAC,SF,45.5,0.2857142857142857,19.25,2021,11,0.0182,5.4,0.042300000000000004,21.800000000000004,0.035,34.800000000000004,0.0926,15.100000000000001,0.0068,15.1
2021-11-21,BUF,IND,49.5,0.75,28.25,2021,11,0.0228,7.8,0.014,22.599999999999994,0.1959,52.499999999999986,0.024800000000000003,11.799999999999999,0.093,24.000000000000004
2021-11-21,NYJ,MIA,44.5,0.37735849056603776,20.25,2021,11,0.0703,5.6,0.11900000000000001,25.9,0.07129999999999999,46.5,0.0096,6.619999999999999,0.0178,15.299999999999999
2021-11-21,CAR,WAS,43.0,0.6491228070175439,23.25,2021,11,0.1685,6.8,0.1558,30.1,0.0952,35.925,0.0053,8.399999999999999,0.1022,19.5
2021-11-21,CHI,BAL,40.5,0.4878048780487805,19.5,2021,11,0.012,5.7,0.12229999999999999,21.000000000000004,0.06369999999999999,25.610000000000003,0.1529,15.3,0.0222,17.499999999999996
2021-11-21,PHI,NO,42.5,0.5918367346938775,22.75,2021,11,0.0418,6.5,0.015,20.200000000000003,0.08300000000000002,31.699999999999996,0.0865,16.099999999999998,0.0535,20.7
2021-11-21,TEN,HOU,44.5,0.8333333333333334,27.25,2021,11,0.0208,8.8,0.0985,24.2,0.1925,39.800000000000004,0.015,10.819999999999999,0.0295,18.8
2021-11-21,MIN,GB,47.5,0.5,23.25,2021,11,0.0225,5.6,0.101,28.7,0.0823,40.6,0.0614,13.600000000000001,0.0238,17.999999999999993
2021-11-21,LV,CIN,50.5,0.4761904761904762,24.5,2021,11,0.0342,5.8,0.069,24.400000000000006,0.14070000000000002,33.51,0.1393,18.9,0.0723,19.5
2021-11-21,SEA,ARI,45.5,0.6153846153846154,24.25,2021,11,0.008,5.7,0.064,19.799999999999997,0.2555,42.019999999999996,0.038700000000000005,11.599999999999998,0.0312,19.4
2021-11-21,KC,DAL,56.0,0.5744680851063829,29.25,2021,11,0.0565,5.0,0.1193,29.200000000000003,0.24219999999999997,43.80000000000002,0.134,22.7,0.126,23.6
2021-11-21,LAC,PIT,47.5,0.7142857142857143,26.75,2021,11,,,,,,,,,,
