Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Christian McCaffrey,CAR,ATL,1,8,1.2,0.5
2,Ezekiel Elliott,DAL,TB,1,3,2.1,0.6
3,Saquon Barkley,NYG,IND,1,6,3.3,1.1
4,Alvin Kamara,NO,PIT,3,9,4.1,0.7
5,Nick Chubb,CLE,CIN,3,7,4.9,0.8
6,Joe Mixon,CIN,CLE,5,15,7.6,2.3
7,Phillip Lindsay,DEN,OAK,2,17,8.4,2.0
8,Chris Carson,SEA,KC,5,15,8.6,2.2
9,Melvin Gordon,LAC,BAL,5,16,11.2,2.3
10,Damien Williams,KC,SEA,9,17,11.2,2.1
11,Todd Gurley,LAR,ARI,1,41,11.3,4.9
12,Dalvin Cook,MIN,DET,7,18,12.0,2.7
13,Jaylen Samuels,PIT,NO,9,20,12.2,3.0
14,Marlon Mack,IND,NYG,6,16,12.6,2.4
15,Derrick Henry,TEN,WAS,1,19,13.9,3.7
16,David Johnson,ARI,LAR,8,23,14.5,2.0
17,Tarik Cohen,CHI,SF,7,24,16.0,2.9
18,Elijah McGuire,NYJ,GB,13,23,19.0,2.0
19,Jamaal Williams,GB,NYJ,14,30,19.9,2.5
20,James White,NE,BUF,17,28,19.9,2.0
21,Sony Michel,NE,BUF,13,25,20.4,2.4
22,Tevin Coleman,ATL,CAR,14,27,21.6,2.4
23,Leonard Fournette,JAC,MIA,16,27,23.6,2.3
24,Mark Ingram,NO,PIT,18,28,24.4,2.0
25,Gus Edwards,BAL,LAC,20,39,24.7,2.7
26,Kalen Ballage,MIA,JAC,19,32,25.8,2.4
27,Matt Breida,SF,CHI,19,46,26.9,3.2
28,Jordan Howard,CHI,SF,21,37,30.1,1.6
29,Theo Riddick,DET,MIN,22,49,30.4,4.7
30,Alfred Blue,HOU,PHI,20,49,31.1,5.1
31,Jalen Richard,OAK,DEN,28,43,32.4,2.6
32,Zach Zenner,DET,MIN,19,46,32.5,3.5
33,LeSean McCoy,BUF,NE,26,43,33.2,3.6
34,Doug Martin,OAK,DEN,28,45,34.9,3.3
35,Dion Lewis,TEN,WAS,28,42,35.9,3.1
36,Kenyan Drake,MIA,JAC,26,43,36.6,3.4
37,Peyton Barber,TB,DAL,28,42,36.6,2.5
38,Kenneth Dixon,BAL,LAC,29,49,37.6,3.5
