Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Travis Kelce,KC,SEA,1,1,1.0,0.0
2,Zach Ertz,PHI,HOU,2,3,2.1,0.2
3,George Kittle,SF,CHI,2,6,3.5,0.8
4,Eric Ebron,IND,NYG,2,7,4.1,0.7
5,Jared Cook,OAK,DEN,3,8,5.6,0.8
6,Rob Gronkowski,NE,BUF,3,11,6.9,1.0
7,Evan Engram,NYG,IND,5,8,7.0,0.7
8,David Njoku,CLE,CIN,7,13,8.8,1.0
9,Cameron Brate,TB,DAL,8,17,11.4,2.2
10,C.J. Uzomah,CIN,CLE,8,18,11.5,1.5
11,Trey Burton,CHI,SF,9,19,11.6,1.7
12,Austin Hooper,ATL,CAR,8,16,12.1,1.6
13,Chris Herndon IV,NYJ,GB,10,21,13.4,1.8
14,Vance McDonald,PIT,NO,8,18,13.9,1.6
15,Jimmy Graham,GB,NYJ,8,33,15.7,1.7
16,Kyle Rudolph,MIN,DET,14,23,16.9,1.6
17,Gerald Everett,LAR,ARI,13,26,18.3,1.6
18,Ian Thomas,CAR,ATL,14,22,18.8,1.2
19,Jaylen Samuels,PIT,NO,3,31,8.0,5.7
20,Dallas Goedert,PHI,HOU,13,25,20.4,1.5
21,Blake Jarwin,DAL,TB,11,25,19.2,2.4
22,Benjamin Watson,NO,PIT,20,35,23.1,1.5
23,Ricky Seals-Jones,ARI,LAR,16,32,25.6,3.1
24,Jordan Thomas,HOU,PHI,21,31,23.5,1.9
25,Nick Vannett,SEA,KC,20,39,27.1,3.6
26,Antonio Gates,LAC,BAL,19,30,26.0,2.4
27,Tyler Higbee,LAR,ARI,24,34,28.8,2.4
28,Mark Andrews,BAL,LAC,21,36,27.1,1.9
29,Matt LaCosse,DEN,OAK,15,49,32.5,4.5
30,Jeremy Sprinkle,WAS,TEN,16,56,26.4,6.7
31,Jesse James,PIT,NO,26,47,29.9,2.5
32,Anthony Firkser,TEN,WAS,23,50,38.0,6.6
33,Ed Dickson,SEA,KC,21,41,32.9,2.9
34,James O'Shaughnessy,JAC,MIA,26,40,31.5,2.3
35,Levine Toilolo,DET,MIN,16,35,28.9,3.4
36,Ryan Griffin,HOU,PHI,26,46,32.4,3.0
37,Lance Kendricks,GB,NYJ,32,50,37.3,4.0
38,Josh Hill,NO,PIT,30,54,39.0,3.2
39,Mike Gesicki,MIA,JAC,33,51,39.3,2.9
40,Luke Stocker,TEN,WAS,28,53,37.2,5.2
41,Hayden Hurst,BAL,LAC,34,49,41.2,3.3
42,Demetrius Harris,KC,SEA,29,49,39.3,3.4
43,Dan Arnold,NO,PIT,28,55,43.7,5.2
44,Rhett Ellison,NYG,IND,28,55,44.7,3.0
45,Dalton Schultz,DAL,TB,32,49,41.5,2.9
46,Adam Shaheen,CHI,SF,39,50,45.0,3.4
47,Virgil Green,LAC,BAL,37,48,44.1,2.8
48,Mo Alie-Cox,IND,NYG,36,59,50.3,5.7
49,Maxx Williams,BAL,LAC,36,60,51.9,2.8
50,Lee Smith,OAK,DEN,34,59,48.6,4.6
51,Luke Willson,DET,MIN,46,59,52.3,3.6
52,Jordan Leggett,NYJ,GB,27,61,52.6,4.4
53,Jason Croom,BUF,NE,42,74,57.1,7.4
54,Jordan Akins,HOU,PHI,39,65,53.3,3.3
55,Jermaine Gresham,ARI,LAR,45,60,52.1,2.2
56,Nick Boyle,BAL,LAC,52,63,56.5,3.1
57,MyCole Pruitt,TEN,WAS,40,65,53.0,4.0
58,Nick O'Leary,MIA,JAC,47,62,55.3,3.7
59,Garrett Celek,SF,CHI,54,65,59.3,2.4
60,Tyler Conklin,NE,BUF,23,62,47.0,6.5
61,Eric Tomlinson,NYJ,GB,55,71,62.8,2.7
62,Brian Parker,DEN,OAK,57,70,64.6,3.5
63,Derek Carrier,OAK,DEN,45,70,58.4,1.9
64,Logan Thomas,BUF,NE,31,73,59.3,10.8
65,Chris Manhertz,CAR,ATL,51,79,65.8,6.4
66,Blake Bell,JAC,MIA,56,73,67.2,5.4
67,Eric Saubert,ATL,CAR,25,75,66.4,4.3
68,Durham Smythe,MIA,JAC,52,74,67.5,4.9
69,Darren Fells,CLE,CIN,54,71,64.0,3.4
70,Antony Auclair,TB,DAL,64,73,66.4,2.5
71,Robert Tonyan,GB,NYJ,55,79,70.0,5.7
72,Rico Gathers,DAL,TB,36,78,69.0,4.3
73,Seth DeValve,CLE,CIN,47,75,67.1,6.3
74,Darren Waller,OAK,DEN,44,81,72.5,4.7
75,Marcedes Lewis,GB,NYJ,64,82,70.1,1.8
76,Logan Paulsen,ATL,CAR,59,78,66.8,3.2
77,Matt Lengel,CIN,CLE,69,78,75.7,2.3
78,Matt Flanagan,WAS,TEN,51,82,74.2,11.7
79,Ben Koyack,JAC,MIA,61,80,75.0,1.1
80,Dwayne Allen,NE,BUF,60,83,74.3,9.0
81,Xavier Grimble,PIT,NO,71,80,78.8,1.5
82,Scott Simonson,NYG,IND,76,86,80.6,3.7
83,Jacob Hollister,NE,BUF,66,84,75.0,9.0
84,Ben Braunecker,CHI,SF,70,85,77.5,7.5
85,John Phillips,ARI,LAR,80,92,86.0,6.0
