Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Chicago (CHI)CHI DST,CHI,SF,1,7,2.1,1.0
2,Los Angeles (LAR)LAR DST,LAR,ARI,1,14,2.3,2.8
3,Tennessee (TEN)TEN DST,TEN,WAS,1,6,3.0,0.9
4,Minnesota (MIN)MIN DST,MIN,DET,1,9,4.1,1.1
5,Dallas (DAL)DAL DST,DAL,TB,4,10,5.8,1.2
6,New England (NE)NE DST,NE,BUF,2,10,6.0,1.6
7,Indianapolis (IND)IND DST,IND,NYG,4,11,6.6,1.3
8,Miami (MIA)MIA DST,MIA,JAC,6,13,8.8,1.5
9,Cleveland (CLE)CLE DST,CLE,CIN,3,14,9.2,2.0
10,Denver (DEN)DEN DST,DEN,OAK,5,15,10.0,1.8
11,Jacksonville (JAC)JAC DST,JAC,MIA,5,15,12.1,1.3
12,Houston (HOU)HOU DST,HOU,PHI,5,19,12.2,2.8
13,Los Angeles (LAC)LAC DST,LAC,BAL,9,18,12.2,2.1
14,Green Bay (GB)GB DST,GB,NYJ,11,18,14.1,1.6
15,New Orleans (NO)NO DST,NO,PIT,11,20,16.3,2.0
16,Baltimore (BAL)BAL DST,BAL,LAC,8,24,16.9,2.5
17,Philadelphia (PHI)PHI DST,PHI,HOU,8,21,16.3,2.0
18,Atlanta (ATL)ATL DST,ATL,CAR,10,29,17.0,3.9
19,Carolina (CAR)CAR DST,CAR,ATL,12,22,18.0,1.7
20,Washington (WAS)WAS DST,WAS,TEN,15,23,19.1,1.0
21,San Francisco (SF)SF DST,SF,CHI,17,26,21.1,1.3
22,Kansas City (KC)KC DST,KC,SEA,16,29,23.1,1.4
23,Buffalo (BUF)BUF DST,BUF,NE,14,31,23.3,4.1
24,New York (NYJ)NYJ DST,NYJ,GB,20,27,23.4,1.2
25,Detroit (DET)DET DST,DET,MIN,19,28,24.8,2.3
26,Oakland (OAK)OAK DST,OAK,DEN,18,30,25.0,2.4
27,Seattle (SEA)SEA DST,SEA,KC,18,30,26.4,1.6
28,Cincinnati (CIN)CIN DST,CIN,CLE,22,30,27.2,1.6
29,Tampa Bay (TB)TB DST,TB,DAL,24,32,28.9,2.0
30,Pittsburgh (PIT)PIT DST,PIT,NO,26,32,29.7,1.3
31,Arizona (ARI)ARI DST,ARI,LAR,20,33,30.2,2.5
32,New York (NYG)NYG DST,NYG,IND,27,32,31.1,1.3
