Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Los Angeles Rams,LAR,2.9,1.5,0.7,1.0,0.3,0.0,14.8,286.0,10.2
New England Patriots,NE,2.6,1.4,0.6,0.8,0.3,0.0,16.1,312.1,9.3
Tennessee Titans,TEN,2.7,1.1,0.6,0.7,0.3,0.0,16.6,319.9,8.9
Cleveland Browns,CLE,2.4,1.3,0.6,0.9,0.2,0.0,18.1,308.8,8.8
Chicago Bears,CHI,2.8,1.0,0.8,1.3,0.2,0.0,19.3,317.2,8.8
Denver Broncos,DEN,3.1,0.7,0.8,1.3,0.2,0.0,19.6,328.8,8.5
Minnesota Vikings,MIN,3.0,1.0,0.6,0.8,0.2,0.0,18.6,314.8,8.4
Dallas Cowboys,DAL,2.8,1.3,0.7,1.0,0.3,0.0,20.6,367.7,8.4
Miami Dolphins,MIA,2.8,0.9,0.7,1.1,0.2,0.1,18.9,335.1,8.3
Philadelphia Eagles,PHI,3.2,1.0,0.7,0.9,0.2,0.0,23.2,362.7,8.0
Atlanta Falcons,ATL,2.6,1.4,0.6,0.7,0.2,0.0,24.8,378.8,8.0
Green Bay Packers,GB,2.5,1.3,0.6,0.8,0.2,0.0,22.2,330.8,7.7
New Orleans Saints,NO,2.3,1.2,0.7,1.1,0.2,0.0,23.6,406.3,7.4
Kansas City Chiefs,KC,2.9,0.8,0.7,1.1,0.2,0.0,28.0,401.9,7.4
Indianapolis Colts,IND,2.9,0.9,0.7,0.9,0.2,0.0,20.1,354.6,7.4
Carolina Panthers,CAR,2.7,0.8,0.8,1.1,0.2,0.0,26.2,404.3,7.2
Los Angeles Chargers,LAC,2.3,1.1,0.6,0.8,0.2,0.0,20.9,341.8,6.8
New York Jets,NYJ,2.8,0.8,0.6,1.0,0.2,0.0,25.8,388.5,6.8
Arizona Cardinals,ARI,2.5,0.8,0.7,0.9,0.2,0.1,29.7,399.3,6.8
Jacksonville Jaguars,JAC,2.8,0.9,0.6,0.7,0.2,0.0,21.1,308.6,6.8
Tampa Bay Buccaneers,TB,3.0,0.7,0.7,1.0,0.2,0.0,27.0,382.7,6.8
Washington Redskins,WAS,2.7,0.8,0.6,1.0,0.2,0.0,24.9,348.8,6.5
Houston Texans,HOU,2.3,0.8,0.7,1.2,0.2,0.0,24.1,357.9,6.5
Seattle Seahawks,SEA,2.3,0.8,0.6,0.9,0.2,0.0,28.5,414.8,6.2
Detroit Lions,DET,2.2,0.7,0.7,0.9,0.2,0.0,24.9,382.8,6.2
Cincinnati Bengals,CIN,2.0,0.9,0.6,0.9,0.2,0.0,24.6,366.5,6.2
San Francisco 49ers,SF,2.1,0.9,0.6,0.7,0.2,0.1,24.3,344.4,6.2
Oakland Raiders,OAK,1.9,0.9,0.6,0.6,0.2,0.0,25.9,404.0,6.0
New York Giants,NYG,1.5,1.0,0.5,0.7,0.2,0.0,28.9,403.7,5.9
Baltimore Ravens,BAL,2.3,0.7,0.5,0.7,0.2,0.0,25.0,352.3,5.8
Buffalo Bills,BUF,1.8,0.7,0.6,0.9,0.1,0.1,29.0,377.3,5.4
Pittsburgh Steelers,PIT,1.9,0.6,0.7,0.9,0.1,0.0,30.0,378.7,5.3
