Date,Year,Week,Team,Opp,Total_Score,Win_Prob,Expected_Points,OwnPer_RB,Expected_Points_RB,OwnPer_QB,Expected_Points_QB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_DST,Expected_Points_DST
2018-12-24,2018,16,DEN,OAK,42.5,0.584795321637427,22.5,,,,,,,,,,
2018-12-24,2018,16,OAK,DEN,42.5,0.45454545454545503,20.0,,,,,,,,,,
2018-12-23,2018,16,ARI,LAR,43.5,0.153846153846154,14.75,0.0229,21.700000000000003,0.0051,9.7,0.0529,20.699999999999996,0.0045,7.9946,0.0131,5.4
2018-12-23,2018,16,ATL,CAR,45.5,0.6172839506172839,24.25,0.1438,16.899999999999995,0.045,18.5,0.1608,48.9796,0.0479,11.2,0.0422,6.8
2018-12-23,2018,16,BUF,NE,45.0,0.14285714285714302,15.75,0.0087,13.3,0.0787,17.000000000000004,0.1535,29.8,0.0,4.6,0.0132,6.5
2018-12-23,2018,16,CAR,ATL,45.5,0.4166666666666671,21.25,0.1806,27.8,0.0151,13.7,0.051699999999999996,35.1,0.025,8.6,0.0207,6.8
2018-12-23,2018,16,CHI,SF,44.5,0.680272108843537,24.25,0.10400000000000001,28.6,0.0329,18.3,0.057,34.2,0.0298,11.999999999999998,0.0642,10.2
2018-12-23,2018,16,CIN,CLE,44.0,0.222222222222222,17.0,0.11860000000000001,25.799999999999997,0.0062,0.0012000000000000005,0.07239999999999999,25.700000000000006,0.0598,10.8,0.0226,6.0
2018-12-23,2018,16,CLE,CIN,44.0,0.819672131147541,27.0,0.18,30.0,0.0519,18.899999999999995,0.1084,38.8,0.0628,12.899999999999999,0.0898,8.3
2018-12-23,2018,16,DAL,TB,48.0,0.7751937984496121,27.5,0.293,27.899999999999995,0.1268,18.8,0.1815,40.400000000000006,0.0316,10.4,0.1103,8.8
2018-12-23,2018,16,DET,MIN,42.5,0.294117647058824,18.0,0.0223,27.400000000000006,0.0058,12.2877,0.0665,23.777300000000004,0.0,6.8,0.0321,6.2
2018-12-23,2018,16,GB,NYJ,47.0,0.6172839506172839,25.0,0.1014,14.799999999999999,0.0334,19.3,0.091,37.1,0.0281,9.900380000000002,0.0318,7.4
2018-12-23,2018,16,HOU,PHI,47.0,0.48780487804878103,22.5,0.0052,16.5,0.0507,19.0,0.1556,33.00000000000001,0.0036,12.159999999999998,0.0297,7.7
2018-12-23,2018,16,IND,NYG,48.5,0.833333333333333,29.0,0.1489,25.0,0.1344,19.6,0.1957,34.900000000000006,0.1587,17.3,0.0566,8.4
2018-12-23,2018,16,JAX,MIA,39.0,0.408163265306122,18.0,0.0371,17.800000000000004,0.0048,12.4,0.0646,24.900000000000002,0.0,6.5,0.0434,8.0
2018-12-23,2018,16,KC,SEA,54.5,0.555555555555556,27.75,,,,,,,,,,
2018-12-23,2018,16,LAR,ARI,43.5,0.892857142857143,28.75,0.17479999999999998,19.700000000000003,0.0575,17.9,0.3728,45.900000000000006,0.0345,11.800000000000002,0.0824,9.3
2018-12-23,2018,16,MIA,JAX,39.0,0.625,21.0,0.06570000000000001,24.3,0.0145,13.1,0.0383,27.0,0.0,7.700000000000001,0.0559,8.4
2018-12-23,2018,16,MIN,DET,42.5,0.75187969924812,24.5,0.1076,23.900000000000002,0.0383,17.1,0.1686,44.28,0.0171,7.6,0.0557,8.8
2018-12-23,2018,16,NE,BUF,45.0,0.9009009009009008,29.25,0.09809999999999999,36.3,0.0438,17.3,0.1566,37.06999999999999,0.0745,12.9,0.1138,8.5
2018-12-23,2018,16,NO,PIT,53.5,0.7407407407407409,30.0,0.2479,35.36000000000001,0.0744,21.000000000000004,0.2077,45.79999999999999,0.0118,12.8,0.0166,7.4
2018-12-23,2018,16,NYG,IND,48.5,0.21052631578947398,19.5,0.2148,26.5,0.0065,14.000000000000005,0.0458,21.899999999999995,0.0904,15.199999999999998,0.0162,5.3
2018-12-23,2018,16,NYJ,GB,47.0,0.4166666666666671,22.0,0.1387,19.799999999999997,0.028,14.500000000000005,0.22190000000000001,24.7,0.0777,13.199999999999998,0.0414,6.2
2018-12-23,2018,16,PHI,HOU,47.0,0.555555555555556,24.5,0.0313,23.2,0.0692,16.200000000000006,0.1578,35.199999999999996,0.1395,21.2,0.0448,6.8
2018-12-23,2018,16,PIT,NO,53.5,0.303030303030303,23.5,0.0512,20.200000000000003,0.0732,19.3,0.2508,53.682700000000004,0.0349,13.1,0.0177,5.8
2018-12-23,2018,16,SEA,KC,54.5,0.48780487804878103,26.75,,,,,,,,,,
2018-12-23,2018,16,SF,CHI,44.5,0.36363636363636404,20.25,0.0305,23.4,0.0059,14.299999999999997,0.1397,29.7,0.08,16.799999999999997,0.0356,6.8
2018-12-23,2018,16,TB,DAL,48.0,0.27027027027027,20.5,0.0108,15.0,0.0367,16.2,0.1303,44.392500000000005,0.016,11.7,0.0062,5.9
2018-12-22,2018,16,BAL,LAC,42.5,0.3571428571428571,19.25,,,,,,,,,,
2018-12-22,2018,16,LAC,BAL,42.5,0.6896551724137929,23.25,,,,,,,,,,
2018-12-22,2018,16,TEN,WAS,38.0,0.8695652173913041,24.5,,,,,,,,,,
2018-12-22,2018,16,WAS,TEN,38.0,0.17391304347826098,13.5,,,,,,,,,,
