Deebo Samuel,0.001
Maxx Williams,1.3
Christian Kirk,0.001
Justin Hardy,0.5
Marquise Brown,0.25
Chris Moore,2
Seth Roberts,0.7
Duke Williams,1.4
Cordarrelle Patterson,0.25
Javon Wims,0.25
Danny Amendola,0.8
Jordan Akins,1.15
Seth DeValve,1.25
Geremy Davis,1.9
Jason Moore,6
Olabisi Johnson,1.1
Hunter Renfrow,1.2
Trevor Davis,1.35
Kendrick Bourne,1.2
Jeremy Sprinkle,1.4
Dawson Knox,0.85
Tyler Kroft,1.6
Vernon Davis,0.001
Chris Thompson,0.001
Sterling Shepard,0.001
Parris Campbell,0.001
Tyrell Williams,0.001
Devante Adams,0.001
Marqise Lee,0.001
Geoff Swaim,0.001
Jared Cook,0.001
DeSean Jackson,0.001
David Johnson,1.075
Robert Foster,0.001
T.J. Yeldon,0.001
Devin Singletary,1.25
Olamide Zaccheaus,0.001
Juwann Winfree,0.001
Ryan Grant,0.001
Malcolm Brown,0.001
Dwayne Harris,0.001
Zay Jones,0.001
Keelan Doss,0.001
Marquez Valdes-Scantling,1.1
Geronimo Allison,1.75
Marcedes Lewis,1.25
Allen Lazard,1
Aaron Jones,0.85
Jamaal Williams,1.3
Josh Oliver,1.25
Latavius Murray,1.2
Josh Hill,1.1
Austin Carr,2
New Orleans Saints,1.2
Derrick Henry,1.1
Tennessee Titans,1.2
Todd Gurley,1.15
Kenny Stills,1.25
