Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_DST,Expected_Points_DST,OwnPer_RB,Expected_Points_RB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_QB,Expected_Points_QB
2021-11-07,HOU,MIA,45.0,0.37735849056603776,20.5,2021,9,0.0247,5.1,0.014799999999999999,22.099999999999998,0.1048,37.70000000000001,0.0087,12.700000000000003,0.033,17.400000000000002
2021-11-07,DEN,DAL,50.0,0.2352941176470588,20.25,2021,9,0.0065,5.4,0.047,21.7,0.18510000000000001,39.3,0.253,10.200199999999999,0.0278,16.8
2021-11-07,MIN,BAL,51.0,0.2857142857142857,22.0,2021,9,0.0242,5.8,0.1355,28.6,0.1118,44.600120000000004,0.07159999999999998,13.4,0.0173,19.1
2021-11-07,NE,CAR,41.5,0.6363636363636364,22.25,2021,9,0.017,7.9,0.0688,26.700140000000005,0.08360000000000001,31.200319999999998,0.012,15.8,0.0085,15.800000000000002
2021-11-07,BUF,JAC,48.5,0.5,17.0,2021,9,0.061,9.2,0.1305,23.200000000000003,0.2947000000000001,56.4,0.0105,8.899999999999997,0.1458,27.399999999999995
2021-11-07,CLE,CIN,47.5,0.4761904761904762,22.75,2021,9,0.0552,6.1,0.148,29.2,0.1842,28.74,0.02,16.525000000000002,0.008,16.2
2021-11-07,LV,NYG,46.5,0.6078431372549019,28.25,2021,9,0.0723,6.3,0.116,24.90009999999999,0.23000000000000004,31.550000000000004,0.1465,22.2,0.0557,20.099999999999998
2021-11-07,ATL,NO,43.0,0.29411764705882354,18.25,2021,9,0.033,5.5,0.14780000000000001,28.000159999999987,0.0178,27.859999999999996,0.0558,22.72,0.0068,15.599999999999998
2021-11-07,LAC,PHI,49.5,0.5454545454545454,24.75,2021,9,0.0078,5.9,0.2322,28.499999999999996,0.17470000000000002,42.500000000000014,0.0768,15.9,0.0498,20.8
2021-11-07,GB,KC,48.0,0.273972602739726,20.5,2021,9,0.0092,5.8,0.09,27.5,0.08920000000000002,47.0,0.0055000000000000005,12.045000000000002,0.058,16.3
2021-11-07,ARI,SF,45.0,0.38461538461538464,20.75,2021,9,0.005,6.6,0.1082,23.0,0.2401,34.82123,0.0113,11.799999999999997,0.022000000000000002,17.0511
2021-11-07,TEN,LAR,53.0,0.26666666666666666,23.0,2021,9,,,,,,,,,,
2021-11-07,MIA,HOU,45.0,0.6666666666666666,24.5,2021,9,0.102,6.6,0.18480000000000002,22.5,0.1733,28.450280000000003,0.14500000000000002,20.300000000000008,0.0,14.189999999999998
2021-11-07,DAL,DEN,50.0,0.8095238095238095,29.75,2021,9,0.071,7.4,0.2532,26.8,0.3253,43.700340000000004,0.08220000000000001,13.71,0.0665,24.0
2021-11-07,BAL,MIN,51.0,0.7619047619047619,29.0,2021,9,0.029,5.8,0.0182,17.299999999999997,0.1413,38.22000000000001,0.099,19.1,0.1885,25.8
2021-11-07,CAR,NE,41.5,0.4081632653061225,19.25,2021,9,0.0557,6.4,0.046,25.500299999999996,0.14120000000000002,37.14022,0.0063,8.3,0.004,16.999999999999996
2021-11-07,JAC,BUF,48.5,0.13793103448275862,17.0,2021,9,0.0,4.5,0.0541,18.049999999999997,0.0412,34.2,0.0718,12.6,0.0055,14.0
2021-11-07,CIN,CLE,47.5,0.5652173913043478,24.75,2021,9,0.0253,6.1,0.09129999999999999,24.899999999999995,0.38589999999999997,50.2,0.0075,11.8,0.0345,20.6
2021-11-07,NYG,LV,46.5,0.43478260869565216,18.25,2021,9,0.0225,5.7,0.1468,21.1,0.1848,43.68,0.013,13.8,0.0778,18.8
2021-11-07,NO,ATL,43.0,0.75,24.75,2021,9,0.025,7.4,0.189,30.0,0.024800000000000003,29.540000000000006,0.008499999999999999,8.2003,0.008,23.199999999999996
2021-11-07,PHI,LAC,49.5,0.5,24.75,2021,9,0.0205,5.7,0.0305,27.1,0.063,31.935000000000006,0.1418,15.2,0.0855,20.7
2021-11-07,KC,GB,48.0,0.7701149425287356,27.5,2021,9,0.2528,5.6,0.058800000000000005,21.8,0.3071,46.80000000000001,0.076,21.3,0.0772,23.3
2021-11-07,SF,ARI,45.0,0.6551724137931034,24.25,2021,9,0.1155,6.6,0.09880000000000001,34.99999999999999,0.1138,37.0,0.0088,17.22,0.0072,19.9
2021-11-07,LAR,TEN,53.0,0.7777777777777778,30.0,2021,9,,,,,,,,,,
