Andy Dalton,0.0348
Ben Roethlisberger,0.1088
Blake Bortles,0.0083
Brett Hundley,0.0041
C.J. Beathard,0.0065
Case Keenum,0.004
Dak Prescott,0.0978
DeShone Kizer,0.0034
Drew Brees,0.0403
Eli Manning,0.0788
Jacoby Brissett,0.015
Jared Goff,0.0985
Josh McCown,0.0605
Kirk Cousins,0.0158
Marcus Mariota,0.0283
Matt Ryan,0.0835
Matthew Stafford,0.1468
Mitch Trubisky,0.0036
Philip Rivers,0.0053
Ryan Fitzpatrick,0.119
Tom Savage,0.0034
Tyrod Taylor,0.0478
Aaron Jones,0.0088
Alfred Morris,0.0608
Alvin Kamara,0.1068
Ameer Abdullah,0.0483
Bilal Powell,0.3788
Carlos Hyde,0.215
Chris Thompson,0.0503
DeMarco Murray,0.0533
Derrick Henry,0.0118
Devonta Freeman,0.129
Doug Martin,0.0375
Duke Johnson,0.0143
Elijah McGuire,0.0063
Frank Gore,0.0228
Isaiah Crowell,0.0075
Jerick McKinnon,0.061
Joe Mixon,0.0388
Jordan Howard,0.1925
Lamar Miller,0.0328
Latavius Murray,0.0071
Le'Veon Bell,0.287
Leonard Fournette,0.159
LeSean McCoy,0.1305
Mark Ingram,0.0705
Marlon Mack,0.0058
Melvin Gordon,0.056
Orleans Darkwa,0.0783
Rob Kelley,0.0106
Rod Smith,0.0035
Tarik Cohen,0.03
Tevin Coleman,0.0238
Theo Riddick,0.0325
Todd Gurley,0.222
Ty Montgomery,0.0114
Wayne Gallman,0.015
A.J. Green,0.2228
Adam Humphries,0.1158
Adam Thielen,0.056
Aldrick Robinson,0.04
Allen Hurns,0.0109
Antonio Brown,0.2458
Brandon LaFell,0.0061
Brice Butler,0.0073
Chris Godwin,0.0493
Cole Beasley,0.0313
Cooper Kupp,0.0483
Corey Davis,0.0743
Davante Adams,0.0268
DeAndre Hopkins,0.0495
DeSean Jackson,0.1393
Dez Bryant,0.101
Donte Moncrief,0.013
Eric Decker,0.0058
Golden Tate,0.2185
Jamison Crowder,0.0116
Jermaine Kearse,0.0405
Jordan Matthews,0.0141
Jordy Nelson,0.0375
Josh Doctson,0.0063
Juju Smith-Schuster,0.1258
Julio Jones,0.1675
Keenan Allen,0.0485
Kelvin Benjamin,0.0405
Kendall Wright,0.03
Kendrick Bourne,0.01
Marqise Lee,0.044
Marquise Goodwin,0.0443
Martavis Bryant,0.0428
Marvin Jones,0.181
Michael Thomas,0.093
Mohamed Sanu,0.1368
Randall Cobb,0.0116
Ricardo Louis,0.0103
Rishard Matthews,0.0478
Robby Anderson,0.1508
Robert Woods,0.0688
Roger Lewis,0.0105
Ryan Grant,0.0045
Sammy Watkins,0.0785
Stefon Diggs,0.0608
Sterling Shepard,0.207
T.Y. Hilton,0.0938
Tavarres King,0.018
Tavon Austin,0.0058
Taylor Gabriel,0.0156
Ted Ginn,0.06
Terrance Williams,0.0379
Terrelle Pryor,0.0063
Travis Benjamin,0.0066
Tre McBride,0.01
Tyrell Williams,0.0035
Will Fuller,0.0248
Willie Snead,0.0043
Antonio Gates,0.005
Austin Hooper,0.045
Austin Seferian-Jenkins,0.077
C.J. Fiedorowicz,0.005
Cameron Brate,0.1628
Charles Clay,0.013
Coby Fleener,0.0049
David Njoku,0.0126
Delanie Walker,0.039
Dion Sims,0.006
Eric Ebron,0.0448
Evan Engram,0.1203
Garrett Celek,0.119
Hunter Henry,0.0298
Jack Doyle,0.079
Jason Witten,0.037
Jordan Reed,0.005
Kyle Rudolph,0.0723
Lance Kendricks,0.0033
Marcedes Lewis,0.0068
O.J. Howard,0.0085
Tyler Higbee,0.0108
Tyler Kroft,0.0233
Vernon Davis,0.065
Atlanta Falcons,0.014
Buffalo Bills,0.0238
Chicago Bears,0.1853
Cincinnati Bengals,0.0133
Cleveland Browns,0.012
Dallas Cowboys,0.0128
Detroit Lions,0.1078
Green Bay Packers,0.0145
Houston Texans,0.013
Indianapolis Colts,0.0108
Jacksonville Jaguars,0.076
Los Angeles Chargers,0.0245
Los Angeles Rams,0.1418
Minnesota Vikings,0.0678
New Orleans Saints,0.0258
New York Giants,0.028
New York Jets,0.0685
Pittsburgh Steelers,0.0698
San Francisco 49ers,0.0228
Tampa Bay Buccaneers,0.0193
Tennessee Titans,0.028
Washington Redskins,0.021
