team,rank,day,mult
ARI,1,Sun,1
BAL,2,Sun,1
BUF,1,Sun,1
CAR,1,Sun,1
CIN,1,Sun,1
CLE,1,Sun,1
DAL,3,Sun,1
DET,1,Sun,1
GB,3,Sun,1
IND,1,Sun,1
JAC,1,Sun,1
LAC,1,Sun,1
LAR,2,Sun,1
MIA,1,Sun,1
NYG,1,Sun,1
NYJ,1,Sun,1
OAK,2,Sun,1
PHI,1,Sun,1
PIT,1,Sun,1
SEA,2,Sun,1
SF,1,Sun,1
TEN,1,Sun,1
